Lon,Lat,Clave,Edo,Est,Tmin
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,25.1
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,24.0
-111.65,25.01,CDCONSTITUCIONo,BCS,Observatorio de Ciudad ConstituciÛn B.C.S. SGT*,22.1
-111.35,26.01,76304,BCS,Loreto (Autom·tica),26.2
-111.35,26.01,LORETOob,BCS,Observatorio de Loreto B.C.S. SMN*,26.3
-112.48,26.26,SANJUANICO,BCS,San Juanico B.C.S. SMN*,23.5
-112.1,27.09,STAROSALIAMAR,BCS,Santa RosalÌa B.C. SEMAR*,24.6
-112.25,27.28,STAROSALIAob,BCS,Observatorio de Santa RosalÌa B.C.S. SMN*,26.8
-112.25,27.28,76253,BCS,Santa Rosalia,24.6
-90.5,19.83,76695,CAMP,Campeche,23.7
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,23.0
-89.89,18.09,CALAKMUL,CAMP,Calakmul Camp. SMN*,21.5
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,22.5
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,22.5
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,21.8
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,24.2
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,25.2
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,23.0
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,23.1
-90.72,19.36,CHMCA,CAMP,ChampotÛn Camp.,24.0
-90.22,19.61,NYXCA,CAMP,Noh-YaxchÈ Camp.,23.6
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,21.6
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,22.2
-90.5,19.83,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,23.1
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,23.6
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,23.7
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,23.5
-90.11,20.18,HECCA,CAMP,Hecelchak·n Camp.,19.5
-90.82,18.06,MONCLOVACAMP,CAMP,Monclova Camp. SMN*,25.8
-90.76,18.61,ESCARCEGA,CAMP,Esc·rcega Camp. SMN*,23.1
-91.82,18.65,CDCCA,CAMP,Ciudad del Carmen Camp. SMN*,25.5
-90.37,19.94,PETENES,CAMP,Los Petenes Camp. SMN*,23.3
-106.13,28.67,76225,CHIH,Chihuahua,18.5
-107.82,28.95,76220,CHIH,Temosachic,12.8
-106.38,26.47,RVGCH,CHIH,El Vergel Chih.,6.5
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,15.8
-107.07,26.81,GRCCH,CHIH,Guerachi Chih.,20.2
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,21.1
-107.88,26.87,INGCH,CHIH,San Ignacio Chih.,21.0
-105.68,26.92,PRRCH,CHIH,Parral Chih.,16.0
-107.97,26.94,TBRSI,CHIH,San Francisco Chih.,22.4
-107.72,27.03,BTPCH,CHIH,Batopilas Chih.,21.3
-104.91,27.13,JMNCH,CHIH,JimÈnez Chih.,17.4
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,21.3
-107.91,27.22,URECH,CHIH,Urique Chih.,21.1
-108.54,27.42,CNDCH,CHIH,ChÌnipas Chih.,22.0
-105.81,27.45,VZRCH,CHIH,Valle de Zaragoza Chih.,17.9
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,19.2
-105.63,28.17,FIMCH,CHIH,Francisco I. Madero Chih.,19.1
-108.21,28.21,BSSCH,CHIH,Basaseachi Chih.,11.0
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,18.9
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,11.6
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,18.5
-107.85,28.95,TMCCH,CHIH,TemÛsachic Chih.,12.7
-105.28,28.98,LLNCH,CHIH,Ing. Luis L. LeÛn Chih.,23.9
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,14.5
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,15.3
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,22.1
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,15.0
-107.93,30.38,CAGCH,CHIH,Casas Grandes Chih.,14.3
-106.4,31.74,CJZCH,CHIH,Ciudad Ju·rez Chih.,22.3
-108.52,28.15,C08182,CHIH,Moris,17.6
-105.38,27.41,CL2CH,CHIH,Colina hidromÈtrica Chih.,16.6
-107.7,28.76,C08243,CHIH,Tejolocachi,10.6
-105.96,28.77,C08270,CHIH,La Mesa,17.4
-106.48,28.8,C08099,CHIH,Majalca,11.0
-108.09,29.25,C08219,CHIH,PeÒitas,7.7
-108.17,29.67,YEPCH,CHIH,Yepachic Chih.,10.3
-107.26,28.77,BACCH,CHIH,BachÌniva Chih.,12.6
-106.77,26.23,CHNCH,CHIH,Chinat˙ Chih. SMN*,13.0
-106.39,26.47,ELVERGELSMN,CHIH,El Vergel Chih. SMN*,7.8
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,10.5
-105.67,26.92,76323,CHIH,Hidalgo Del Parral,16.2
-107.97,26.94,TB2CH,CHIH,Tubares II Chih.,22.9
-106.35,26.95,CONCHOSob,CHIH,Observatorio de Conchos Chih. SMN*,16.4
-107.63,27.75,CRLCH,CHIH,Creel Chih.,11.0
-107.99,27.86,MAGCH,CHIH,Maguarichi Chih. SMN*,16.6
-107.9,27.9,BTVCH,CHIH,Batovira Chih.,7.0
-105.5,28.17,DELICIAS,CHIH,Ciudad Delicias Chih. SMN*,20.6
-108.21,28.2,BASCH,CHIH,Basaseachi Chih. SMN*,10.9
-106.84,28.4,CDCUAUHTEMOC,CHIH,Ciudad CuauhtÈmoc Chih. SMN*,14.5
-106.03,28.67,CHIHUAHUAob,CHIH,Observatorio de Chihuahua Chih. SMN*,18.2
-106.49,28.8,MAJALCA,CHIH,Cumbres de Majalca Chih. SMN*,10.7
-107.82,28.95,TEMOSACHICob,CHIH,Observatorio de TemÛsachic Chih. SMN*,12.1
-104.43,29.58,OJINAGA,CHIH,Ojinaga Chih. SGT*,21.2
-107.93,30.42,76122,CHIH,Nvo. Casas Grandes,14.3
-106.5,30.62,VILLAAHUMADA,CHIH,Villa Ahumada Chih. SMN*,23.7
-108.43,30.84,JANOS,CHIH,Janos Chih. SMN*,15.2
-106.43,31.69,CDJUAREZob,CHIH,Observatorio de Ciudad Ju·rez Chih. SMN*,20.6
-93.9,16.24,76840,CHIS,Arriaga,22.2
-92.25,14.92,76903,CHIS,Tapachula,23.7
-93.13,16.75,76843,CHIS,Tuxtla GutiÈrrez,20.7
-92.4,15,HUECP,CHIS,Huehuet·n Chis.,22.8
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,23.8
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,23.8
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,21.3
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,22.5
-92.72,15.35,CACCP,CHIS,Cacaluta Chis.,24.5
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,22.8
-92.95,15.5,ELNCP,CHIS,El Novillero Chis.,23.8
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,24.1
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,18.2
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,19.5
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,20.7
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,18.9
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,19.4
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,22.4
-92.67,15.92,REFCP,CHIS,Reforma Chis.,18.8
-93.08,16.16,REVCP,CHIS,RevoluciÛn Mexicana Chis.,20.7
-92.1,16.2,COOCP,CHIS,Observatorio de Comit·n Chis.,15.9
-93.9,16.24,AROCP,CHIS,Arriaga Chis.,22.3
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,20.2
-92.78,16.4,ANGCP,CHIS,Doctor Belisario DomÌnguez Chis.,21.0
-92.8,16.55,ACACP,CHIS,Acala Chis.,22.3
-90.7,16.58,LACCP,CHIS,Lacant˙n Chis.,21.5
-93.15,16.64,BOQCP,CHIS,BoquerÛn Chis.,20.8
-92.63,16.73,SCOCP,CHIS,Observatorio de San CristÛbal Chis.,12.4
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla GutiÈrrez Chis.,20.8
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,22.3
-93.15,16.76,TUXTLAGTZob,CHIS,Observatorio de Tuxtla GutiÈrrez Chis. SMN*,22.3
-92.82,16.94,SNACP,CHIS,Santa MarÌa Chis.,22.0
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,22.0
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,21.0
-93.33,17.12,YAMCP,CHIS,YamonhÛ Chis.,21.1
-93.6,17.18,MALCP,CHIS,NezahualcÛyotl Chis.,23.8
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,22.3
-93.46,17.45,PENCP,CHIS,¡ngel Albino Corzo Chis.,23.8
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,23.0
-93.27,16.23,VIFCP,CHIS,Villa Flores Chis.,18.5
-92.24,14.99,TAMCP,CHIS,Tapachula Malpaso Chis.,21.0
-92.15,15.09,VTACANA,CHIS,Volc·n Tacan· Chis. SMN*,16.3
-92.62,16.74,SCRCP,CHIS,Puente Morelos Chis.,12.4
-93.07,16.72,TXZCP,CHIS,Tuxtla GutiÈrrez Zoomat Chis.,20.4
-92.33,15.17,FHACP,CHIS,Finca Hamburgo Chis.,18.5
-92.3,14.89,TAPACHULAob,CHIS,Observatorio de Tapachula Chis. SMN*,24.7
-92.4,14.7,PTOCHIAPASMAR,CHIS,Puerto Chiapas Chis. SEMAR*,24.2
-92.76,15.07,LAENCRUCIJADA,CHIS,La Encrucijada Chis. SGT*,23.9
-92.67,15.33,ESCUINTLA,CHIS,Escuintla Chis. SMN*,22.5
-92.81,15.66,ELTRIUNFO,CHIS,El Triunfo Chis. SMN*,12.9
-93.86,16.06,PAREDONMAR,CHIS,ParedÛn Chis. SEMAR*,24.3
-91.73,16.11,LMONTEBELLO,CHIS,Lagunas de Montebello Chis. SMN*,16.4
-93.08,16.17,CREDREVOLUCIONM,CHIS,Cred RevoluciÛn Mexicana Chis. SMN*,21.0
-92.13,16.23,COMITANob,CHIS,Observatorio de Comit·n Chis. SMN*,20.2
-92.13,16.23,76848,CHIS,Comit·n,15.9
-92.63,16.73,SNCRISTOBALob,CHIS,Observatorio de San CristÛbal Chis. SMN*,12.9
-92.63,16.73,76845,CHIS,S. C. De Las Casas,12.6
-91.52,16.81,MAZULES,CHIS,Montes Azules Chis. SMN*,20.0
-91.23,17.29,CUSUMACINTA,CHIS,CaÒÛn Usumacinta Tab. SMN*,22.8
-101.42,26.91,76342,COAH,Monclova,22.9
-100.52,28.7,76243,COAH,Piedras Negras,24.5
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,17.9
-100.92,25.44,ESLCL,COAH,E. C. Saltillo Coah.,16.7
-103.26,25.77,FIMCL,COAH,Francisco I. Madero Coah.,19.9
-101.12,29.15,CBRCL,COAH,Cabeceras Coah.,23.6
-101.02,25.38,STOCL,COAH,Saltillo Coah.,15.9
-103.45,25.53,TORREONob,COAH,Observatorio de TorreÛn Coah. SMN*,21.6
-103.45,25.54,TORCL,COAH,Observatorio de TorreÛn Coah.,21.5
-103.47,25.54,CYTCL,COAH,Coyote Coah.,21.3
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,18.0
-102.98,25.76,SPECL,COAH,San Pedro Coah.,20.0
-100.66,26.84,CDLCL,COAH,Candela Coah.,23.9
-101.42,26.91,MCVCL,COAH,Monclova Coah.,23.0
-102.06,26.98,CCGCL,COAH,Cuatro CiÈnegas Coah.,22.3
-101,27.42,PRSCL,COAH,Progreso Coah.,22.0
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,23.4
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,23.9
-100.53,28.71,PNGCL,COAH,Piedras Negras Coah.,24.5
-100.9,29.03,ZPTCL,COAH,Zapata Coah.,22.7
-100.95,29.03,SMGCL,COAH,San Miguel Coah.,24.8
-100.95,29.21,CNTCL,COAH,El Centenario Coah.,22.9
-100.95,29.33,CDACL,COAH,Ciudad AcuÒa Coah.,23.7
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,24.0
-102.18,25.44,PARCL,COAH,Parras Coah.,16.9
-100.84,28.34,ADLCL,COAH,Allende Coah.,23.8
-101.02,25.38,76390,COAH,Saltillo,14.0
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,14.1
-103.23,25.53,MATCL,COAH,Matamoros Coah.,20.6
-103.45,25.53,76382,COAH,TorreÛn,21.6
-103.34,25.7,CUICL,COAH,El Cuije Coah.,17.8
-102.04,26.99,CUATROCIENEGAS,COAH,Cuatro Cienegas Coah. SMN*,21.3
-101.33,27.92,NUEVAROSITA,COAH,Nueva Rosita Coah. SMN*,22.1
-101.71,28.01,MORELOSMUZQUIZ,COAH,Morelos M˙zquiz Coah. SMN*,21.7
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,20.9
-100.57,28.68,PNEGRASob,COAH,Observatorio de Piedras Negras Coah. SMN*,25.0
-100.66,29.05,JIMENEZ,COAH,JimÈnez Coah. SGT*,17.3
-103.72,19.24,76658,COL,Colima,22.0
-104.33,19.07,76654,COL,Manzanillo,26.0
-103.87,19.17,LAECM,COL,La Esperanza Col.,20.9
-103.72,18.75,CDOCM,COL,Cerro de Ortega Col.,24.0
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,23.9
-103.63,18.83,CLLCM,COL,Callejones Col.,24.6
-103.87,18.91,TCMCM,COL,Tecom·n Col.,23.8
-104.32,19.04,MNZCM,COL,Manzanillo Col.,26.1
-103.8,19.21,CQMCM,COL,Coquimatl·n Col.,22.6
-103.73,19.22,LPSCM,COL,La Posta Col.,22.1
-103.73,19.22,RDRCM,COL,Radar Col.,24.3
-103.61,19.25,BVSCM,COL,Buena Vista Col.,20.8
-103.81,19.32,PNTCM,COL,PeÒitas Col.,21.8
-103.6,19.32,CUACM,COL,CuauhtÈmoc Col.,21.0
-103.88,19.11,DJLCM,COL,Derivadora Jala Col.,21.6
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,25.1
-104.3,19.07,MANZANILLOMAR,COL,Manzanillo Col. SEMAR*,25.5
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,21.7
-99.2,19.3,DATDF,DF,DesviaciÛn Alta Cd. de MÈx.,8.7
-99.17,19.45,CBIDF,DF,Escuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. SMN*,14.3
-99.07,19.47,SJADF,DF,San Juan de AragÛn Cd. de MÈx.,13.8
-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de MÈx.,12.6
-99.09,19.48,GCNDF,DF,km 6+250 del Gran Canal Cd. de MÈx.,10.9
-99.12,19.27,ENP1,DF,Escuela Nacional Preparatoria 1 Cd. de MÈx. UNAM*,14.2
-99.13,19.3,ENP5,DF,Escuela Nacional Preparatoria 5 Cd. de MÈx. UNAM*,14.3
-99.2,19.31,CCHS,DF,Colegio de Ciencias y Humanidades Sur Cd. de MÈx. UNAM*,12.9
-99.2,19.31,CENAPRED,DF,CCA CENAPRED Cd. de Mex. SMN*,14.0
-99.16,19.35,ENP6,DF,Escuela Nacional Preparatoria 6 Cd. de MÈx. UNAM*,14.7
-99.19,19.37,ENP8,DF,Escuela Nacional Preparatoria 8 Cd. de MÈx. UNAM*,13.4
-99.06,19.38,CCHO,DF,Colegio de Ciencias y Humanidades Oriente Cd. de MÈx. UNAM*,14.2
-99.1,19.39,TEZDF,DF,Tezontle Cd. de MÈx. SMN*,14.6
-99.1,19.39,ENP2,DF,Escuela Nacional Preparatoria 2 Cd. de MÈx. UNAM*,15.0
-99.2,19.4,ENP4,DF,Escuela Nacional Preparatoria 4 Cd. de MÈx. UNAM*,14.3
-99.2,19.4,76680,DF,Tacubaya O. Central,13.9
-99.19,19.42,MDELREY,DF,Molino del Rey Cd. de Mex. SMN*,13.5
-99.13,19.42,ENP7,DF,Escuela Nacional Preparatoria 7 Cd. de MÈx. UNAM*,14.8
-99.17,19.45,CBIOLOGIPN,DF,Eescuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. OCAVM*,15.8
-99.14,19.48,CCHV,DF,Colegio de Ciencias y Humanidades Vallejo Cd. de MÈx. UNAM*,14.4
-99.12,19.48,ENP9,DF,Escuela Nacional Preparatoria 9 Cd. de MÈx. UNAM*,14.8
-99.09,19.48,ENP3,DF,Escuela Nacional Preparatoria 3 Cd. de MÈx. UNAM*,14.6
-99.2,19.5,CCHA,DF,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de MÈx. UNAM*,13.9
-104.6,24.09,76423,DGO,Durango,14.4
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,17.3
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,16.2
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,15.5
-103.35,24.47,SCLDR,DGO,Santa Clara Dgo.,13.4
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,13.9
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,15.1
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,12.9
-104.67,24.03,DRGDR,DGO,Durango Dgo.,14.6
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,13.6
-104.75,24.5,CNTDR,DGO,Canatl·n Dgo.,12.6
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,11.8
-103.08,24.61,SELDR,DGO,Santa Elena Dgo.,12.2
-106.54,24.7,TDRDR,DGO,El Tule del Real Dgo.,22.8
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,15.5
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,23.0
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,14.4
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,15.1
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,20.2
-105.25,25.5,GESDR,DGO,General Escobedo Dgo.,14.5
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,20.4
-105.02,25.59,LCRDR,DGO,L·zaro C·rdenas Dgo.,17.0
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,21.0
-105.96,25.93,GNCDR,DGO,Guanacevit Dgo.,4.3
-105.37,25.95,SMODR,DGO,Santa MarÌa del Oro Dgo.,9.3
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,17.8
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,13.3
-105.56,26.44,SGBDR,DGO,San Gabriel Dgo.,10.3
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,10.5
-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,16.1
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,15.2
-105.53,26,SBEDR,DGO,San Bernardo Dgo.,15.4
-104.66,24.2,PAGDR,DGO,PeÒa del ¡guila Dgo.,15.0
-104.33,24.54,PDCDR,DGO,P·nuco de Coronado Dgo.,12.3
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,16.8
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,12.7
-105.67,23.75,SLTDR,DGO,El Salto Dgo.,8.9
-104.92,24.8,GUADR,DGO,GuatimapÈ Dgo.,9.9
-105.05,23.9,NAVDR,DGO,Navios Viejos Dgo.,9.0
-104.67,23.87,SB2DR,DGO,Santiago Bayacora hidromÈtrica Dgo.,13.8
-104.75,23.96,GVHDR,DGO,Guadalupe Victoria Dgo.,15.0
-103.96,24,FV2DR,DGO,Francisco Villa hidromÈtrica Dgo.,13.0
-104.66,24.24,PA2DR,DGO,PeÒa del ¡guila hidromÈtrica Dgo.,15.0
-104.8,24.52,CB2DR,DGO,Caboraca hidromÈtrica Dgo.,11.8
-103.28,25.07,LFLDR,DGO,La Flor Coah.,17.2
-102.78,24.56,TGRDR,DGO,El Tigre Dgo.,14.7
-105.57,26.08,SRDDR,DGO,Sardinas Dgo.,9.0
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,8.4
-104.7,24,CAGDR,DGO,Campo AgrÌcola Dgo.,13.0
-104.6,24.09,DURANGOob,DGO,Observatorio de Durango Dgo. SMN*,14.8
-104.5,24.79,SJNDR,DGO,San Juan del RÌo Dgo.,15.4
-106.37,26.13,ROSDR,DGO,La Rosilla Dgo.,6.0
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,19.6
-103.75,26.69,MAPIMI,DGO,MapimÌ Dgo. SMN*,19.7
-99.75,16.76,76805,GRO,Acapulco,24.9
-99.5,17.55,76762,GRO,Chilpancingo,18.3
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,18.3
-99.93,17.6,YXTGR,GRO,Yextla Gro.,14.8
-99.48,16.8,SNMGR,GRO,San Marcos Gro.,13.4
-100.52,18.08,AFIGR,GRO,AndrÈs Figueroa Gro.,22.1
-99.61,18.55,TAXGR,GRO,Taxco Gro.,16.0
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,22.8
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,15.0
-99.24,16.76,LDGGR,GRO,Las Vigas Gro.,20.6
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,24.9
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,24.3
-99.1,16.95,AYUGR,GRO,Ayutla Gro.,19.7
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,22.5
-99.78,16.97,K21GR,GRO,km 21 Gro.,23.4
