Lon,Lat,Clave,Edo,Est,Tmed
-102.29,21.85,76571,AGS,Aguascalientes,20.7
-102.37,21.78,NGRAG,AGS,El Niagara Ags.,20.5
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,22.0
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,22.5
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,22.1
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,21.9
-102,21.9,CNSAG,AGS,Los Conos Ags.,19.4
-102.68,22,CDRAG,AGS,La Codorniz Ags.,20.8
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,20.6
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,20.5
-102.29,22.16,PBLAG,AGS,PabellÛn Ags.,20.7
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,18.6
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,19.9
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,15.9
-102.61,21.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,13.6
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,21.0
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,20.0
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,17.5
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,14.4
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,19.3
-102.2,22.01,CHOAG,AGS,CaÒada Honda Ags.,20.0
-102,22.02,NVLAG,AGS,El Novillo Ags.,17.6
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,18.8
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,26.1
-114.85,31.03,SFLBN,BC,San Felipe B.C.,30.0
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,22.9
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,19.5
-115.15,32.41,ENLBN,BC,Ejido Nuevo LeÛn B.C.,30.1
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,24.6
-116.83,32.47,EFLBN,BC,El Florido B.C.,23.9
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,24.4
-116.3,32.52,HNGBN,BC,El Hongo B.C.,18.7
-114.73,32.7,PDMBN,BC,Presa Derivadora Morelos B.C.,29.1
-115.27,32.39,MXCBN,BC,Mexicali B.C.,31.2
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,22.6
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,28.5
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,29.9
-116.37,31.49,ENSBN,BC,Ensenada B.C.,22.8
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,22.0
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,16.3
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,20.3
-115.19,32.41,76040,BC,Ejido Nuevo LeÛn,28.2
-115.19,32.41,ENVOLEONob,BC,Observatorio de EnvoleÛn B.C. SMN*,30.4
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,23.7
-116.63,32.57,TCTBN,BC,Tecate B.C.,23.6
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,23.7
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,30.9
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,29.4
-117.07,32.38,PLAYAROSARITO,BC,Playa Rosarito B.C. SMN*,20.5
