LON,LAT,EDO,CLAVE,ESTACION,SEP
-96.933333,17.516667,OAX,SNAOX,"Santiago Nacaltepec, Oax.",121.81
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",116.74
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",548.21
-102,21.896389,OAX,STTOX,"Santiago Teotongo, Oax.",95.1
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",251.11
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",335.8
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",130.6
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",244.02
-102.356944,22.121667,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",82.11
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",123.83
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",256.4
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",164
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",293.43
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",101.95
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",236.55
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",108.41
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",275.91
-102.788333,21.8075,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",94
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",53.96
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",72.93
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",122.7
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",76.2
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",78
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",69.3
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",156.61
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",147.6
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",122.56
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue. CFE.",240.11
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",70.23
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",154
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",133
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",21.2
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",208.51
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",199.31
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",250
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",115.6
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",51.85
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",169.42
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",74.92
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",358.55
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",286
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",94.45
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",192.2
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",209.03
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",50.63
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",186.01
-97.879167,20.391667,PUE,LACEIBAPUE,"La Ceiba, Pue. SGT*",101
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",125
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",199.21
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",78.4
-98.000556,20.216667,PUE,NECAXA,"Necaxa, Pue. FENIX*",240
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",339.6
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",61.04
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",173.3
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",140.5
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",171.42
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",353.4
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",129
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",138.1
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",277.93
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",143.5
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",179.53
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",139.55
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",352.43
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",74.9
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue. CFE.",234.82
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",335.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",49.8
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",46.01
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",200.3
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",59.61
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",339.5
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",45.4
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",147.34
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",155.6
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",674.82
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",35.02
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",60.02
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",380.22
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",118.72
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",486.93
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",64.41
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",208.04
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",63
-100.354167,20.5025,QRO,BATQT,"El Bat·n, Qro.",99
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",81.3
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",74.2
-100.455833,20.693333,QRO,ELARENAL,"El Arenal, Qro. SGT*",97.9
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",110.5
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",94.4
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",48.1
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",54.3
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",89.7
-100.23,20.62,QRO,MARQT,"El MarquÈs, Qro.",44.4
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",96.2
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",43.5
-100.369444,20.563333,QRO,QUERETARO_OB,"Observatorio de QuÈretaro, Qro. SMN*",59.4
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",54
-86.886944,21.142778,QROO,CANCUN_ESIME,"Canc˙n, Q. Roo. SMN* ESIME",0.4
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",61.7
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",26.8
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",44.02
-86.775833,21.074444,QROO,CNCQR,"Canc˙n, Q. Roo. SMN*",245.51
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",147.81
-88.045,19.575556,QROO,FCRQR,"Felipe Carrillo Puerto, Q. Roo.",114.5
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",103.8
-87.486111,21.101944,QROO,KANTUNILKIN,"KantunilkÌn, Q. Roo. SMN*",67.6
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",75.6
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",98.7
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",161.91
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",114.5
-107.383333,25.090278,SIN,AL2SI,"El Varejonal (hidro), Sin.",119.04
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",119
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",206.6
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",89
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",158.51
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",97.4
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",301.25
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",125.02
-107.35,24.316667,SIN,DRDSI,"El Dorado, Sin.",88
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",154.5
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",156.4
-108.6175,26.411389,SIN,ELFUERTE,"El Fuerte, Sin. SMN*",120.8
-108.316667,26.083333,SIN,GB2SI,"El Sabinal (hidro), Sin.",148
-108.3275,28.95,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",186
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz Ord·z, Sin.",161.02
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",154
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",172.5
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",151.51
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",122.06
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",163.8
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",141.14
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",293.5
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",265.53
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",100.02
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",58.52
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",153.51
-108.35,26.904167,SIN,LD2SI,HUITES (HIDRO),125.52
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",126.5
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",188.3
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",116.62
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",117.72
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",174
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",88.9
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",182.05
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",121
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",27.2
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",186.9
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",188.51
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",230.61
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",119.53
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.",157.01
-107.158333,24.813889,SIN,SN2SI,"Sanalona (hidro), Sin.",214.73
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",214.7
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",54.25
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",168.51
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",34
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",293.52
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",105.02
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",158.6
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",163.4
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",110.4
-99.330556,22.518889,SLP,ELNARANJO,"El Naranjo, S.L.P. SGT*",84
-99.251389,21.907778,SLP,GALLINAS,"Gallinas, S.L.P. SGT*",91.4
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",216.4
-100.940278,21.811111,SLP,GOGORRON,"GogorrÛn, S.L.P. SMN*",9.4
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",68.52
-98.815556,21.325,SLP,MATLAPAob,"Observatorio de Matlapa, S.L.P. SMN*",221.2
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",75.14
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",210.5
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",268.2
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",190.02
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",68.22
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",114.52
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",94.8
-98.889722,21.422222,SLP,REQUETEMU,"Requetemu, S.L.P. SGT*",148.8
-99.996389,21.921389,SLP,RIOVERDEob,"Observatorio de RÌo Verde, S.L.P. SMN*",51
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",134.4
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",76.5
-98.611667,21.68,SLP,SANVICENTE,"San Vicente, S.L.P. SGT*",188.4
-101.683333,22.633333,SLP,SDHSL,"Salina de Hidalgo, S.L.P.",30.61
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",28.6
-100.983611,22.175833,SLP,SLPOTOSIob,"Observatorio de San Luis Potosi, S.L.P. SMN*",22.8
-101.019167,22.148056,SLP,SLPSL,"San Luis PotosÌ, S.L.P.",30.3
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",133.7
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",189.8
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",149
-98.756111,21.227778,SLP,TEMAMATLA,"Temamatla, S.L.P. SGT*",18.4
-98.862222,21.243056,SLP,TIERRABLANCA,"Tierra Blanca, S.L.P. SGT*",67
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",155.7
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",16.8
-111.226667,28.904722,SON,ABEJAS,"Abejas, Son. REMAS*",67.9
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",115.5
-102.371667,21.78,SON,AGCSO,"Agua Caliente, Son.",125.52
-111.0925,30.419167,SON,ALAMITOS,"Los Alamitos, Son. REMAS*",107.1
-109.126944,27.470833,SON,ALGODONES,"Los Algodones, Son. REMAS*",132.8
-111.210278,30.794444,SON,ALMAS,"Las Palmas, Son. REMAS*",177.9
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",91.61
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",87.03
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",182.21
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",45.4
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",148.3
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",62.22
-108.915278,30.385278,SON,BACERAC,"Bacerac, Son. REMAS*",10.7
-111.131944,28.964167,SON,BACHATA,"La Bachata, Son. REMAS*",50
-109.968889,30.649722,SON,BACOACHI,"Bacoachi, Son. REMAS*",57.4
-111.83,28.75,SON,BAHIAKINO,"BahÌa de Kino, Son. SMN*",111.75
-110.214167,29.97,SON,BANAMICHI,"Ban·michi, Son. REMAS*",85.4
-110.143889,29.673889,SON,BAVIACORA,"Bavi·cora, Son. REMAS*",99
-108.955556,30.508889,SON,BAVISPE,"Bavispe, Son. REMAS*",43.6
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",58.3
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",58.51
-110.015833,27.322222,SON,BLOCK1101,"Block 1101, Son. REMAS*",205.9
-110.157222,27.3175,SON,BLOCK1213,"Block 1213, Son. REMAS*",24.4
-109.831389,26.998611,SON,BLOCK2918,"Block 2918, Son. REMAS*",167.4
-110.219444,27.462222,SON,BLOCK419,"Block 419, Son. REMAS*",25
-109.808611,27.386389,SON,BLOCK720,"Block 720, Son. REMAS*",109.5
-110.3425,27.403333,SON,BLOCK731,"Block 731, Son. REMAS*",35.7
-110.930278,28.003056,SON,BUENOS,"Buenos Aires Gym, Son. REMAS*",104.7
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",50.2
-111.827778,30.566111,SON,CANAN,"El Can·n, Son. REMAS*",27.6
-111.430278,28.889167,SON,CARLITOS,"San Carlitos , Son. REMAS*",45
-111.227778,30.045556,SON,CARRIZO,"El Carrizo, Son. REMAS*",61.1
-108.911944,27.321389,SON,CASA,"Casa Colorada, Son. REMAS*",103.5
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",198.51
-108.971667,26.797778,SON,CHINO,"Chino Gordo, Son. REMAS*",76.3
-111.763056,29.235833,SON,CHIPILON,"ChipilÛn, Son. REMAS*",131.3
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",218.51
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",215.31
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",62.12
-109.938056,27.5,SON,COBSO,"Ciudad ObregÛn, Son.",74.53
-109.927222,27.615833,SON,CORRAL,"EstaciÛn Corral,  Son. REMAS*",103.2
-111.556389,30.467222,SON,CORRALES,"Los Corrales, Son. REMAS*",37.5
-110.838889,30.846389,SON,CRISP,"El 15 Crisp, Son. REMAS*",165.9
-111.361111,28.56,SON,CUICHI,"Cuichi, Son. REMAS*",38.5
-109.787222,30.188611,SON,CUMPAS,"Cumpas, Son. REMAS*",55.7
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",145.22
-111.723056,29.0625,SON,DOLORES,"Dolores Jam, Son. REMAS*",130.4
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",121.9
-109.051111,26.5,SON,EJIDO21MARZO,"Ejido 21 de Marzo, Son. REMAS*",120.7
-114.965556,32.060556,SON,ENCINAS,"Encinas Johnson, Son. REMAS*",1.2
-110.8,27.95,SON,EPLSO,"Empalme, Son.",69.8
-111.473889,28.741389,SON,FATIMA,"El Milagro de F·tima, Son. REMAS*",25.3
-111.561389,29.090833,SON,GREEN,"Green Stripe, Son. REMAS*",133.2
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",178.53
-110.93,29.078333,SON,HERMOSILLOob,"Observatorio de Hermosillo, Son. SMN*",104.2
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",148.1
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",196.81
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",108.01
-109.299722,29.926667,SON,HUASABAS,"Hu·sabas, Son. REMAS*",74.6
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",178.61
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",94
-111.653611,28.694722,SON,KINO,"Kino, Son. REMAS*",43.6
-110.716111,30.336667,SON,LADRILLERA,"La Ladrillera, Son. REMAS*",122.9
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",56.05
-112.784444,30.834722,SON,LOLEYTA,"Loleyta, Son. REMAS*",16.3
-111.405,30.607222,SON,LOMA,"La Loma, Son. REMAS*",49.9
-109.985833,29.116944,SON,MATAPE,"M·tape, Son. REMAS*",43.4
-110.176944,28.935,SON,MAZATAN,"Mazat·n, Son. REMAS*",85.6
-110.137778,29.003611,SON,MZTSO,"Mazat·n, Son.",76.52
-109.6875,30.374444,SON,NCZSO,"Nacozari, Son.",70.11
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",116.2
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",160.43
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",43.91
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",148.03
-110.656944,28.302222,SON,ORTIZ,"OrtÌz, Son. REMAS*",155
-111.322222,28.678889,SON,PEANA,"PeaÒa, Son. REMAS*",59.8
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",101.1
-114.866944,32.332222,SON,PIVOTE,"Rancho El Pivote, Son. REMAS*",1.8
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",159.1
-109.683333,30.366667,SON,PNACOZARIob,"Observatorio de Pilares de Nacozari, Son. SMN*",55.8
-110.409167,27.631111,SON,POTAMR,"PÛtam, Son. REMAS*",49.3
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",97.61
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",72.01
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",121.52
-110.958056,29.905833,SON,QUEROBABI,"Querobabi, Son. REMAS*",84
-114.963333,32.310278,SON,QUIROZ,"Rancho Quiroz, Son. REMAS*",1.3
-112.905833,30.848056,SON,RIVERA,"La Rivera, Son. REMAS*",6.4
-109.396944,27.846389,SON,ROSARIO,"Rosario Tesopaco, Son. REMAS*",68.9
-109.218056,29.050278,SON,SAHUARIPA,"Sahuaripa, Son. REMAS*",76.7
-110.599167,31.194722,SON,SANTACRUZS,"Santa Cruz, Son. REMAS*",79.3
-111.560556,28.843889,SON,SANTAELENAS,"Santa Elena, Son. REMAS*",42.6
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",83.73
-110.933611,29.552222,SON,SELVA,"Selva, Son. REMAS*",172.1
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",72.52
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",2
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",158.73
-109.967778,27.613333,SON,TAJIMAROA,"Tajimaroa, Son. SGT*",25.85
-110.213889,27.590556,SON,TORIM,"TÛrim, Son. SGT*",53.36
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",60.72
-110.930278,29.388333,SON,TRACALITA,"Tracalita, Son. REMAS*",154.8
-110.513056,28.372778,SON,TREINTA,"Las Treinta, Son. REMAS*",88.4
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",195.92
-111.133056,29.014722,SON,UNISON,"Universidad de Sonora, Son. SMN*",37.6
-110.311111,29.442222,SON,URES,"Ures, Son. REMAS*",89.8
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",47.64
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",175.95
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",237.7
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",211.1
-91.229167,17.289722,TAB,CUSUMACINTA,"CaÒÛn Usumacinta, Tab. SMN*",235.6
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",237.1
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",253.1
-92.911389,17.9675,TAB,GAVIOTAS,"Gaviotas Villahermosa, Tab. SGT*",187.6
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",262.4
-94.926667,17.878889,TAB,LUISGPEREZ,"Luis Gil PÈrez, Tab. ProtecciÛn Civil*",12.2
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",260.1
-92.753333,17.391667,TAB,OXOTB,"Oxolot·n, Tab.",319.4
-93.386111,17.769444,TAB,PAREDON,"ParedÛn HC, Tab. SGT*",268.4
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",215
-92.868611,17.865278,TAB,PUEBLONUEVO,"Pueblo Nuevo, Tab. SGT*",184.4
-92.930556,17.546389,TAB,PUYACATENGO,"Puyacatengo, Tab. SGT*",432.4
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",453
-93.291667,17.979167,TAB,SAMTB,"Samaria, Tab.",286
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",179.8
-92.816667,17.466667,TAB,TAPTB,"Tapijulapa, Tab.",374.8
-92.950833,17.559722,TAB,TEAPA,"Teapa, Tab. SGT*",405
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",400.8
-92.333889,17.840556,TAB,TEPETITAN,"Tepetit·n, Tab. SGT*",151.5
-93.8325,17.965556,TAB,ZAMAPA2ASECC,"Zamapa 2a. SecciÛn, Tab. ProtecciÛn Civil*",123.6
-98.370556,24.046667,TAMPS,ABASOLO,"Abasolo, Tamps. SGT*",169.3
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",166
-99.145,22.988611,TAMPS,AHLTP,"Ahualulco, Tamps.",233.5
-99.148889,22.987778,TAMPS,AHUALULCOTP,"Ahualulco, Tamps. SGT*",235.5
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",159.2
-99.123333,24.079444,TAMPS,BARRETALII,"Barretal 2, Tamps. SGT*",66.2
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal 1, Tamps.",87.9
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",66.2
-97.876111,22.238333,TAMPS,BTCHAIREL,"Boca Toma Chairel, Tamps. SGT*",114.3
-97.772222,23.051944,TAMPS,BTORDO,"Barra del Tordo, Tamps. SMN*",135.65
-98.5975,26.238056,TAMPS,CDOTP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",63.61
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",111.41
-99.25,26.416667,TAMPS,CMRTP,"Mier, Tamps.",106.71
-97.818333,25.638889,TAMPS,CONTP,"Control, Tamps.",187.54
-98.936389,23.937778,TAMPS,CORONA,"Corona, Tamps. SGT*",85
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",85
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",109.9
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria (Gerencia), Tamps.",108.82
-99.083333,23.383333,TAMPS,ENNTP,"La Encantada, Tamps.",174.4
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",102.3
-98.1575,24.842778,TAMPS,FD2TP,"San Fernando, Tamps. SMN*",187.19
-98.158333,24.843889,TAMPS,FDOTP,"San Fernando, Tamps.",210.9
-99.170556,26.560278,TAMPS,FLCTP,"Internacional FalcÛn, Tamps.",77
