Estado,Localidad,Lon,Lat,Clave,Tmax,Tmin,Tmed
MEX,Santa María del Llano Méx.,-99.8,19.63,SMLMX,24.61290323,-2.290322581,11.16129032
MEX,TOLUCA,-99.71,19.29,76675,22.11935484,0.164516129,11.14193548
MEX,Tajo de Tequixquiac Mex.,-99.12,19.9,TTQMX,22.19354839,1.967741935,12.08064516
MEX,Taxhimay Méx.,-99.39,19.83,TXMHD,24.61290323,2.419354839,13.51612903
MEX,Totolica hidrométricas Méx.,-99.28,19.45,TTLMX,23.70967742,7.483870968,15.59677419
MEX,Trojes Méx.,-100.28,19.1,TROMX,22.11290323,2.5,12.30645161
MEX,km 27+250 Méx.,-99.05,19.63,K27MX,22.0,8.032258065,15.01612903
MICH,Apatzingán Mich.,-102.37,19.08,APTMC,33.53225806,15.09677419,24.31451613
MICH,Apatzingán Mich. SMN*,-102.37,19.08,APAMC,34.7483871,17.71935484,26.23387097
MICH,Aristeo Mercado Mich.,-101.66,19.93,AMEMC,24.47741935,6.467741935,15.47258065
MICH,Barraje de Ibarra Mich.,-102.42,20.18,BIBMC,25.22580645,5.5,15.36290323
MICH,Casa Blanca Mich.,-101.46,20.32,CBLMC,24.30645161,5.112903226,14.70967742
MICH,Ciudad Hidalgo Mich.,-100.55,19.7,CHIMC,22.96774194,5.112903226,14.04032258
MICH,Coíntzio Mich.,-101.26,19.63,COIMC,24.06129032,5.4193548389999995,14.74032258
MICH,El Gigante Mich.,-100.45,19.97,EGIMC,26.69354839,4.677419355,15.68548387
MICH,Guaracha Mich.,-102.54,19.98,GUAMC,29.38709677,6.516129032,17.951612899999997
MICH,La Palma Mich.,-102.75,20.15,LPAMC,23.67741935,9.816129032000001,16.74677419
MICH,Los Olivos Mich.,-102.87,19.21,LOLMC,38.09677419,14.5,26.298387100000003
MICH,MORELIA,-101.18,19.7,76665,24.92903226,7.129032258,16.02903226
MICH,Malpaís Mich.,-100.87,19.83,MLPMC,25.548387100000003,4.064516128999999,14.80645161
MICH,Maravatío Mich.,-100.44,19.89,MRVMC,26.08064516,3.516129032,14.7983871
MICH,Morelia Centro Mich.,-101.1,19.7,MCEMC,24.03225806,8.309677419,16.17096774
MICH,Morelia Mich.,-101.18,19.69,MORMC,24.40322581,7.64516129,16.02419355
MICH,Pastor Ortiz Mich.,-101.6,20.3,PORMC,22.58064516,4.838709677,13.70967742
MICH,Planta de Bombeo Mich.,-101.05,19.49,PDBMC,24.53225806,5.032258065,14.78225806
MICH,Sahuayo Mich.,-102.72,20.07,SAHMC,26.0,5.435483871000001,15.71774194
MICH,San Juanico Mich.,-102.65,19.84,SJUMC,25.25806452,7.370967742,16.31451613
MICH,San Simón Mich.,-102.4,20.1,SSIMC,26.96774194,12.29032258,19.62903226
MICH,Urepetiro Mich.,-102.14,19.96,UREMC,22.90322581,3.14516129,13.02419355
MICH,Villa Jiménez Mich.,-101.45,19.55,VJIMC,23.59677419,2.967741935,13.28225806
MICH,ZAMORA,-102.32,19.98,76662,28.33870968,7.448387097,17.89354839
MICH,Zicuirán Mich.,-101.93,18.92,ZICMC,39.87096774,17.12903226,28.5
MOR,CUERNAVACA,-99.23,18.89,76726,24.67037037,11.40740741,18.03888889
MOR,Higuerón Mor.,-99.18,18.57,HIGMR,28.83870968,12.48387097,20.66129032
MOR,Jojutla Mor.,-99.2,18.6,JOJMR,34.17741935,10.69354839,22.43548387
MOR,Ocuituco Mor.,-98.76,18.88,OCTMR,26.15483871,8.677419355,17.41612903
MOR,Tres Marías Mor. SMN*,-99.25,19.05,TRESMARIAS,17.33870968,2.451612903,9.89516129
NAY,Acaponeta Nay. SMN*,-105.39,22.47,ACAPONETA,30.68387097,15.93225806,23.30806452
NAY,Gaviotas Nay.,-105.14,20.89,GAVNR,31.88709677,16.61290323,24.25
NAY,TEPIC,-104.89,21.49,76556,28.01290323,13.72580645,20.86935484
NAY,Tepic Nay.,-104.89,21.49,TEPNR,28.01290323,13.98709677,21.0
NL,Allende Dos N. L.,-100.01,25.27,AL2NL,20.18518519,6.444444444,13.31481481
NL,Aramberri N.L.,-99.82,24.1,ARRNL,23.53333333,6.1333333329999995,14.83333333
NL,Carmen de los Elizondo Linares N.L.,-99.44,24.98,CARNL,22.96428571,7.142857143,15.05357143
NL,Cerralvo N.L.,-99.61,26.09,CRVNL,19.27586207,7.0,13.13793103
NL,Ciénega de Flores N.L.,-100.17,25.95,CDFNL,20.77586207,7.103448276,13.93965517
NL,Crucitas N.L.,-99.7,24.78,CRUNL,21.33928571,7.517857143,14.42857143
NL,Cuchillo-Solidaridad N.L.,-99.28,25.71,CCHNL,19.5,9.304347826,14.40217391
NL,Doctor Arroyo N.L.,-100.17,23.68,DARNL,22.87096774,6.64516129,14.75806452
NL,El Canadá N.L.,-100.27,25.8,CANNL,22.03846154,8.923076923,15.48076923
NL,El Cerrito N.L.,-100.2,25.52,ECSNL,21.78571429,5.178571429,13.48214286
NL,Galeana N.L.,-100.08,24.83,GALNL,18.19354839,5.225806452,11.70967742
NL,José López Portillo N.L.,-99.4,24.94,CPRNL,21.03846154,8.788461538,14.91346154
NL,La Boca N.L.,-100.13,25.43,LBCNL,21.12962963,7.314814815,14.22222222
NL,Mier y Noriega N.L.,-100.12,23.42,MYNNL,24.29032258,7.129032258,15.70967742
NL,Monterrey N.L.,-100.27,25.68,MTRNL,21.875,8.803571429,15.33928571
NL,Observatorio de Nuevo León N.L.,-100.3,25.73,OBSNL,22.63461538,9.296153846000001,15.96538462
NL,San Rafael N.L.,-100.55,25.03,SRANL,21.58064516,-1.35483871,10.11290323
NL,Zaragoza N.L.,-99.78,23.98,ZRGNL,22.51612903,6.4193548389999995,14.46774194
OAX,Atepec Oax.,-96.53,17.43,ATEOX,24.64516129,7.387096774,16.01612903
OAX,Boquilla 1 Oax.,-95.93,16.65,BOQOX,34.32258065,11.19354839,22.75806452
OAX,Chicapa Oax.,-94.82,16.58,CHIOX,29.82758621,21.77586207,25.80172414
OAX,Ixtepeji Oax.,-96.55,17.27,SCIOX,24.38709677,6.935483871000001,15.66129032
OAX,Jacatepec Oax.,-96.2,17.87,JACOX,26.93333333,17.05,21.99166667
OAX,María Lombardo Oax.,-95.48,17.45,MAROX,25.75,16.84615385,21.29807692
OAX,Miguel de la Madrid Hurtado Oax.,-96.26,18.0,CDOOX,27.36206897,16.72413793,22.04310345
OAX,Oaxaca Centro Oax.,-96.73,17.07,OACOX,28.29032258,11.61290323,19.951612899999997
OAX,Observatorio de Aeropuerto Oaxaca Oax.,-96.7,17.0,OAOOX,28.351612899999996,9.464516129,18.90806452
OAX,Observatorio de Huajuapan de León Oax.,-97.78,17.81,HLOOX,28.53225806,6.687096774,17.60967742
OAX,Papaloapan Oax.,-96.08,18.17,PAPOX,27.38461538,19.96153846,23.67307692
OAX,Presidente Alemán Oax.,-96.41,18.23,TEMOX,27.85185185,18.37037037,23.11111111
OAX,Puerto Ángel Oax.,-96.48,15.67,PTAOX,32.99354839,21.92580645,27.45967742
OAX,Río Hondo Oax.,-95.48,16.59,RHOOX,33.16129032,18.90322581,26.03225806
OAX,Río Manso Lalana Oax.,-95.92,17.73,RMLOX,28.03703704,17.62962963,22.83333333
OAX,San Antonio Cuajimoloyas Oax.,-96.45,17.12,SMAOX,15.25806452,2.677419355,8.967741935
OAX,San Felipe Usila Oax.,-96.53,17.88,SFUOX,25.0,15.37931034,20.18965517
OAX,Valle Nacional Oax.,-96.3,17.78,VANOX,27.38461538,17.11538462,22.25
OAX,Zacatepec Oax.,-95.93,17.15,ZACOX,20.35416667,13.04166667,16.69791667
PUE,Acajete Pue.,-97.93,19.06,ACJPB,23.90322581,3.806451613,13.85483871
PUE,Acatlán de Osorio Pue.,-98.06,18.28,ADOPB,30.58064516,10.58064516,20.58064516
PUE,Ahuazontepec Pue.,-98.15,20.03,AHUPB,18.14516129,1.403225806,9.774193548
PUE,Alchichilca Pue.,-97.42,19.45,ACHPB,19.76774194,0.435483871,10.1016129
PUE,Apapantilla Pue.,-97.84,20.41,APAPB,27.12903226,15.74193548,21.43548387
PUE,Capulac Pue.,-98.06,19.09,CPLPB,21.61290323,5.741935484,13.67741935
PUE,Chietla Pue.,-98.58,18.52,CHIPB,30.451612899999997,11.74193548,21.09677419
PUE,Chignahuapan Pue.,-98.05,19.74,CNGPB,17.59677419,1.838709677,9.717741935
PUE,Chila de la Sal Pue.,-98.57,18.11,CHSPB,33.22580645,6.161290322999999,19.69354839
PUE,Cholula Pue.,-98.32,19.07,CHLPB,25.29032258,5.35483871,15.32258065
PUE,Ciudad Serdán Pue.,-97.44,18.99,CDSPB,21.83870968,2.903225806,12.37096774
PUE,Coatzingo Pue.,-98.16,18.61,COAPB,30.61290323,9.35483871,19.98387097
PUE,Conagua Pue.,-98.2,19.02,CNAPB,25.09677419,6.661290322999999,15.87903226
PUE,Cuetzalan Pue.,-97.52,20.03,CTZPB,21.0,10.64516129,15.82258065
PUE,Echeverría Pue.,-98.28,18.97,ECHPB,25.41935484,5.35483871,15.38709677
PUE,Huaquechula Pue.,-98.54,18.77,HQCPB,27.70967742,9.774193548,18.74193548
PUE,Huauchinango Pue.,-98.05,20.18,HUAPB,20.0,8.517241379,14.25862069
PUE,Huejotzingo Pue.,-98.46,19.1,HJTPB,22.0,4.193548387,13.09677419
PUE,Izúcar de Matamoros Pue.,-98.47,18.61,IZMPB,24.548387100000003,17.77419355,21.16129032
PUE,Libres Pue.,-97.69,19.46,LIBPB,23.29032258,3.935483871,13.61290323
PUE,Manuel Ávila Camacho Pue.,-98.11,18.91,BDDPB,22.0,3.322580645,12.66129032
PUE,Mayorazgo 21 Poniente Pue.,-98.23,19.01,MAYPB,24.25806452,5.435483871000001,14.84677419
PUE,Necaxa Pue. SGT*,-98.0,20.22,NECAXASGT,17.62625,9.900833333,13.76354167
PUE,Observatorio de Puebla Pue.,-98.17,19.05,PUOPB,23.57419355,5.993548387000001,14.78387097
PUE,Oyameles Pue.,-97.53,19.7,OYAPB,15.38709677,2.322580645,8.85483871
PUE,PUEBLA,-98.17,19.05,76685,23.58064516,5.858064516000001,14.71935484
PUE,Paso Carretas Pue.,-97.25,18.92,PCRPB,19.548387100000003,3.258064516,11.40322581
PUE,Piaxtla Pue.,-98.26,18.2,PIXPB,32.77419355,9.935483871,21.35483871
PUE,Quimixtlán Pue.,-97.62,19.25,QUIPB,19.5,6.85,13.175
PUE,Rancho Nuevo Pue.,-97.4,20.12,RNAPB,23.86206897,16.0,19.93103448
PUE,San Cristóbal Caleras Pue.,-98.22,19.11,SCRPB,21.83870968,3.129032258,12.48387097
PUE,Tecamachalco Pue.,-97.75,18.88,TECPB,23.22580645,4.64516129,13.93548387
PUE,Tehuacán Pue.,-97.4,18.48,TEHPB,23.83870968,6.322580645,15.08064516
PUE,Teotlalco Pue.,-98.78,18.45,TELPB,34.16129032,8.129032257999999,21.14516129
PUE,Tepango de Rodríguez Pue.,-97.79,20.0,TDRPB,22.58064516,5.483870968,14.03225806
PUE,Tepeyahualco Pue.,-97.49,19.49,TPYPB,23.09677419,2.032258065,12.56451613
PUE,Tetela de Ocampo Pue.,-97.81,19.83,TEOPB,19.43333333,5.533333333,12.48333333
PUE,Teziutlán Pue.,-97.36,19.82,TEZPB,21.57692308,6.538461538,14.05769231
PUE,Tlacotepec de Díaz Pue.,-96.85,18.4,TLPPB,25.44827586,15.34482759,20.39655172
PUE,Universidad de la Sierra Pue.,-98.05,20.18,UDSPB,18.98275862,7.689655172,13.336206900000002
PUE,Venustiano Carranza Pue.,-97.68,20.51,VENPB,25.12903226,6.322580645,15.72580645
PUE,Zacapoaxtla Pue.,-97.58,19.86,ZCPPB,17.0,6.7241379310000005,11.86206897
PUE,Zaragoza Pue.,-97.83,20.18,ZRGPB,19.80645161,5.032258065,12.41935484
PUE,Zoquitlán Pue.,-97.01,18.33,ZOQPB,21.51612903,6.838709677000001,14.17741935
QROO,CHETUMAL,-88.3,18.48,76750,29.92258065,18.38064516,24.1516129
QROO,Cancún Q. Roo.,-86.82,21.16,CANQR,30.21785714,21.125,25.67142857
QROO,Chetumal Q. Roo.,-88.33,18.5,CHOQR,30.01290323,18.29354839,24.15322581
QROO,Cozumel Q. Roo.,-86.95,20.51,COZQR,31.34482759,20.31034483,25.82758621
QROO,Dzilbachén Camp. SMN*,-89.72,19.46,DZILBACHEN,29.05666667,16.19333333,22.625
QROO,Felipe Carrillo Puerto Q. Roo.,-88.04,19.58,FCRQR,29.32,16.40333333,22.86166667
QROO,Kantunilkín Q. Roo. SMN*,-87.49,21.1,KANTUNILKIN,27.96,17.93,22.945
QROO,Playa del Carmen Q. Roo.,-87.08,20.63,PDCQR,29.36,18.16666667,23.76333333
SIN,Andrew Weiss Sin.,-107.47,25.03,AWSSI,29.64516129,9.661290323,19.65322581
SIN,Bacurato hidrométrica de Gustavo Diaz Ordáz Sin.,-107.91,25.86,GD2SI,29.35483871,11.32258065,20.33870968
SIN,CHOIX,-108.32,26.7,76311,29.748387100000006,8.890322581,19.31935484
SIN,Culiacán Sin.,-107.4,24.82,CLCSI,27.93548387,12.11290323,20.02419355
SIN,El Sabinal hidrométrica Sin.,-108.32,26.08,GB2SI,27.38709677,12.35483871,19.87096774
SIN,Estación Rancho Viejo Sin.,-107.76,25.12,RAVSI,30.12903226,10.4516129,20.29032258
SIN,Guamúchil Sin.,-108.09,25.47,GMCSI,29.32258065,12.16129032,20.74193548
SIN,Guasave Sin.,-108.47,25.72,GSVSI,27.72580645,11.67741935,19.701612899999997
SIN,Ing. Aurelio Benassini Vizcaino Sin.,-106.7,24.12,SLTSI,30.19354839,13.35483871,21.77419355
SIN,Jaina Sin.,-108.01,25.9,JNASI,28.90322581,9.35483871,19.12903226
SIN,Josefa Ortiz de Domínguez Sin.,-108.7,26.43,JORSI,28.14516129,11.79032258,19.96774194
SIN,José López Portillo Sin.,-106.81,24.57,JLPSI,29.16129032,12.91935484,21.04032258
SIN,La Cruz Sin.,-106.9,23.92,LCRSI,30.38709677,11.93548387,21.16129032
SIN,Las Tortugas Sin.,-105.85,23.09,TORSI,32.83870968,12.32258065,22.58064516
SIN,Los Mochis Sin.,-109.0,25.8,MCHSI,26.16129032,12.72580645,19.44354839
SIN,MAZATLAN,-106.41,23.22,76458,27.70967742,16.46451613,22.08709677
SIN,Mazatlán Sin.,-106.4,23.23,MZTSI,27.68709677,16.49032258,22.08870968
SIN,Miguel Hidalgo Sin.,-108.58,26.51,PMHSI,28.19354839,8.629032257999999,18.41129032
SIN,Observatorio de Culiacán Sin.,-107.44,24.63,OBSSI,29.48709677,12.41290323,20.95
SIN,San Juan Sin.,-107.84,25.49,SJNSI,30.17741935,10.43548387,20.30645161
SIN,San Lorenzo Sin.,-107.1,24.45,SLRSI,31.14516129,13.72580645,22.43548387
SIN,Sanalona hidrométrica Sin.,-107.16,24.81,SN2SI,31.451612899999997,7.451612902999999,19.451612899999997
SIN,Siqueros Sin.,-106.25,23.35,SQRSI,31.82258065,12.25806452,22.04032258
SLP,Ballesmi S.L.P.,-98.96,21.75,BLMSL,25.6,14.63571429,20.11785714
SLP,El Pujal S.L.P.,-98.94,21.85,PUJSL,26.17037037,14.42592593,20.29814815
SLP,Gallinas S.L.P.,-99.24,21.91,GANSL,25.68518519,13.19259259,19.43888889
SLP,MATLAPA,-98.81,21.28,76585,21.88095238,14.90952381,18.395238100000004
SLP,Micos S.L.P.,-99.16,22.12,MICSL,23.67777778,14.25185185,18.96481481
SLP,Naranjos S.L.P.,-99.32,22.52,NRJSL,24.93103448,13.22758621,19.07931034
SLP,Requetemu S.L.P.,-98.89,21.42,RQTSL,24.93214286,14.91785714,19.925
SLP,San Vicente S.L.P.,-98.62,21.69,SVTSL,24.81428571,14.96428571,19.88928571
SLP,Tamuín S.L.P.,-98.77,22.0,TMISL,26.63333333,15.21851852,20.92592593
SLP,Tanchachín S.L.P. SGT*,-99.15,21.82,TANCHACHIN,25.41071429,14.8,20.10535714
SLP,Temamatla S.L.P.,-98.76,21.24,TMTSL,24.45,15.39285714,19.92142857
SLP,Tierra Blanca S.L.P.,-98.86,21.25,TBLSL,24.37241379,15.26206897,19.81724138
SON,ALTAR,-111.83,30.71,76113,20.86896552,6.055172413999999,13.46206897
SON,Adolfo Ruíz Cortínes Son.,-109.11,27.23,ARCSO,25.5,10.9516129,18.22580645
SON,Altar Son.,-111.73,30.72,ALTSO,22.29032258,6.019354839,14.15483871
SON,Arizpe Son.,-110.17,30.34,ARZSO,18.38709677,0.323225806,9.35516129
SON,Bacanuchi Son.,-110.24,30.6,BCNSO,19.83870968,-0.35483871,9.741935483999999
SON,Bacerac Son.,-108.93,30.36,BCRSO,18.74193548,-0.580645161,9.080645161
SON,Bahía de Kino Son. SMN*,-111.83,28.75,BAHIAKINO,21.59677419,8.738709677000001,15.16774194
SON,CD. OBREGON,-109.92,27.48,76258,22.10714286,7.353571429,14.73035714
SON,Cananea Son.,-110.29,30.98,CNNSO,19.21666667,3.333333333,11.275
SON,Ciudad Obregón Son.,-109.94,27.5,COBSO,27.0,8.951612903,17.97580645
SON,EMPALME,-110.8,27.95,76256,24.94516129,10.39677419,17.67096774
SON,El Cajón Son.,-110.74,29.47,CJNSO,24.74333333,3.916666667,14.33
SON,El Oregano Son.,-110.71,29.23,ORGSO,26.548387100000003,7.64516129,17.09677419
SON,Empalme Son.,-110.8,27.95,EPLSO,24.93225806,10.36774194,17.65
SON,Guaymas Son.,-110.85,27.95,GYMSO,22.72580645,11.7516129,17.23870968
SON,Hermosillo Son.,-110.93,29.07,HMNSO,25.19354839,10.27419355,17.73387097
SON,Ing. Rodolfo Félix Valdés Son.,-110.73,29.21,PMOSO,25.3,7.05,16.175
SON,Lázaro Cárdenas Son.,-109.38,30.44,LCDSO,19.55,8.15,13.85
SON,Nogales Son.,-110.95,31.32,NGLSO,18.41034483,4.451724138,11.43103448
SON,Observatorio de Hermosillo Son.,-110.92,29.07,HM2SO,25.39677419,9.287096774,17.34193548
SON,Presa Plutarco Elías Calles Son. SGT*,-109.37,28.98,PELIASCALLES,22.8,11.36,17.08
SON,Santa Rosa 2 Son.,-111.45,30.39,SRSSO,19.16129032,4.032258065,11.59677419
SON,Sonoyta Son.,-112.85,31.87,NYNSO,19.451612899999997,3.548387097,11.5
SON,Tajimaroa Son. SGT*,-109.97,27.61,TAJIMAROA,27.20322581,6.251612903,16.72741935
SON,Tesocoma Son.,-109.21,27.66,TSOSO,27.048387100000003,5.709677419,16.37903226
SON,Tórim Son. SGT*,-110.21,27.59,TORIM,25.57096774,6.541935484,16.05645161
SON,Yécora Son.,-108.93,28.37,YCRSO,21.24193548,-3.431612903,8.90516129
SON,Yécora Son. SMN*,-108.92,28.37,YC2SO,18.87741935,-2.690322581,8.093548387
SON,Álvaro Obregón Son.,-109.89,27.82,AOBSO,26.48333333,12.53333333,19.50833333
TAB,Boca del Cerro Tab.,-91.48,17.43,BDCTB,28.75,19.0,23.875
TAB,Cárdenas Tab.,-93.38,18.0,CARTB,27.14285714,19.05357143,23.09821429
TAB,El Porvenir Tab.,-92.81,18.04,EPOTB,27.94642857,18.46428571,23.20535714
TAB,González Tab.,-93.0,17.98,GONTB,28.03703704,18.59259259,23.31481481
TAB,Macuspana Tab.,-92.6,17.77,MACTB,27.75,18.89583333,23.32291667
TAB,Oxolotán Tab.,-92.75,17.39,OXOTB,27.875,19.0625,23.46875
TAB,Oxolotán Tab. SGT*,-92.74,17.39,OXOLOTAN,26.00545455,18.25,22.12772727
TAB,Pueblo Nuevo Tab.,-92.88,17.85,PNVTB,27.64814815,17.98148148,22.81481481
TAB,Puyacatengo Tab.,-92.94,17.57,PUYTB,28.17857143,18.51785714,23.34821429
TAB,Samaria Tab.,-93.28,18.0,SAMTB,27.14,17.82,22.48
TAB,San Joaquín Tab.,-92.92,17.5,SJOTB,28.07407407,18.44444444,23.25925926
TAB,San Pedro Tab.,-91.16,17.79,SPTTB,29.40322581,17.58064516,23.49193548
TAB,Tapijulapa Tab.,-92.82,17.47,TAPTB,28.01666667,18.68333333,23.35
TAB,Teapa Tab.,-92.97,17.57,TEATB,29.91666667,18.95,24.43333333
TAB,Villahermosa Muelle Tab.,-92.92,17.98,EMUTB,28.29583333,20.47083333,24.38333333
TAMPS,Ahualulco Tamps.,-99.15,22.99,AHLTP,25.79655172,13.22068966,19.50862069
TAMPS,Ahualulco Tamps. SGT*,-99.15,22.99,AHUALULCOTP,25.80689655,13.60689655,19.70689655
TAMPS,Barra del Tordo Tamps. SMN*,-97.77,23.05,BTORDO,22.24090909,14.64090909,18.44090909
TAMPS,Barretal Dos Tamps. SGT*,-99.12,24.08,BARRETALII,22.84285714,9.460714286,16.15178571
TAMPS,Barretal Uno Tamps. SGT*,-99.22,24.1,BARRETALI,23.38214286,9.960714286,16.67142857
TAMPS,Bombas Altamira Tamps.,-97.93,22.39,BALTP,25.45,15.24642857,20.34821429
TAMPS,CD. VICTORIA,-99.17,23.75,76491,22.971999999999998,10.255999999999998,16.614
TAMPS,Ciudad Victoria Tamps.,-99.19,23.73,CVTTP,23.66666667,10.37037037,17.01851852
TAMPS,Cándido Aguilar Tamps. SGT*,-98.69,25.12,CANDIDOAG,23.00357143,9.096428571,16.05
TAMPS,El Barretal Tamps.,-99.22,24.1,BRRTP,22.7862069,9.306896552000001,16.04655172
TAMPS,El Barretal Uno Tamps.,-99.12,24.08,BR1TP,23.27586207,9.965517241,16.62068966
TAMPS,El Tomaseño Tamps. SGT*,-99.43,24.25,TOMASENO,21.71785714,9.060714286,15.38928571
TAMPS,Estudiante Ramiro Caballero Dorantes Tamps.,-98.69,22.6,ERCTP,25.6862069,14.23103448,19.95862069
TAMPS,La Encantada Tamps.,-99.08,23.38,ENNTP,22.18,10.52666667,16.35333333
TAMPS,La Servilleta Tamps.,-99.12,22.83,LSRTP,26.586206899999997,13.59310345,20.08965517
TAMPS,Lic. Emilio Portes Gil Tamps.,-98.79,22.94,SLZTP,25.2,14.04827586,19.62413793
TAMPS,Madero Tamps.,-97.84,22.28,MDRTP,23.99090909,16.12272727,20.05681818
TAMPS,Magiscatzín Dos Tamps.,-98.71,22.8,MGSTP,26.05862069,13.02413793,19.54137931
TAMPS,Marte R. Gómez Tamps.,-98.93,26.2,MRGTP,20.03846154,8.576923077,14.30769231
TAMPS,Matamoros Tamps.,-97.52,25.83,MATTP,21.86956522,10.82608696,16.34782609
TAMPS,Miguel Hidalgo Tamps.,-99.43,24.25,MHGTP,21.72857143,8.825,15.27678571
TAMPS,Observatorio de Ciudad Victoria Tamps.,-99.17,23.72,CVCTP,23.20740741,9.259259259,16.23333333
TAMPS,Padilla Tamps.,-98.9,24.05,PADTP,23.32068966,10.02758621,16.67413793
TAMPS,Paso de Molina Tamps.,-98.75,23.73,PDMTP,24.35357143,10.48571429,17.41964286
TAMPS,Pedro José Méndez Tamps.,-99.56,24.25,PJMTP,21.32692308,10.05769231,15.69230769
TAMPS,Pilón Tamps.,-98.9,24.14,PILTP,23.72333333,9.766666667,16.745
TAMPS,Puerto de Valles Tamps.,-99.58,24.18,PVLTP,19.56296296,6.725925926,13.14444444
TAMPS,República Española Tamps.,-97.99,23.26,RSPTP,23.93846154,12.85,18.39423077
TAMPS,Río Frío Tamps.,-99.0,22.85,RFRTP,27.27931034,13.50344828,20.39137931
TAMPS,S-J-2-18 Ciudad Díaz Ordaz Tamps.,-98.6,26.24,CDOTP,20.72,9.16,14.94
TAMPS,S-J-3-42 Reynosa Tamps.,-98.29,26.08,RYATP,20.30769231,8.5,14.40384615
TAMPS,Sabinas Tamps.,-99.09,23.02,SBNTP,26.24482759,12.60689655,19.42586207
TAMPS,San Gabriel Tamps.,-98.79,23.08,SGBTP,25.11034483,12.24137931,18.67586207
TAMPS,Soto la Marina Tamps.,-98.21,23.77,SLMTP,25.39655172,10.63793103,18.01724138
TAMPS,TAMPICO,-97.85,22.22,76548,25.928,16.055999999999997,20.991999999999997
TAMPS,Tamesí Tamps.,-98.42,22.42,TMSTP,26.15714286,14.30714286,20.23214286
TAMPS,Tampico Tamps.,-97.88,22.24,TMPTP,23.892,16.092,19.992
TAMPS,Valle Hermoso Tamps.,-97.8,25.7,VHMTP,21.0,10.44444444,15.72222222
TAMPS,Vicente Guerrero Tamps.,-98.67,23.96,VGRTP,24.2,11.01785714,17.60892857
TAMPS,Victoria-San Marcos Tamps.,-99.55,24.57,VSMTP,22.50740741,10.7037037,16.60555556
TLAX,Cuapiaxtla Tlax.,-97.77,19.3,CUATL,22.0,1.967741935,11.98387097
TLAX,TLAXCALA,-98.24,19.31,76683,23.13870968,4.1,13.61935484
TLAX,Zitlaltepec Tlax.,-97.91,19.2,ZITTL,21.06666667,2.8,11.93333333
VER,Acatlán Ver.,-96.84,19.7,ACAVC,16.55172414,6.448275862000001,11.5
VER,Actopan Ver.,-96.59,19.5,ACTVC,27.32142857,19.25,23.28571429
VER,Altotonga Ver.,-97.23,19.76,ALTVC,16.20689655,4.896551724,10.55172414
VER,Banderillas Ver.,-96.94,19.59,BANVC,18.32258065,7.612903226,12.96774194
VER,Briones Ver.,-96.93,19.48,BRIVC,18.09333333,7.516666667000001,12.805
VER,COATZACOALCOS,-94.51,18.19,76741,27.03666667,19.48333333,23.26
VER,Cardel Ver.,-96.37,19.36,CRDVC,28.11290323,17.58064516,22.84677419
VER,Carrizal Ver.,-96.65,19.32,CRRVC,26.96774194,16.98387097,21.97580645
VER,Coatotolapan Ver.,-95.3,18.14,CTTVC,26.41666667,16.46666667,21.44166667
VER,El Higo Ver.,-98.44,21.78,HGOVC,25.71071429,14.63571429,20.17321429
VER,El Naranjillo Ver.,-96.36,19.41,ENRVC,26.25,17.15,21.7
VER,El Olivo Ver.,-98.51,21.84,OLVVC,25.16428571,14.63928571,19.90178571
VER,El Tejar Ver.,-96.16,19.07,ETEVC,30.22580645,16.41935484,23.32258065
VER,Huatusco Ver.,-96.95,19.18,HTSVC,19.18965517,6.379310345,12.78448276
VER,JALAPA,-96.9,19.51,76687,20.85,10.025,15.4375
VER,Jaltipán Ver.,-94.67,17.95,JALVC,27.33333333,19.22222222,23.27777778
VER,Jesús Carranza Ver.,-95.03,17.43,JCRVC,26.64814815,17.36296296,22.00555556
VER,La Joya Ver.,-97.02,19.6,JOYVC,15.71428571,3.142857143,9.428571429
VER,Las Perlas Ver.,-94.92,17.42,LPEVC,27.03571429,16.53571429,21.78571429
VER,Las Vigas de Ramírez Ver.,-97.1,19.65,LVRVC,18.21666667,2.583333333,10.4
VER,Lauchapan Ver.,-95.35,18.25,LAUVC,25.80357143,15.69642857,20.75
VER,Libertad Ver.,-96.98,20.05,LIBVC,26.14583333,17.0625,21.60416667
VER,Loma Grande Ver.,-97.23,18.92,LGRVC,20.19354839,2.451612903,11.32258065
VER,Los Hules Ver.,-98.27,21.16,HLSVC,25.12857143,14.08571429,19.60714286
VER,Manlio Fabio Altamirano Ver.,-96.33,19.15,MFAVC,27.03793103,17.20689655,22.12241379
VER,Minzapan Ver.,-94.77,18.14,MNZVC,25.05555556,17.42592593,21.24074074
VER,Naolinco Ver.,-96.87,19.65,NAOVC,18.61111111,8.777777777999999,13.69444444
VER,Naranjal Lerdo de Tejada Ver.,-95.52,18.63,NLTVC,26.69230769,17.84615385,22.26923077
VER,ORIZABA,-97.1,18.85,76737,21.76666667,11.32592593,16.5462963
VER,Observatorio de Xalapa Ver.,-96.92,19.53,XOBVC,21.04642857,10.39285714,15.71964286
VER,Orizaba Ver.,-97.1,18.85,ORZVC,21.73333333,11.38888889,16.56111111
VER,Otilpan Ver.,-96.97,19.55,OTIVC,18.75,9.25,14.0
VER,Paso del Toro Ver.,-96.14,19.04,PDTVC,26.76190476,20.23809524,23.5
