Estado,Localidad,Lon,Lat,Clave,2020,2018,Edo,2019
HGO,"Taxhimay, Hgo.",-99.385,19.835278,TXMHD,11.5,11.5,HGO,154.0
HGO,"Tulancingo, Hgo.",-98.369444,20.083333,TLGHD,4.0,4.0,HGO,53.1
HGO,"Vicente Aguirre, Hgo.",-99.375833,20.435556,PVAHD,0.0,0.0,HGO,21.0
HGO,"Zacualtipán, Hgo.",-98.647222,20.652778,ZXTHD,126.5,126.5,HGO,150.5
JAL,"Acueducto Chapala-Guadalajara, Jal. SGT*",-103.133333,20.316667000000002,ACHAPALAGDL,2.2,2.2,JAL,147.4
JAL,"Atequiza, Jal.",-103.091944,20.397222,ATQJL,3.9,3.9,JAL,232.2
JAL,"Basilio Vadillo, Jal.",-104.061111,19.913611,BBAJL,0.0,0.0,JAL,286.5
JAL,"Bocas, Jal.",-103.726111,22.4,BCSJL,25.4,25.4,JAL,120.7
JAL,"Bolaños, Jal.",-103.783611,21.830556,BLNJL,17.3,17.3,JAL,162.9
JAL,"Cajón de Peña, Jal.",-105.129722,19.9975,CPEJL,1.0,1.0,JAL,256.6
JAL,"Cihuatlán, Jal.",-104.56666700000001,19.233333,CIHJL,2.5,2.5,JAL,215.2
JAL,"Corrinchis, Jal.",-104.780833,20.479722,CRNJL,0.0,0.0,JAL,208.9
JAL,"Cuale, Jal.",-105.05,20.583333,CULJL,1.5,1.5,JAL,476.0
JAL,"Cuixtla, Jal.",-103.45,21.066667000000002,CXTJL,12.3,12.3,JAL,240.2
JAL,"El Cuarenta, Jal.",-101.7375,21.497778,CRTJL,14.5,14.5,JAL,94.4
JAL,"Guadalajara Centro, Jal.",-103.373889,20.672778,GUAJL,16.4,16.4,JAL,362.0
JAL,"Guadalajara los Colomos, Jal.",-103.4,20.7,GUCJL,34.4,34.4,JAL,367.8
JAL,"Hurtado, Jal.",-103.651111,20.466944,HRTJL,1.7,1.7,JAL,244.5
JAL,"Jamay, Jal.",-102.705833,20.293889,JMYJL,8.6,8.6,JAL,166.8
JAL,"La Cuña, Jal.",-102.85,21.133333,CUNJL,0.5,0.5,JAL,281.3
JAL,"La Experiencia, Jal.",-103.333333,20.733333,EXPJL,27.7,27.7,JAL,354.6
JAL,"La Primavera, Jal. SMN*",-103.64416700000001,20.676389,LAPRIMAVERA,5.0,5.0,JAL,206.4
JAL,"La Sauceda, Jal.",-101.83555600000001,21.359167000000003,SA1JL,4.6,4.6,JAL,161.9
JAL,"La Sauceda, Jal.",-101.85,21.35,SAUJL,4.6,4.6,JAL,161.9
JAL,"La Yesca, Jal.",-104.10583299999999,21.196944000000002,PLYJL,7.3,7.3,JAL,126.2
JAL,"Lago de Chapala, Jal.",-103.12,20.18,LDCJL,2.3,2.3,JAL,277.3
JAL,"Lagos de Moreno, Jal.",-101.919722,21.359722,LDMJL,5.1,5.1,JAL,175.3
JAL,"Nevado de Colima, Jal. SMN*",-103.59083299999999,19.592222,NEVADOCOLIMA,35.2,35.2,JAL,76.2
JAL,"Río Ameca, Jal.",-104.05,20.55,RAMJL,1.7,1.7,JAL,180.9
JAL,"San Gaspar de los Reyes, Jal.",-102.5,21.3,SGRJL,8.2,8.2,JAL,232.0
JAL,"Santa Rosa, Jal.",-103.705556,20.908889000000002,SRSJL,6.1,6.1,JAL,102.1
JAL,"Tacotán, Jal.",-104.320278,20.036111,TCTJL,15.5,15.5,JAL,180.4
JAL,"Tenasco, Jal.",-103.198611,22.171944,TENJL,43.0,43.0,JAL,119.1
JAL,"Teocaltiche, Jal.",-102.583333,21.45,TCAJL,25.5,25.5,JAL,259.4
JAL,"Tlaquepaque, Jal.",-103.31666700000001,20.583333,TLAJL,15.3,15.3,JAL,216.9
MEX,"Calacoaya, Méx.",-99.23944399999999,19.534167,CLYMX,5.4,5.4,MEX,204.6
MEX,"Calixtlahuaca, Méx.",-99.7,19.333333,CALMX,0.0,0.0,MEX,124.4
MEX,"Chapingo, Méx.",-98.884722,19.483333,CHPMX,10.3,10.3,MEX,90.3
MEX,"Chapingo, Méx. SGT*",-98.888611,19.494167,CHAPINGO,6.3,6.3,MEX,84.6
MEX,"Chilesdo, Méx.",-100.116667,19.2,CHIMX,52.5,52.5,MEX,161.9
MEX,"Colorines, Méx.",-100.18333299999999,19.101667000000003,COLMX,15.0,15.0,MEX,176.6
MEX,"Dos Ríos, Méx.",-99.377222,19.377222,2RSMX,14.5,14.5,MEX,334.3
MEX,"El Molinito Río Hondo, Méx.",-99.238333,19.453611,EMOMX,12.4,12.4,MEX,217.0
MEX,"El Molino, Méx.",-99.739722,20.124167,PMNMX,0.0,0.0,MEX,125.0
MEX,"El Venado, Méx.",-99.33416700000001,19.382222,VNDMX,12.2,12.2,MEX,325.6
MEX,"Huapango, Méx.",-99.69694399999999,20.046389,HPNMX,5.7,5.7,MEX,101.6
MEX,"La Concepción, Mex.",-99.589444,19.775,BUFMX,3.0,3.0,MEX,244.3
MEX,"La Concepción, Méx.",-99.30444399999999,19.695,CNPMX,3.0,3.0,MEX,244.3
MEX,"La Grande, Méx.",-98.916944,19.578889,GRDMX,6.3,6.3,MEX,123.7
MEX,"Las Arboledas, Méx.",-99.216667,19.566667000000002,ARBMX,4.0,4.0,MEX,209.4
MEX,"Los Berros, Méx.",-100.07583299999999,19.383333,LBEMX,7.0,7.0,MEX,195.6
MEX,"Madín, Méx.",-99.26083299999999,19.526944,PMDMX,5.4,5.4,MEX,204.6
MEX,"Molino Blanco, Méx.",-99.220833,19.477778,MBLMX,11.5,11.5,MEX,188.5
MEX,"Nevado de Toluca, Méx. SMN*",-99.68333299999999,19.116667,NEVMX,12.7,12.7,MEX,148.1
MEX,"Palmas, Méx.",-99.248889,19.429444,PLMMX,7.6,7.6,MEX,107.9
MEX,"Planta Barrientos, Méx.",-99.175,19.575,PBTMX,1.0,1.0,MEX,202.2
MEX,"Presa Totolica, Méx.",-99.21333299999999,19.408333,PTLMX,9.2,9.2,MEX,218.9
MEX,"Puente Colgante, Méx.",-99.181944,19.743056,PCGMX,5.0,5.0,MEX,147.6
MEX,"San Juan de las Huertas, Méx.",-99.76472199999999,19.238332999999997,SJHMX,18.9,18.9,MEX,143.3
MEX,"San Lucas, Mex.",-98.858611,19.644722,SNLMX,8.1,8.1,MEX,157.8
MEX,"San Luis Ameca, Méx.",-98.87083299999999,19.190278,SLAMX,2.6,2.6,MEX,102.0
MEX,"San Martín Obispo, Méx.",-99.193611,19.616667,OBSMX,4.5,4.5,MEX,131.7
MEX,"Santa María del Llano, Méx.",-99.8,19.633333,SMLMX,11.0,11.0,MEX,327.0
MEX,"Tajo de Tequixquiac, Mex.",-99.123889,19.904722,TTQMX,9.0,9.0,MEX,142.1
MEX,"Totolica, Mex.",-99.283333,19.453889,TOTMX,9.2,9.2,MEX,218.9
MEX,"Trojes, Méx.",-100.283333,19.1,TROMX,20.1,20.1,MEX,245.2
MEX,"Valle de Bravo, Méx.",-100.18,19.2075,VBRMX,15.5,15.5,MEX,199.1
MEX,"Villa Victoria, Méx.",-100.05555600000001,19.461667000000002,VVCMX,17.5,17.5,MEX,198.6
MICH,"Adjuntas, Mich.",-101.99,20.231389,ADUMC,13.2,13.2,MICH,204.8
MICH,"Agostitlán, Mich.",-100.608889,19.579722,AGOMC,24.5,24.5,MICH,229.9
MICH,"Apatzingán, Mich.",-102.371111,19.083056,APTMC,43.0,43.0,MICH,177.5
MICH,"Caimanera, Mich.",-100.9,18.5,CMNMC,0.0,0.0,MICH,117.3
MICH,"Casa Blanca, Mich.",-101.45916700000001,20.319444,CBLMC,0.5,0.5,MICH,164.5
MICH,"Chaparaco, Mich.",-102.26527800000001,19.973611,CHAMC,17.2,17.2,MICH,190.0
MICH,"Corrales, Mich.",-101.86166700000001,20.207222,CORMC,0.8,0.8,MICH,138.9
MICH,"De Gonzalo, Mich.",-102.436944,20.304444,DGNMC,10.0,10.0,MICH,22.0
MICH,"El Bosque, Mich.",-100.421111,19.387778,DBOMC,23.0,23.0,MICH,129.6
MICH,"El Gigante, Mich.",-100.45,19.966667,EGIMC,8.2,8.2,MICH,169.9
MICH,"Guaracha, Mich.",-102.541389,19.979167,GUAMC,29.0,29.0,MICH,262.5
MICH,"Infiernillo, Mich.",-101.883333,18.266667,INFMC,0.0,0.0,MICH,39.3
MICH,"Jaripo, Mich.",-102.60194399999999,19.958333,JARMC,23.0,23.0,MICH,253.5
MICH,"La Palma, Mich.",-102.751389,20.146667,LPAMC,0.0,0.0,MICH,32.2
MICH,"La Piedad, Mich.",-102.00444399999999,20.354444,LPDMC,0.0,0.0,MICH,170.0
MICH,"Los Olivos, Mich.",-102.86555600000001,19.210832999999997,LOLMC,61.0,61.0,MICH,83.0
MICH,"Los Panches, Mich.",-102.9,18.8,LPNMC,2.3,2.3,MICH,71.1
MICH,"Melchor Ocampo, Mich.",-101.72444399999999,20.127222,MOCMC,1.5,1.5,MICH,184.0
MICH,"Morelia Centro, Mich.",-101.1,19.7,MCEMC,32.0,32.0,MICH,117.5
MICH,"Morelia Norte, Mich.",-101.2,19.7,MNOMC,14.3,14.3,MICH,207.6
MICH,"Morelia, Mich.",-101.17611099999999,19.688610999999998,MORMC,11.3,11.3,MICH,177.4
MICH,"Pastor Ortiz, Mich.",-101.6,20.3,PORMC,0.0,0.0,MICH,158.3
MICH,"Planta de Bombeo, Mich.",-101.05,19.49,PDBMC,3.5,3.5,MICH,84.0
MICH,"Presa Urepetiro, Mich. SGT*",-102.136944,19.961389,PUREPETIRO,7.2,7.2,MICH,164.4
MICH,"Pucuato, Mich.",-100.684167,19.621389,PUCMC,31.7,31.7,MICH,181.6
MICH,"Sahuayo, Mich.",-102.716667,20.066667000000002,SAHMC,8.0,8.0,MICH,193.8
MICH,"San Cristóbal, Mich.",-102.464722,20.208333,SCRMC,4.5,4.5,MICH,147.2
MICH,"San Juanico, Mich.",-102.651389,19.839444,SJUMC,8.0,8.0,MICH,246.1
MICH,"San Simón, Mich.",-102.4,20.1,SSIMC,9.5,9.5,MICH,288.0
MICH,"Tepuxtepec, Mich.",-100.229167,20.000278,TEPMC,5.5,5.5,MICH,78.7
MICH,"Urepetiro, Mich.",-102.137778,19.962222,UREMC,8.7,8.7,MICH,184.7
MICH,"Villa Jiménez, Mich.",-101.45,19.55,VJIMC,16.1,16.1,MICH,200.6
MICH,"Yurécuraro, Mich.",-102.242222,20.339444,YURMC,2.1,2.1,MICH,158.4
MICH,"Zacapu, Mich.",-101.795,19.805278,ZCAMC,18.7,18.7,MICH,204.1
MICH,"Zamora, Mich.",-102.28416700000001,20.006667,ZAMMC,17.1,17.1,MICH,157.6
MICH,"Zicuirán, Mich.",-101.931944,18.921111,ZICMC,0.0,0.0,MICH,107.5
MOR,"Achichipico, Mor.",-98.829167,18.947222,ACHMR,7.3,7.3,MOR,236.4
MOR,"Alpuyeca, Mor.",-99.265833,18.735,ALUMR,0.0,0.0,MOR,158.1
MOR,"Amacuzac, Mor.",-99.4,18.6,AMCMR,0.0,0.0,MOR,261.5
MOR,"Cuautla, Mor.",-98.9,18.8,CUAMR,0.0,0.0,MOR,171.2
MOR,"Cuernavaca, Mor.",-99.2,18.9,CUEMR,0.0,0.0,MOR,246.0
MOR,"El Rodeo, Mor.",-99.331389,18.765278,RODMR,0.0,0.0,MOR,155.5
MOR,"Higuerón, Mor.",-99.180278,18.573889,HIGMR,0.0,0.0,MOR,164.9
MOR,"Huajintlán, Mor.",-99.42416700000001,18.608333,HUAMR,0.0,0.0,MOR,182.5
MOR,"Huautla, Mor.",-99.025,18.441389,HUTMR,3.5,3.5,MOR,133.2
MOR,"Huecahuaxco, Mor.",-98.781667,18.936667,HUXMR,9.2,9.2,MOR,205.3
MOR,"Hueyapan, Mor.",-98.75,18.883333,HUEMR,0.5,0.5,MOR,191.4
MOR,"Huitzilac, Mor.",-99.015833,19.028889000000003,HUIMR,20.0,20.0,MOR,404.8
MOR,"Jojutla, Mor.",-99.2,18.6,JOJMR,0.0,0.0,MOR,128.9
MOR,"Jonacatepec, Mor.",-98.8,18.7,JNCMR,0.0,0.0,MOR,148.2
MOR,"La Cuera, Mor.",-98.916667,18.683332999999998,LCUMR,1.2,1.2,MOR,137.3
MOR,"Moyotepec, Mor.",-99.004722,18.727222,MYOMR,0.0,0.0,MOR,76.8
MOR,"Nexpa, Mor.",-99.140833,18.519444,NEXMR,0.0,0.0,MOR,84.0
MOR,"Oacalco, Mor.",-99.258333,18.734722,OACMR,0.0,0.0,MOR,140.3
MOR,"Oaxtepec, Mor.",-98.901389,18.900555999999998,OAXMR,0.0,0.0,MOR,143.1
MOR,"Ocuituco, Mor.",-98.758611,18.8825,OCTMR,1.5,1.5,MOR,231.0
MOR,"Puente de Ixtla, Mor.",-99.322778,18.633333,PIXMR,0.0,0.0,MOR,213.6
MOR,"Solidaridad, Mor.",-99.190556,18.918332999999997,SLDMR,0.0,0.0,MOR,154.7
MOR,"Temixco, Mor.",-99.2,18.9,TEMMR,1.5,1.5,MOR,154.2
MOR,"Temoac, Mor.",-98.78694399999999,18.778056,TMCMR,0.0,0.0,MOR,71.9
MOR,"Tepalcingo, Mor.",-98.843611,18.596389000000002,TPLMR,0.0,0.0,MOR,93.3
MOR,"Ticumán, Mor.",-99.1,18.794167,TICMR,0.0,0.0,MOR,178.5
MOR,"Tilzapotla, Mor.",-99.306111,18.487778,TILMR,0.0,0.0,MOR,179.7
MOR,"Tlacotepec, Mor.",-98.75,18.813333,TLOMR,0.0,0.0,MOR,103.2
MOR,"Totoloapan, Mor.",-98.92,18.9875,TOTMR,0.0,0.0,MOR,131.4
MOR,"Xicatlacotla, Mor.",-99.188333,18.521110999999998,XICMR,0.0,0.0,MOR,107.0
MOR,"Yautepec, Mor.",-99.1,18.9,YAHMR,0.0,0.0,MOR,148.7
MOR,"Zacatepec, Mor.",-99.20083299999999,18.636667000000003,ZCTMR,0.0,0.0,MOR,170.4
NAY,"Acaponeta, Nay. SMN*",-105.403333,22.479444,ACAPONETA,0.0,0.0,NAY,90.3
NAY,"Gaviotas, Nay.",-105.13666699999999,20.889722,GAVNR,3.0,3.0,NAY,345.1
NAY,"Jesús María, Nay.",-104.516944,22.250833,JMANR,0.0,0.0,NAY,238.4
NAY,"Tepic, Nay.",-104.891944,21.489444,TEPNR,6.3,6.3,NAY,259.9
NL,"Anáhuac, N.L.",-100.13444399999999,27.24,ANHNL,5.5,5.5,NL,38.0
NL,"Aramberri, N.L.",-99.81666700000001,24.1,ARRNL,20.5,20.5,NL,27.9
NL,"Cabezones, N.L.",-99.743889,24.99,CABNL,74.0,74.0,NL,37.5
NL,"Cadereyta, N.L.",-99.975,25.590278,CDRNL,10.2,10.2,NL,40.3
NL,"Camacho, N.L.",-99.578889,24.871944,CAMNL,58.7,58.7,NL,99.3
NL,"Cerralvo, N.L.",-99.61416700000001,26.091389000000003,CRVNL,23.5,23.5,NL,7.6
NL,"Ciénega de Flores, N.L.",-100.17222199999999,25.952222,CDFNL,5.3,5.3,NL,19.0
NL,"Crucitas, N.L.",-99.6975,24.783610999999997,CRUNL,54.1,54.1,NL,0.0
NL,"Doctor Arroyo, N.L.",-100.17277800000001,23.676389,DARNL,59.0,59.0,NL,65.0
NL,"El Canadá, N.L.",-100.274722,25.800556,CANNL,6.5,6.5,NL,15.8
NL,"El Cerrito, N.L.",-100.19805600000001,25.5175,ECSNL,32.7,32.7,NL,58.0
NL,"Galeana, N.L.",-100.083333,24.833333,GALNL,33.3,33.3,NL,94.0
NL,"La Ascensión, N.L.",-99.91166700000001,24.321944000000002,ASCNL,35.0,35.0,NL,71.0
NL,"La Boca, N.L.",-100.128056,25.428055999999998,LBCNL,24.9,24.9,NL,66.0
NL,"La Pamona, N.L.",-99.22166700000001,24.992778,PAMNL,80.1,80.1,NL,47.0
NL,"Las Adjuntas, N.L.",-99.68055600000001,24.883333,ADJNL,31.3,31.3,NL,5.0
NL,"Las Enramadas, N.L.",-99.527222,25.497222,LERNL,20.0,20.0,NL,44.0
NL,"Madero, N.L.",-99.196667,26.022222,MDRNL,13.9,13.9,NL,31.3
NL,"Mier y Noriega, N.L.",-100.11805600000001,23.4225,MYNNL,35.1,35.1,NL,38.6
NL,"Monterrey, N.L.",-100.27166700000001,25.6825,MTRNL,9.8,9.8,NL,19.5
NL,"Salinillas, N.L.",-100.372222,27.429167,PSANL,3.5,3.5,NL,21.0
NL,"San Rafael, N.L.",-100.55111099999999,25.028333,SRANL,8.5,8.5,NL,63.6
NL,"Zaragoza, N.L.",-99.777778,23.981389,ZRGNL,14.0,14.0,NL,138.0
OAX,"Atepec, Oax.",-96.53,17.43,ATEOX,14.5,14.5,OAX,61.5
OAX,"Ayutla, Oax.",-96.1,17.016667,AYUOX,24.9,24.9,OAX,66.1
OAX,"Base Aérea, Oax.",-96.716667,17.066667000000002,BAEOX,0.0,0.0,OAX,118.7
OAX,"CFE-Usila, Oax.",-96.381389,17.925556,UCFOX,217.6,217.6,OAX,293.4
OAX,"Chicapa, Oax.",-94.81666700000001,16.583333,CHIOX,4.7,4.7,OAX,156.0
OAX,"Cosolapa, Oax.",-96.658333,18.492778,CSPOX,45.7,45.7,OAX,130.0
OAX,"Dique Pescaditos, Oax.",-96.416667,18.233333,DPSOX,106.2,106.2,OAX,239.8
OAX,"Ixtepec, Oax.",-95.1,16.583333,IXTOX,0.0,0.0,OAX,56.7
OAX,"Jacatepec, Oax.",-96.2,17.866667,JACOX,116.0,116.0,OAX,398.0
OAX,"Juchitan, Oax.",-95.033333,16.433332999999998,JUCOX,0.0,0.0,OAX,41.2
OAX,"La Carbonera, Oax.",-96.905556,18.210556,LCAOX,0.0,0.0,OAX,146.3
OAX,"Laguna Chacahua, Oax. SMN*",-97.688333,15.966667000000001,LCHACAHUA,0.0,0.0,OAX,77.4
OAX,"Las Pilas, Oax.",-95.3,16.4,LPIOX,0.0,0.0,OAX,43.5
OAX,"María Lombardo, Oax.",-95.483333,17.45,MAROX,70.1,70.1,OAX,294.2
OAX,"Oaxaca Centro, Oax.",-96.733333,17.066667000000002,OACOX,0.0,0.0,OAX,54.6
OAX,"Ostuta, Oax.",-94.4,16.5,OSTOX,0.0,0.0,OAX,171.0
OAX,"Papaloapan, Oax.",-96.083333,18.166667,PAPOX,59.4,59.4,OAX,282.1
OAX,"Puerto Ángel, Oax.",-96.483333,15.666667000000002,PTAOX,0.0,0.0,OAX,27.9
OAX,"Río Verde, Oax.",-97.725,16.102778,RVEOX,0.0,0.0,OAX,90.8
OAX,"Salina Cruz, Oax.",-95.2,16.183332999999998,SCROX,0.0,0.0,OAX,102.3
OAX,"San Felipe Usila, Oax.",-96.533333,17.883333,SFUOX,321.5,321.5,OAX,290.0
OAX,"Santo Domingo, Oax.",-96.55,18.05,STDOX,130.1,130.1,OAX,222.6
OAX,"Tehuantepec, Oax.",-95.2,16.3,TEHOX,0.0,0.0,OAX,64.0
OAX,"Tuxtepec, Oax.",-96.133333,18.083333,TUXOX,118.5,118.5,OAX,499.0
OAX,"Valle Nacional, Oax.",-96.3,17.776389,VANOX,265.9,265.9,OAX,303.0
OAX,"Yosocuta, Oax.",-97.826111,17.724444000000002,YOSOX,0.0,0.0,OAX,102.5
OAX,"Zacatepec, Oax.",-95.93,17.15,ZACOX,120.4,120.4,OAX,210.6
OAX,"Zanatepec, Oax.",-94.216111,16.4025,ZANOX,0.0,0.0,OAX,179.9
PUE,"Acajete, Pue.",-97.934167,19.0625,ACJPB,13.0,13.0,PUE,201.6
PUE,"Africam, Pue.",-98.13583299999999,18.9425,AFRPB,6.0,6.0,PUE,295.1
PUE,"Ahuazontepec, Pue.",-98.14805600000001,20.033056,AHUPB,24.0,24.0,PUE,61.5
PUE,"Alchichilca, Pue.",-97.418056,19.45,ACHPB,0.0,0.0,PUE,19.7
PUE,"Apapantilla, Pue.",-97.845,20.406944,APAPB,66.0,66.0,PUE,132.6
PUE,"Atlixco, Pue.",-98.420833,18.921111,ATXPB,0.3,0.3,PUE,171.4
PUE,"Capulac, Pue.",-98.059444,19.092778,CPLPB,27.4,27.4,PUE,285.9
PUE,"Cemex, Pue.",-97.958333,18.968889,CEMPB,0.0,0.0,PUE,222.0
PUE,"Chietla, Pue.",-98.579167,18.516111,CHIPB,5.4,5.4,PUE,115.4
PUE,"Chignahuapan, Pue.",-98.049722,19.743333,CNGPB,20.8,20.8,PUE,111.1
PUE,"Cholula, Pue.",-98.318056,19.068610999999997,CHLPB,0.0,0.0,PUE,141.2
PUE,"Cuetzalan, Pue.",-97.516667,20.033333,CTZPB,390.0,390.0,PUE,418.0
PUE,"Echeverría, Pue.",-98.27555600000001,18.966110999999998,ECHPB,0.0,0.0,PUE,193.0
PUE,"Huaquechula, Pue.",-98.540278,18.772222,HQCPB,0.0,0.0,PUE,144.1
PUE,"Huauchinango, Pue.",-98.050833,20.176389,HUAPB,77.6,77.6,PUE,268.6
PUE,"Huejotzingo, Pue.",-98.45611099999999,19.101111,HJTPB,1.7,1.7,PUE,158.7
PUE,"Ixtacamaxtitlán, Pue.",-97.815833,19.621667000000002,IXTPB,9.3,9.3,PUE,81.2
PUE,"La Soledad, Pue.",-97.446667,19.960832999999997,SOLPB,211.8,211.8,PUE,258.5
PUE,"Libres, Pue.",-97.69111099999999,19.457222,LIBPB,7.0,7.0,PUE,122.0
PUE,"Necaxa, Pue.",-98.000556,20.216667,NNEPB,93.2,93.2,PUE,385.6
PUE,"Oyameles, Pue.",-97.533333,19.7,OYAPB,31.0,31.0,PUE,21.1
PUE,"Paso Carretas, Pue.",-97.251389,18.918056,PCRPB,24.0,24.0,PUE,76.0
PUE,"Patla, Pue.",-97.883333,20.233333,PTLPB,36.7,36.7,PUE,176.6
PUE,"Piaxtla, Pue.",-98.26472199999999,18.2,PIXPB,0.0,0.0,PUE,130.3
PUE,"Quimixtlán, Pue.",-97.616667,19.25,QUIPB,50.5,50.5,PUE,184.7
PUE,"Rancho Nuevo (Ayotoxco), Pue.",-97.401667,20.116111,RNAPB,344.0,344.0,PUE,70.5
PUE,"San Miguel Canoa, Pue.",-97.91,18.735,SMCPB,2.0,2.0,PUE,285.1
PUE,"Tecamachalco, Pue.",-97.7525,18.878889,TECPB,0.0,0.0,PUE,61.7
PUE,"Tehuacán, Pue.",-97.395556,18.479167,TEHPB,0.0,0.0,PUE,25.5
PUE,"Tepango de Rodríguez, Pue.",-97.7925,20.004444,TDRPB,253.5,253.5,PUE,298.0
PUE,"Tepexic, Pue.",-97.794167,20.000833,TEPPB,31.4,31.4,PUE,354.1
PUE,"Tepeyac, Pue.",-96.861389,18.483611,TYAPB,103.7,103.7,PUE,456.9
PUE,"Tepeyahualco, Pue.",-97.49194399999999,19.489167000000002,TPYPB,4.0,4.0,PUE,84.0
PUE,"Tetela de Ocampo, Pue.",-97.80583299999999,19.829444,TEOPB,59.2,59.2,PUE,88.1
PUE,"Teziutlán, Pue.",-97.956944,19.815278,TEZPB,135.5,135.5,PUE,57.0
PUE,"Tlacotepec de Díaz, Pue.",-96.849722,18.405,TLPPB,131.2,131.2,PUE,389.5
PUE,"Venustiano Carranza, Pue.",-97.675833,20.510278,VENPB,81.5,81.5,PUE,122.9
PUE,"Xicotepec de Juárez, Pue.",-97.956944,20.277222000000002,XDJPB,165.0,165.0,PUE,363.4
PUE,"Zacapoaxtla, Pue.",-97.585,19.859722,ZCPPB,141.6,141.6,PUE,45.0
PUE,"Zaragoza, Pue.",-97.832778,20.178611,ZRGPB,100.5,100.5,PUE,101.0
PUE,"Zoquitlán, Pue.",-97.01138900000001,18.332222,ZOQPB,146.0,146.0,PUE,241.0
QRO,"Constitución de 1917, Qro.",-100.080278,20.418611,CNSQT,0.0,0.0,QRO,42.4
QRO,"San José, Qro.",-100.0,20.3625,SJSQT,0.0,0.0,QRO,47.5
QROO,"Cancún, Q. Roo.",-86.820278,21.156667000000002,CANQR,202.1,202.1,QROO,7.3
QROO,"Chetumal, Q. Roo.",-88.3275,18.500556,CHOQR,95.8,95.8,QROO,27.0
QROO,"Cozumel, Q. Roo.",-86.946111,20.51,COZQR,80.5,80.5,QROO,22.9
QROO,"Playa del Carmen, Q. Roo.",-87.07777800000001,20.634444000000002,PDCQR,99.0,99.0,QROO,64.9
SIN,"Acatitán, Sin.",-106.65416699999999,24.047222,ACTSI,0.0,0.0,SIN,143.9
SIN,"Adolfo López Mateos, Sin.",-107.388333,25.101389,ALMSI,0.0,0.0,SIN,155.5
SIN,"Ahome, Sin.",-109.183333,25.916667,AHMSI,0.0,0.0,SIN,15.5
SIN,"Andrew Weiss, Sin.",-107.46666699999999,25.033333,AWSSI,0.0,0.0,SIN,245.0
SIN,"Badiraguato, Sin.",-107.5375,25.333333,BDRSI,0.0,0.0,SIN,287.5
SIN,"Choix Estación, Sin.",-108.329167,26.736110999999998,CHXSI,0.0,0.0,SIN,176.1
SIN,"Culiacán, Sin.",-107.4,24.816667000000002,CLCSI,0.0,0.0,SIN,108.8
SIN,"El Carrizo, Sin.",-109.33333300000001,26.1,CRRSI,0.0,0.0,SIN,44.0
SIN,"El Fuerte, Sin.",-108.61666699999999,26.433333,EFTSI,0.0,0.0,SIN,136.5
SIN,"El Zopilote, Sin.",-108.35972199999999,25.741667,ZOPSI,0.0,0.0,SIN,76.5
SIN,"Estación Rancho Viejo, Sin.",-107.75583300000001,25.124722,RAVSI,0.0,0.0,SIN,46.1
SIN,"Guamúchil, Sin.",-108.09166699999999,25.469444,GMCSI,0.0,0.0,SIN,59.0
SIN,"Guasave, Sin.",-108.46666699999999,25.716667,GSVSI,0.0,0.0,SIN,115.4
SIN,"Gustavo Díaz Ordaz, Sin.",-107.911111,25.856667,GDOSI,0.0,0.0,SIN,137.0
SIN,"Higuera de Zaragoza, Sin.",-109.33333300000001,25.983333,HDZSI,0.0,0.0,SIN,8.3
SIN,"Ixpalino, Sin.",-106.59583300000001,23.955556,IXPSI,0.0,0.0,SIN,88.4
SIN,"Josefa Ortiz de Domínguez, Sin.",-108.7025,26.426944,JORSI,0.0,0.0,SIN,43.7
SIN,"José López Portillo, Sin.",-106.807222,24.571667,JLPSI,0.0,0.0,SIN,225.0
SIN,"La Cruz, Sin.",-106.9,23.916667,LCRSI,0.0,0.0,SIN,70.0
SIN,"Las Tortugas, Sin.",-105.846944,23.088333,TORSI,2.5,2.5,SIN,111.5
SIN,"Los Mochis, Sin.",-109.0,25.8,MCHSI,0.0,0.0,SIN,20.2
SIN,"Mazatlán, Sin.",-106.4,23.233333,MZTSI,0.0,0.0,SIN,101.7
SIN,"Quelite, Sin.",-106.46666699999999,23.5625,QLTSI,0.0,0.0,SIN,111.1
SIN,"Rosario, Sin.",-105.85,22.983333,RSRSI,2.0,2.0,SIN,83.0
SIN,"San Francisco, Sin.",-108.129167,26.9,TBRSI,0.0,0.0,SIN,100.9
SIN,"San Juan, Sin.",-107.5,25.3,SJNSI,0.0,0.0,SIN,193.6
SIN,"San Lorenzo, Sin.",-107.1,24.8,SLRSI,0.0,0.0,SIN,35.5
SIN,"Sanalona, Sin.",-107.151389,24.815,SNLSI,0.0,0.0,SIN,110.3
SIN,"Santa Cruz, Sin.",-106.95277800000001,24.484722,SCRSI,0.0,0.0,SIN,93.1
SIN,"Siqueros, Sin.",-106.25,23.35,SQRSI,0.1,0.1,SIN,119.4
SIN,"Vinoramas, Sin.",-107.059722,24.7475,VINSI,0.0,0.0,SIN,218.0
SLP,"Ballesmi, S.L.P.",-98.955833,21.748889000000002,BLMSL,59.0,59.0,SLP,19.8
SLP,"El Pujal, S.L.P.",-98.939722,21.847222,PUJSL,47.6,47.6,SLP,22.4
SLP,"Gallinas, S.L.P.",-99.23944399999999,21.906944,GANSL,16.6,16.6,SLP,9.0
SLP,"Matehuala, S.L.P.",-100.642778,23.656944,MATSL,31.6,31.6,SLP,34.1
