Estado,Localidad,Lon,Lat,Clave,2020,2018,Edo,2019
SLP,"Matlapa, S.L.P.",-98.8,21.333333,MTPSL,100.6,100.6,SLP,49.2
SLP,"Micos, S.L.P.",-99.159444,22.12,MICSL,11.4,11.4,SLP,63.0
SLP,"Ojo Caliente, S.L.P.",-100.762222,21.849722,OCTSL,2.4,2.4,SLP,16.7
SLP,"Pedro Montoya (San Ciro), S.L.P.",-99.830556,21.651111,PMYSL,10.5,10.5,SLP,3.2
SLP,"Requetemu, S.L.P.",-98.888611,21.425,RQTSL,40.0,40.0,SLP,18.4
SLP,"Río Verde, S.L.P.",-99.995,21.931389000000003,RVDSL,6.1,6.1,SLP,7.3
SLP,"San Vicente, S.L.P.",-98.617222,21.692778,SVTSL,62.4,62.4,SLP,19.8
SLP,"San Vicente, S.L.P. SGT*",-98.61166700000001,21.68,SANVICENTE,40.2,40.2,SLP,19.8
SLP,"Santa Rosa, S.L.P.",-99.05583299999999,22.02,STRSL,9.1,9.1,SLP,19.4
SLP,"Soledad Graciano, S.L.P.",-101.0,22.2,SGRSL,1.0,1.0,SLP,6.8
SLP,"Tamuín, S.L.P.",-98.773333,22.003611,TMISL,29.0,29.0,SLP,78.6
SLP,"Temamatla, S.L.P.",-98.758889,21.241111,TMTSL,154.8,154.8,SLP,26.4
SLP,"Tierra Blanca, S.L.P.",-98.857222,21.246667000000002,TBLSL,99.6,99.6,SLP,58.6
SLP,"Valentín Gama, S.L.P.",-100.82055600000001,21.88,IVGSL,2.4,2.4,SLP,16.7
SON,"Abelardo Rodríguez Lujan, Son.",-110.92,29.076666999999997,ARLSO,0.0,0.0,SON,87.1
SON,"Aconchi, Son.",-110.22611100000002,29.825,ACNSO,0.0,0.0,SON,157.5
SON,"Altar, Son.",-111.733333,30.716666999999998,ALTSO,0.0,0.0,SON,24.2
SON,"Aribabi, Son.",-109.08861100000001,30.07,ARISO,0.0,0.0,SON,148.3
SON,"Arizpe, Son.",-110.1675,30.335833,ARZSO,0.0,0.0,SON,178.0
SON,"Bacanuchi, Son.",-110.238611,30.598889,BCNSO,0.0,0.0,SON,97.5
SON,"Bacerac, Son.",-108.93166699999999,30.355278000000002,BCRSO,1.5,1.5,SON,123.0
SON,"Cananea, Son.",-110.290833,30.98,CNNSO,1.8,1.8,SON,54.3
SON,"Cazanate, Son.",-108.7625,26.603610999999997,CZNSO,0.0,0.0,SON,109.5
SON,"Cocoraque, Son.",-109.625,27.416666999999997,CCRSO,0.0,0.0,SON,156.4
SON,"Cuauhtémoc, Son.",-111.51638899999999,30.873333000000002,CHTSO,25.0,25.0,SON,6.5
SON,"El Cajón, Son.",-110.73638899999999,29.472222,CJNSO,0.0,0.0,SON,103.9
SON,"El Cubil, Son.",-109.233333,29.2,ECBSO,0.0,0.0,SON,114.6
SON,"El Oregano, Son.",-110.706111,29.229722,ORGSO,0.0,0.0,SON,69.7
SON,"Empalme, Son.",-110.8,27.95,EPLSO,0.0,0.0,SON,26.5
SON,"Guaymas, Son.",-110.85,27.95,GYMSO,0.0,0.0,SON,17.4
SON,"Hermosillo, Son.",-110.92583300000001,29.073056,HMNSO,0.0,0.0,SON,95.9
SON,"Huachinera, Son.",-108.957222,30.210556,HSHSO,0.0,0.0,SON,185.0
SON,"Ignacio R. Alatorre, Son.",-110.39694399999999,28.426389,IRASO,0.0,0.0,SON,52.3
SON,"Imuris, Son.",-110.886944,30.761667,IMRSO,0.0,0.0,SON,37.2
SON,"Navojoa, Son.",-109.44333300000001,27.071944000000002,NVJSO,0.0,0.0,SON,78.1
SON,"Nogales, Son.",-110.947222,31.318889000000002,NGLSO,0.0,0.0,SON,112.0
SON,"Paso Nacori, Son.",-109.08333300000001,29.433333,PDNSO,0.0,0.0,SON,139.7
SON,"Pitiquito, Son.",-112.11666699999999,30.697778000000003,PTQSO,0.0,0.0,SON,35.5
SON,"Plutarco Elías Calles, Son.",-109.642222,28.976667,PECSO,0.0,0.0,SON,130.3
SON,"Querobabi, Son.",-111.02138899999999,30.050556,QRBSO,0.0,0.0,SON,85.7
SON,"San Bernardo, Son.",-108.876667,27.411944000000002,SBNSO,0.0,0.0,SON,140.0
SON,"San José de Pimas, Son.",-110.239167,28.713333000000002,SJPSO,0.0,0.0,SON,131.5
SON,"San Luis Río Colorado, Son.",-114.78333300000001,32.483333,SLCSO,2.0,2.0,SON,0.0
SON,"Sonoyta, Son.",-112.85,31.866667,NYNSO,9.4,9.4,SON,31.8
SON,"Tepache, Son.",-109.5,29.534722,TPCSO,0.0,0.0,SON,120.1
SON,"Tesocoma, Son.",-109.2125,27.658333000000002,TSOSO,0.0,0.0,SON,129.9
TAB,"Boca del Cerro, Tab.",-91.483333,17.433332999999998,BDCTB,394.2,394.2,TAB,77.0
TAB,"Cárdenas, Tab.",-93.413611,17.808889,CARTB,218.0,218.0,TAB,104.0
TAB,"El Porvenir, Tab.",-92.814722,18.043611,EPOTB,299.7,299.7,TAB,103.5
TAB,"González, Tab.",-93.0,17.975,GONTB,345.3,345.3,TAB,94.6
TAB,"Laguna San Julian, Tab. SGT*",-92.807778,18.037222,LAGSANJULIAN,15.9,15.9,TAB,8.8
TAB,"Macuspana, Tab.",-92.6,17.766667,MACTB,317.8,317.8,TAB,122.6
TAB,"Pantanos de Centla, Tab. SMN*",-92.646389,18.406389,PCENTLA,210.0,210.0,TAB,83.2
TAB,"Pueblo Nuevo, Tab.",-92.87916700000001,17.854167,PNVTB,329.0,329.0,TAB,64.3
TAB,"Puyacatengo, Tab.",-92.9375,17.566667000000002,PUYTB,469.5,469.5,TAB,118.8
TAB,"Samaria, Tab.",-93.291667,17.979167,SAMTB,332.9,332.9,TAB,157.8
TAB,"San Pedro, Tab.",-91.158333,17.791667,SPTTB,175.8,175.8,TAB,110.3
TAB,"Tapijulapa, Tab.",-92.81666700000001,17.466667,TAPTB,663.3,663.3,TAB,122.2
TAB,"Teapa, Tab.",-92.966667,17.566667000000002,TEATB,411.8,411.8,TAB,121.9
TAB,"Teapa, Tab. SGT*",-92.95083299999999,17.559722,TEAPA,381.8,381.8,TAB,122.3
TAB,"Viejo Mezcalapa, Tab. SGT*",-92.96,17.96,VIEJOMEZCALAPA,144.4,144.4,TAB,1.8
TAB,"Villahermosa Muelle, Tab.",-92.916667,17.98,EMUTB,371.0,371.0,TAB,65.6
TAMS,"Bombas Altamira, Tamps.",-97.92694399999999,22.386111,BALTP,30.2,30.2,TAMS,12.0
TAMS,"Control, Tamps.",-97.818333,25.638889000000002,CONTP,18.8,18.8,TAMS,9.6
TAMS,"Corona, Tamps.",-98.935833,23.939167,CORTP,32.0,32.0,TAMS,27.7
TAMS,"La Encantada, Tamps.",-99.083333,23.383333,ENNTP,9.2,9.2,TAMS,23.8
TAMS,"La Servilleta, Tamps.",-99.116667,22.833333,LSRTP,1.0,1.0,TAMS,64.6
TAMS,"Madero, Tamps.",-97.844167,22.283889000000002,MDRTP,50.8,50.8,TAMS,3.5
TAMS,"Magueyes, Tamps.",-99.55111099999999,24.566667000000002,MAGTP,36.7,36.7,TAMS,24.8
TAMS,"Matamoros, Tamps.",-97.522778,25.833333,MATTP,18.5,18.5,TAMS,61.0
TAMS,"Mier, Tamps.",-99.25,26.416666999999997,CMRTP,17.7,17.7,TAMS,20.3
TAMS,"Puerto de Valles, Tamps.",-99.583333,24.183332999999998,PVLTP,22.4,22.4,TAMS,49.3
TAMS,"República Española, Tamps.",-97.99194399999999,23.259444000000002,RSPTP,5.6,5.6,TAMS,61.2
TAMS,"Río Bravo, Tamps.",-98.0,25.966667,RIBTP,5.1,5.1,TAMS,45.7
TAMS,"Río Frío, Tamps.",-99.00416700000001,22.845278,RFRTP,1.8,1.8,TAMS,124.0
TAMS,"Río Frío, Tamps. SGT*",-99.026111,22.843056,RIOFRIO,1.8,1.8,TAMS,76.4
TAMS,"S-J-2-11 Camargo, Tamps.",-98.8,26.25,CMGTP,7.5,7.5,TAMS,0.0
TAMS,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",-98.5975,26.238056,CDOTP,5.0,5.0,TAMS,5.1
TAMS,"S-J-2-9 Reynosa, Tamps.",-98.883333,26.166667,RYNTP,7.5,7.5,TAMS,4.0
TAMS,"S-J-3-42 Reynosa, Tamps.",-98.285833,26.079722,RYATP,12.5,12.5,TAMS,4.0
TAMS,"Sabinas, Tamps.",-99.094444,23.022778,SBNTP,2.6,2.6,TAMS,83.0
TAMS,"Saca de Agua, Tamps.",-98.869444,22.784444,SDATP,3.0,3.0,TAMS,51.3
TAMS,"San Fernando, Tamps.",-98.158333,24.843889,FDOTP,92.3,92.3,TAMS,59.4
TAMS,"San Fernando, Tamps. SMN*",-98.1575,24.842778,FD2TP,57.7,57.7,TAMS,47.5
TAMS,"San Gabriel, Tamps.",-98.787222,23.083610999999998,SGBTP,1.4,1.4,TAMS,51.0
TAMS,"Santa Engracia, Tamps.",-99.274167,24.0225,STETP,7.9,7.9,TAMS,56.5
TAMS,"Soto la Marina, Tamps.",-98.210833,23.7675,SLMTP,73.6,73.6,TAMS,9.4
TAMS,"Tamesí, Tamps.",-98.42277800000001,22.423889000000003,TMSTP,21.2,21.2,TAMS,28.0
TAMS,"Vicente Guerrero, Tamps.",-98.666389,23.959444,VGRTP,48.1,48.1,TAMS,38.1
TAMS,"Victoria-San Marcos, Tamps.",-99.55111099999999,24.566667000000002,VSMTP,15.4,15.4,TAMS,30.0
TAMS,"Villa Cárdenas, Tamps.",-97.804167,25.906111,VCATP,23.9,23.9,TAMS,74.2
TLAX,"Calpulalpan, Tlax.",-98.563889,19.586111,CPPTL,2.8,2.8,TLAX,95.4
TLAX,"Cuapiaxtla, Tlax.",-97.769722,19.298889000000003,CUATL,0.0,0.0,TLAX,96.0
TLAX,"El Carmen Tequexquitla, Tlax.",-97.6475,19.318056,ECTTL,7.0,7.0,TLAX,89.5
TLAX,"Huamantla, Tlax.",-97.911111,19.315832999999998,HMTTL,10.2,10.2,TLAX,123.0
TLAX,"San José Atlanga, Tlax.",-98.200556,19.556110999999998,SJATL,1.0,1.0,TLAX,163.7
TLAX,"Zacatelco, Tlax.",-98.24305600000001,19.219444,ZACTL,2.2,2.2,TLAX,235.9
TLAX,"Zitlaltepec, Tlax.",-97.908056,19.200278,ZITTL,15.0,15.0,TLAX,167.0
VER,"Acatlán, Ver.",-96.843889,19.695833,ACAVC,90.6,90.6,VER,80.5
VER,"Actopan, Ver.",-96.5875,19.495,ACTVC,4.8,4.8,VER,91.6
VER,"Altotonga, Ver.",-97.23472199999999,19.7625,ALTVC,199.8,199.8,VER,133.5
VER,"Banderillas, Ver.",-96.94444399999999,19.588889,BANVC,89.0,89.0,VER,54.0
VER,"Briones, Ver.",-96.93333299999999,19.483333,BRIVC,46.0,46.0,VER,221.9
VER,"Cardel, Ver.",-96.374444,19.364722,CRDVC,13.0,13.0,VER,75.7
VER,"Carrizal, Ver.",-96.647222,19.320278,CRRVC,7.0,7.0,VER,62.5
VER,"Cerro Gordo, Ver.",-96.697778,19.433056,CEGVC,10.3,10.3,VER,42.0
VER,"Chicomapa, Ver.",-96.853611,18.563333,CHMVC,85.9,85.9,VER,311.7
VER,"Coatepec, Ver.",-96.939444,19.453889,COAVC,37.7,37.7,VER,135.7
VER,"Coatotolapan, Ver.",-95.295833,18.144444,CTTVC,41.8,41.8,VER,186.5
VER,"Coatzacoalcos, Ver.",-94.4,18.1,COTVC,416.4,416.4,VER,85.3
VER,"Cosautlán de Carvajal, Ver.",-96.994444,19.332778,CDCVC,64.0,64.0,VER,208.0
VER,"El Higo, Ver.",-98.443889,21.777222000000002,HGOVC,41.8,41.8,VER,108.6
VER,"El Higo, Ver. SGT*",-97.458611,21.773611,ELHIGO,26.8,26.8,VER,108.0
VER,"El Naranjillo, Ver.",-96.36,19.405832999999998,ENRVC,4.0,4.0,VER,82.5
VER,"El Olivo, Ver.",-98.5125,21.840278,OLVVC,31.4,31.4,VER,54.4
VER,"El Olivo, Ver. SGT*",-98.503889,21.832222,ELOLIVO,18.4,18.4,VER,54.4
VER,"El Tejar, Ver.",-96.158333,19.068889000000002,ETEVC,44.3,44.3,VER,184.8
VER,"Garro, Ver.",-95.556944,18.270556,GARVC,85.5,85.5,VER,103.5
VER,"Huatusco, Ver.",-96.95083299999999,19.181667,HTSVC,48.0,48.0,VER,269.9
VER,"Huayacocotla, Ver.",-98.483333,20.533333,HUYVC,80.0,80.0,VER,97.0
VER,"Ingenio Concepción, Ver.",-96.88444399999999,19.604722,INCVC,42.0,42.0,VER,53.8
VER,"Jesús Carranza, Ver.",-95.033333,17.433332999999998,JCRVC,38.9,38.9,VER,106.0
VER,"La Cangrejera, Ver.",-94.330833,18.109444,LCAVC,600.5,600.5,VER,144.0
VER,"La Joya, Ver.",-97.021111,19.603610999999997,JOYVC,78.6,78.6,VER,357.0
VER,"Las Perlas, Ver.",-94.916667,17.416667,LPEVC,108.5,108.5,VER,159.2
VER,"Lauchapan, Ver.",-95.35,18.25,LAUVC,96.0,96.0,VER,428.1
VER,"Libertad, Ver.",-96.97833299999999,20.051944,LIBVC,280.4,280.4,VER,18.4
VER,"Loma Grande, Ver.",-97.231944,18.922778,LGRVC,22.0,22.0,VER,190.0
VER,"Los Hules, Ver.",-98.274167,21.160556,HLSVC,78.4,78.4,VER,20.0
VER,"Manlio Fabio Altamirano, Ver.",-96.333333,19.15,MFAVC,15.0,15.0,VER,129.0
VER,"Minzapan, Ver.",-94.771111,18.135278,MNZVC,83.7,83.7,VER,92.0
VER,"Misantla, Ver.",-96.833333,19.933332999999998,MZNVC,416.8,416.8,VER,154.9
VER,"Naolinco, Ver.",-96.872222,19.65,NAOVC,44.3,44.3,VER,86.5
VER,"Naranjal, Lerdo de Tejada, Ver.",-95.516667,18.633333,NLTVC,136.9,136.9,VER,67.3
VER,"Orizaba, Ver.",-97.1,18.85,ORZVC,87.1,87.1,VER,167.1
VER,"Otilpan, Ver.",-96.97,19.55,OTIVC,67.4,67.4,VER,121.8
VER,"Papantla, Ver.",-97.31666700000001,20.45,PPNVC,156.0,156.0,VER,45.0
VER,"Perote, Ver.",-97.238889,19.580556,PERVC,37.0,37.0,VER,18.2
VER,"Poza Rica, Ver.",-97.47833299999999,20.540833,PRCVC,71.8,71.8,VER,45.8
VER,"Presa el Moralillo, Ver.",-97.814444,21.184444,PEMVC,33.5,33.5,VER,46.0
VER,"Pánuco, Ver.",-98.17277800000001,22.053333,PNCVC,50.6,50.6,VER,12.8
VER,"Radar Alvarado, Ver.",-95.627778,18.716667,RALVC,120.5,120.5,VER,60.5
VER,"San Andrés Tuxtla AC, Ver.",-95.212778,18.450833,STXVC,61.9,61.9,VER,40.4
VER,"San José del Carmen, Ver.",-94.088889,17.873611,JDCVC,276.8,276.8,VER,177.8
VER,"San Juan Evangelista, Ver.",-95.133333,17.883333,SJEVC,27.1,27.1,VER,186.7
VER,"Sontecomapan, Ver.",-95.033333,18.516667,SONVC,400.1,400.1,VER,253.0
VER,"Tamarindo, Ver.",-96.488889,19.338889,TAMVC,20.0,20.0,VER,10.0
VER,"Tempoal, Ver.",-98.383333,21.517222,TMPVC,64.6,64.6,VER,36.9
VER,"Teocelo, Ver.",-96.966667,19.383333,TCOVC,69.0,69.0,VER,259.0
VER,"Tierra Blanca, Ver.",-96.35,18.45,TBLVC,44.7,44.7,VER,169.4
VER,"Tierra Morada, Ver.",-94.163333,17.571944000000002,TMOVC,389.0,389.0,VER,226.8
VER,"Tomata, Ver.",-97.2225,19.921944,TOMVC,261.0,261.0,VER,163.2
VER,"Totutla, Ver.",-96.950278,19.233611,TOTVC,56.7,56.7,VER,237.2
VER,"Tres Zapotes, Ver.",-95.416667,18.466667,TZAVC,205.9,205.9,VER,70.5
VER,"Tuxpan, Ver.",-97.4,20.955556,TXPVC,56.9,56.9,VER,28.0
VER,"Veracruz, Ver.",-96.111111,19.154167,VERVC,28.5,28.5,VER,170.9
VER,"Villa Tejeda, Ver.",-96.613889,19.022222,VTEVC,21.0,21.0,VER,32.0
VER,"Xalapa CFE, Ver.",-96.85,19.55,XCFVC,34.1,34.1,VER,121.7
VER,"Zalayeta, Ver.",-97.416667,19.433332999999998,ZALVC,2.0,2.0,VER,33.0
VER,"Álamo Temapache, Ver.",-97.68,20.93,ALAVC,60.1,60.1,VER,21.0
YUC,"Abala, Yuc.",-89.681111,20.649444,ABAYC,59.5,59.5,YUC,205.0
YUC,"Becanchén, Yuc.",-89.218889,19.883056,BECYC,115.8,115.8,YUC,68.5
YUC,"Cantamayec, Yuc.",-89.08166700000001,20.463055999999998,CANYC,35.0,35.0,YUC,210.9
YUC,"Chocholá, Yuc.",-89.829444,20.752778,CHOYC,29.4,29.4,YUC,135.8
YUC,"Conkal, Yuc.",-89.501111,21.078889,CONYC,6.3,6.3,YUC,125.0
YUC,"El Cuyo, Yuc.",-87.67666700000001,21.5125,CYOYC,29.6,29.6,YUC,18.5
YUC,"Emiliano Zapata, Yuc.",-89.583611,20.983889,EZAYC,73.0,73.0,YUC,218.0
YUC,"Fuerza Aérea, Yuc.",-89.64416700000001,20.935278,FAEYC,51.3,51.3,YUC,53.8
YUC,"Mococha, Yuc.",-89.4375,21.105556,MOCYC,57.6,57.6,YUC,152.1
YUC,"Muna, Yuc.",-89.711667,20.493333,MUNYC,113.8,113.8,YUC,178.4
YUC,"Organismo de Cuenca Península de Yucatán, Yuc.",-89.658056,20.984167000000003,GARYC,59.5,59.5,YUC,175.7
YUC,"Oxkutzcab, Yuc.",-89.394722,20.290556,OXKYC,54.5,54.5,YUC,71.0
YUC,"Peto, Yuc.",-88.93083299999999,20.1325,PETYC,51.0,51.0,YUC,118.0
YUC,"Progreso, Yuc.",-89.653889,21.275833,PROYC,65.1,65.1,YUC,71.4
YUC,"Ticul, Yuc.",-89.55805600000001,20.397778,TICYC,52.0,52.0,YUC,156.6
YUC,"Tizimín, Yuc.",-88.1725,21.158610999999997,TIZYC,67.7,67.7,YUC,121.3
YUC,"Valladolid, Yuc.",-88.204167,20.69,VALYC,55.4,55.4,YUC,107.9
ZAC,"Achimec, Zac.",-103.225278,22.327222,ACHZC,35.9,35.9,ZAC,96.6
ZAC,"Atolinga, Zac.",-103.45916700000001,21.811389000000002,ATGZC,35.0,35.0,ZAC,238.5
ZAC,"Chalchihuites, Zac.",-103.879722,23.471944,TCHZC,6.0,6.0,ZAC,173.0
ZAC,"El Cazadero, Zac.",-103.098333,23.693333,ELCZC,14.3,14.3,ZAC,59.7
ZAC,"El Chique, Zac.",-102.896111,21.997222,CHIZC,44.4,44.4,ZAC,232.2
ZAC,"El Saladillo, Zac.",-102.04083299999999,22.673056,ELSZC,25.5,25.5,ZAC,38.6
ZAC,"Fresnillo, Zac.",-102.890833,23.173889000000003,FREZC,48.5,48.5,ZAC,32.1
ZAC,"Genaro Codina, Zac.",-102.46,22.4875,GRCZC,57.0,57.0,ZAC,65.5
ZAC,"Guadalupe, Zac.",-102.50666700000001,22.746667000000002,GPEZC,48.5,48.5,ZAC,68.2
ZAC,"Jerez, Zac.",-103.001944,22.642778,JERZC,50.7,50.7,ZAC,98.5
ZAC,"La Bufa, Zac.",-102.56694399999999,22.778889000000003,LBUZC,44.0,44.0,ZAC,81.8
ZAC,"La Florida, Zac.",-103.60305600000001,22.686944,LFLZC,35.5,35.5,ZAC,136.1
ZAC,"Llano Blanco, Zac.",-102.660556,22.996944,LLBZC,43.8,43.8,ZAC,59.4
ZAC,"Luis Moya, Zac.",-102.251667,22.438610999999998,LMOZC,29.1,29.1,ZAC,70.1
ZAC,"Mezquital del Oro, Zac.",-103.363889,21.2125,MORZC,14.5,14.5,ZAC,211.5
ZAC,"Monte Escobedo, Zac.",-103.561667,22.306944,MRSZC,30.3,30.3,ZAC,129.9
ZAC,"Moraleños, Zac.",-102.903611,21.711111,PMOZC,40.5,40.5,ZAC,175.4
ZAC,"Nochistlán, Zac.",-102.845556,21.3575,NCTZC,31.7,31.7,ZAC,198.1
ZAC,"Palomas, Zac.",-102.798056,22.347777999999998,PALZC,43.3,43.3,ZAC,156.9
ZAC,"Río Grande, Zac.",-103.02583299999999,23.816944,RGRZC,15.2,15.2,ZAC,98.3
ZAC,"San Francisco, Zac.",-102.88444399999999,24.322222,SFOZC,9.7,9.7,ZAC,20.4
ZAC,"Santa Rosa, Zac.",-103.108889,22.923610999999998,STRZC,25.5,25.5,ZAC,81.2
ZAC,"Santa Teresa (Independencia Nacional), Zac.",-103.49583299999999,22.326667,STEZC,27.9,27.9,ZAC,162.1
ZAC,"Santiago, Zac.",-103.506111,24.288611,SGOZC,0.0,0.0,ZAC,52.6
ZAC,"Sombrerete, Zac.",-103.636667,23.638889000000002,SOMZC,8.2,8.2,ZAC,73.2
ZAC,"Teúl de González Ortega, Zac.",-103.46194399999999,21.468611,TGOZC,24.6,24.6,ZAC,198.4
ZAC,"Zacatecas, Zac.",-102.576667,22.761389,ZACZC,43.3,43.3,ZAC,59.0
