LON,LAT,EDO,CLAVE_SIH,NOMBRE,JUN
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",131.2
-90.221389,19.605833,CAMP,NYXCA,"Noh-YaxchÈ, Camp.",90.9
-90.374167,19.943333,CAMP,PETENES,"Los Petenes, Camp. SMN*",134.8
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",157
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",244.17
-102.585833,22.177222,CAMP,XPJCA,"Xpujil, Camp.",58.4
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",63.56
-107.255556,28.771667,CHIH,BACCH,"BachÌniva, Chih.",31
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del RÌo, Chih. SMN*",11
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",144.9
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",55.91
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",81.6
-106.5,29.05,CHIH,C08099,"Majalca, Chih.",19.5
-108.083333,29.216667,CHIH,c08219,"PeÒitas, Chih.",111
-107.7,28.75,CHIH,C08243,"Tejolocachi, Chih.",27.2
-105.966667,28.7,CHIH,C08270,"La Mesa, Chih.",24.53
-107.930833,30.376667,CHIH,CAGCH,"Casas Grandes, Chih.",20.13
-105.171389,27.685556,CHIH,CCOCH,"Ciudad Camargo, Chih.",54.02
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",14.03
-106.770556,26.229444,CHIH,CHNCH,"Chinat˙, Chih. SMN*",104.03
-106.167778,28.570556,CHIH,CHUCH,"Chihuahua, Chih.",15.42
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",14
-105.382222,27.576389,CHIH,CLNCH,"Ing. Andrew Weiss, Chih.",63.01
-108.541667,27.416667,CHIH,CNDCH,"Chinipas, Chih.",78.51
-106.871111,28.418611,CHIH,CUACH,"CuauhtÈmoc, Chih.",29
-106.119444,28.614722,CHIH,ERECH,"El RejÛn, Chih.",15.42
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",26.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",45.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",79.44
-107.072778,26.813056,CHIH,GRCCH,"Guerachi, Chih.",33.54
-108.305,29.133889,CHIH,GUAPOCACFE,"Guapoca, Chih. CFE*",79.6
-106.966667,26.1,CHIH,GYCCH,"Guadalupe y Calvo, Chih.",78.06
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",122.5
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",41.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",12.23
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",31.43
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",81.02
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",33
-105.254167,26.546389,CHIH,PAGCH,"Pico del ¡guila, Chih.",43.08
-105.620556,28.165278,CHIH,PFCOIMADERO,"Presa Francisco I. Madero, Chih. SGT*",17.25
-105.675556,26.917778,CHIH,PRRCH,"Parral, Chih.",43.37
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",16.22
-107.85,28.95,CHIH,TMCCH,"TemÛsachic, Chih.",41.64
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",19.52
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",120.6
-107.916944,27.215556,CHIH,URICH,"Urique, Chih. SMN*",87.88
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",46.08
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",38.54
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",28
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",139.01
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",161.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",357
-92.300278,15.124722,CHIS,ARGOVIA,"Finca Argova, Chis.",665.2
-93.8975,16.241111,CHIS,AROCP,"Arriaga, Chis.",418.91
-93.427222,17.253611,CHIS,AZAPACCFE,"Azapac, Chis. CFE*",43.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. OCFS*",72.2
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",283.4
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",382.64
-92.4875,16.308333,CHIS,CASCAJAL,"Cascajal, Chis. SGT*",184
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",161.82
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",232.2
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",106
-92.626389,16.894167,CHIS,CHENALHO,"ChenalhÛ, Chis. SGT*",0
-93.019167,16.706389,CHIS,CHIAPACORZO,"Chiapa de Corzo, Chis. SGT*",36.4
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",222
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",193.2
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",174.9
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",117.22
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",382.61
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",203.1
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",223
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. OCFS*",268.2
-93.123611,16.971111,CHIS,ELGRIJALVACFE,"El Grijalva, Chis. CFE*",270.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",207.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",315.6
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",227.4
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",535.82
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",239.8
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",249.21
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",389.04
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",342.52
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. OCFS*",516.9
-92.184722,14.626111,CHIS,ILRAYON,"Ignacio LÛpez RayÛn, Chis. OCFS*",236.5
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",240.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",228.3
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",80.93
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",166.1
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",148.3
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",174.94
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",112.6
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",35.9
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",98.12
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",214.03
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",179.1
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",0
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",181.8
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",181.51
-91.967778,15.849444,CHIS,PCONCONDIACFE,"Puente Concordia, Chis. CFE*",203.1
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",73
-93.457778,17.445,CHIS,PENITASCFE,"PeÒitas, Chis. CFE*",89.8
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",205.72
-93.383889,17.610833,CHIS,PLATANAR,"Platanar, Chis. SGT*",0
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",266.7
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",192
-93.552778,17.348333,CHIS,RCACP,"RÛmulo Calzada, Chis.",64.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",418.31
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",122.2
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",238.11
-93.078889,16.160278,CHIS,REVMEXICANACFE,"Revolucion Mexicana, Chis. CFE*",259.3
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",77.9
-92.332778,17.56,CHIS,SALTODEAGUA,"Salto de Agua, Chis. SGT*",32
-93.083333,17.55,CHIS,SANJOAQUIN,"San JoaquÌn, Chis. SGT*",0
-92.239167,15.776667,CHIS,SANMIGUELCFE,"San Miguel, Chis. CFE*",159.2
-93.741111,16.699722,CHIS,SANTALUCIAHM,"Santa LucÌa, Chis. SGT*",159
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",420.7
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",145.3
-93.331944,17.402222,CHIS,SAYULACFE,"Sayula, Chis. CFE*",138.9
-92.603056,16.727222,CHIS,SCCASASCFE,"San CristÛbal de las Casas, Chis. CFE*",163.7
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",198.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos (San CristÛbal CabaÒas), Chis.",167.03
-92.105556,15.775,CHIS,SDOCP,"Santo Domingo, Chis.",283.7
-93.056389,16.4525,CHIS,SDOMINGOCFE,"Santo Domingo, Chis. CFE*",75
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",232.2
-93.55,17.35,CHIS,SITALA,"Sitala, Chis. SGT*",177.2
-92.916667,17.5,CHIS,SJOTB,"San JoaquÌn, Chis.",144.1
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",147.93
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",380.2
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",225
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",209.3
-93.820278,16.924722,CHIS,STAMARIACFE,"Santa MarÌa, Chis. CFE*",217.9
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SMN*",115.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero, Chis. CFE*",124.9
-92.266667,14.9,CHIS,TAMCP,"Tapachula (Malpaso), Chis.",682
-92.183333,14.9,CHIS,TAPCP,"Tapachula, Chis.",359.91
-93.383333,17.425,CHIS,TAPILULA,"Tapilula, Chis. SGT*",160.8
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",159.81
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",230.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",176.04
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",235.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",200.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",43.5
-93.270833,16.233333,CHIS,VIFCP,"Villa Flores, Chis.",359.4
-92.147222,15.091111,CHIS,VTACANA,"Volc·n Tacana, Chis. SMN*",349.4
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",86.11
-93.328333,17.120833,CHIS,YAMONHOCFE,"YamonhÛ, Chis. CFE*",94.9
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",242
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",140.5
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",3
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",50.3
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",33
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",78.11
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",6
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",42
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",11.94
-100.920833,25.436111,COAH,ESLCL,"E. C. Saltillo, Coah.",62.21
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",7.02
-101.145,27.85,COAH,HSABINAS,"H. Sabinas, Coah. SGT*",0.25
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Monclova, Coah.",34.7
-101.33,27.92,COAH,NUEVAROSITA,"Nueva Rosita, Coah. SMN*",1.5
-102.181667,25.440833,COAH,PARCL,"Parras, Coah.",8.07
-100.5325,28.706667,COAH,PNGCL,"Piedras Negras, Coah.",0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",4
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",66
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",240.301
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",1.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",32.8
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",16.05
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",91.03
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",21.21
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.02
-100.898889,29.033889,COAH,ZPTCL,"Zapata, Coah.",0
-103.611389,19.248611,COL,BVSCM,"Buena Vista, Col.",138
-103.723611,18.754722,COL,CDOCM,"Cerro de Ortega, Col.",393.61
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",233.72
-103.6325,18.813056,COL,CLLCM,"Callejones, Col.",344.22
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",140.22
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",165.33
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",326.6
-103.884444,19.111389,COL,DJLCM,"Derivadora Jala (Madrid), Col.",155.93
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",111.7
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",310.04
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",97.34
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",21.76
-104.318333,19.044444,COL,MNZCM,"Manzanillo, Col.",135.7
-103.816667,19.266667,COL,PNTCM,"PeÒitas, Col.",107.7
-103.725278,19.223333,COL,RDRCM,"Radar, Col.",157.92
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",258.9
-103.9175,19.463611,COL,SMANANTLANI,"Sierra Manatl·n 1, Col. SMN*",118.8
-103.882778,18.925556,COL,TCMCM,"Tecom·n, Col.",232.02
-103.396667,18.967222,COL,TRJCM,"Solidaridad, Col.",203.84
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",168.54
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",95.23
-99.171667,19.453333,DF,CBIDF,"Escuela Naional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",175.44
-99.06,19.379722,DF,CCHO,Colegio de Ciencias y Humanidades Oriente UNAM*,16.6
-99.2,19.309722,DF,CCHS,Colegio de Ciencias y Humanidades Sur UNAM*,74.2
-99.180556,19.346667,DF,CCUDF,"Centro Universitario, Cd. de MÈx.",175.97
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",160.82
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",86.06
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",233.51
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",174.01
-99.1375,19.469722,DF,CMTDF,"Cien Metros, Cd. de MÈx.",252.46
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",207.8
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Mex. SGT*",142.21
-99.09,19.190278,DF,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",113.3
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",171.95
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",68.4
-99.131389,19.431111,DF,DDFDF,"Gobierno del D.F., Cd. de MÈx.",160
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",271.98
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",151.36
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",132.67
-99.099722,19.39,DF,ENP2,"Escuela Nacional Preparatoria 2, Cd. de MÈx. UNAM*",86.2
-99.09,19.48,DF,ENP3,"Escuela Nacional Preparatoria 3, Cd. de MÈx. UNAM*",64.4
-99.196111,19.403611,DF,ENP4,"Escuela Nacional Preparatoria 4, Cd. de MÈx. UNAM*",113
-99.159722,19.35,DF,ENP6,"Escuela Nacional Preparatoria 6, Cd. de MÈx. UNAM*",115
-99.129722,19.42,DF,ENP7,"Escuela Nacional Preparatoria 7, Cd. de MÈx. UNAM*",118.2
-99.189722,19.37,DF,ENP8,"Escuela Nacional Preparatoria 8, Cd. de MÈx. UNAM*",5.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",93.01
-99.352222,19.295,DF,EZCDF,"El Zarco, Cd. de MÈx.",195.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 (Gran Canal), Cd. de MÈx.",189.7
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",201.94
-99.066667,19.377778,DF,LU4DF,"Lumbrera 4 RÌos, Cd. de MÈx.",119.12
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",205.25
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",217.12
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",247.91
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",42.11
-99.233056,19.187778,DF,MZTDF,"Calle Mezontepec (Abasolo), Cd. de MÈx.",137.97
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca AVM Sur, Cd. de MÈx.",120.16
-99.100278,19.379167,DF,PBADF,"Planta de Bombeo Aculco, Cd. de MÈx.",52.31
-99.057778,19.433333,DF,PBCDF,"Planta de Bombeo Churubusco L., Cd. de MÈx.",100.85
-99.119444,19.486667,DF,PBLDF,"Planta de Bombeo Lindavista, Cd. de MÈx.",204.75
-99.037778,19.38,DF,PBODF,"Planta de Bombeo U. E. de Oriente, Cd. de MÈx.",111
-99.170556,19.435556,DF,PBTDF,"Planta de Bombeo Tizoc, Cd. de MÈx.",176.27
-99.2,19.413056,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",215.13
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",148.33
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento La Estrella, Cd. de MÈx.",145.48
-99.068333,19.420278,DF,PLMDF,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx.",86.3
-99.126389,19.365278,DF,PMLDF,"Planta de Bombeo Municipio Libre, Cd. de MÈx.",206.72
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",100.86
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",251.66
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",308.86
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",96.06
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",53.56
-99.163889,19.468889,DF,PSNDF,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx.",229.89
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",30.73
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",303.25
-99.126111,19.285833,DF,PVCDF,"Planta de Bombeo Villa Coapa, Cd. de MÈx.",124.15
-99.143056,19.331944,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",161.09
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",127.44
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",190.72
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",248.16
-99.028889,19.338333,DF,SCMDF,"Santa Cruz Meyehualco, Cd. de MÈx.",101.9
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",48.77
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",149.93
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",66.79
-98.960556,19.320833,DF,SSCDF,"SubestaciÛn ElÈctrica Santa Catarina, Cd. de MÈx.",132.07
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",173.4
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",200.9
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",189.43
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",95.52
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",142.73
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",156.46
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",97.54
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",108.4
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",170.68
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",238.81
-99.264444,19.359722,DF,TSLDF,"Trif. Santa LucÌa, Cd. de MÈx.",198.09
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",24.9
