Lon,Lat,Clave,Edo,Est,Tmax
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,23.46774194
-102,21.9,CNSAG,AGS,Los Conos Ags.,23.41935484
-102.68,22,CDRAG,AGS,La Codorniz Ags.,24.51612903
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,23.12903226
-102.42,22.14,PECAG,AGS,Plutarco Elías Calles Ags.,23.01612903
-102.29,22.16,PBLAG,AGS,Pabellón Ags.,22.48387097
-102.47,22.19,ANVAG,AGS,Cincuenta Aniversario Ags.,22.72258065
-102.44,22.24,PTRAG,AGS,Derivadora Pabellón Ags.,22.08064516
-102.3,22.36,CSOAG,AGS,Cosío Ags.,18.08064516
-114.72,29.73,CATAVINA,BC,Cataviña B.C. SMN*,19.32333333
-89.89,18.09,CALAKMUL,CAMP,Calakmul Camp. SMN*,29.13225806
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,28.86
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,29.51612903
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,28.22580645
-90.74,18.6,ESCCA,CAMP,Escárcega Camp.,27.7037037
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,28.68181818
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,27.37931034
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,29.61290323
-90.72,19.36,CHMCA,CAMP,Champotón Camp.,29.2962963
-90.22,19.61,NYXCA,CAMP,Noh-Yaxché Camp.,31.33333333
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,30.80645161
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,29.7
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,28.07142857
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,29.45555556
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,29.34482759
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,22.38709677
-107.97,26.94,TBRSI,CHIH,San Francisco Chih.,30.06451613
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,26.26774194
-107.91,27.22,URECH,CHIH,Urique Chih.,27.66774194
-108.54,27.42,CNDCH,CHIH,Chínipas Chih.,24.79032258
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,21.2
-105.63,28.17,FIMCH,CHIH,Francisco I. Madero Chih.,20.7
-108.21,28.21,BSSCH,CHIH,Basaseachi Chih.,17.03870968
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,19.96666667
-107.48,28.48,AGZCH,CHIH,Abraham González Chih.,17
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,20.42580645
-107.85,28.95,TMCCH,CHIH,Temósachic Chih.,18.0516129
-105.28,28.98,LLNCH,CHIH,Ing. Luis L. León Chih.,21.13333333
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,18.59032258
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,17.74193548
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,19.61290323
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,14.4516129
-107.93,30.38,CAGCH,CHIH,Casas Grandes Chih.,16.53870968
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,35.5483871
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,35
-92.72,15.35,CACCP,CHIS,Cacaluta Chis.,33.77419355
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,32.0483871
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,36.40322581
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,32.02333333
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,33.38709677
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,30.81666667
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,29.72580645
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,37.72580645
-92.67,15.92,REFCP,CHIS,Reforma Chis.,31
-93.08,16.16,REVCP,CHIS,Revolución Mexicana Chis.,29.20967742
-93.9,16.24,AROCP,CHIS,Arriaga Chis.,34.51935484
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,30.74193548
-92.78,16.4,ANGCP,CHIS,Doctor Belisario Domínguez Chis.,32.25806452
-92.8,16.55,ACACP,CHIS,Acala Chis.,30.46774194
-93.15,16.64,BOQCP,CHIS,Boquerón Chis.,31.48387097
-92.63,16.73,SCOCP,CHIS,Observatorio de San Cristóbal Chis.,21.67333333
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla Gutiérrez Chis.,29.88064516
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,28.51612903
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,29
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,30.37096774
-93.33,17.12,YAMCP,CHIS,Yamonhó Chis.,27.21428571
-93.01,17.25,TAPILULA,CHIS,Tapilula Chis. SGT*,24.07416667
-93.46,17.45,PENCP,CHIS,Ángel Albino Corzo Chis.,27.41304348
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,27.5
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,20.46129032
-101.02,25.38,STOCL,COAH,Saltillo Coah.,19.34482759
-103.45,25.54,TORCL,COAH,Observatorio de Torreón Coah.,24.22258065
-102.98,25.76,SPECL,COAH,San Pedro Coah.,23.59677419
-100.66,26.84,CDLCL,COAH,Candela Coah.,20.40740741
-101.42,26.91,MCVCL,COAH,Monclova Coah.,21.1862069
-102.06,26.98,CCGCL,COAH,Cuatro Ciénegas Coah.,22.72413793
-101,27.42,PRSCL,COAH,Progreso Coah.,20.10344828
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,19.64285714
-100.53,28.71,PNGCL,COAH,Piedras Negras Coah.,19.93333333
-100.9,29.03,ZPTCL,COAH,Zapata Coah.,17.4
-100.95,29.21,CNTCL,COAH,El Centenario Coah.,17.88888889
-100.95,29.33,CDACL,COAH,Ciudad Acuña Coah.,19.48148148
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,18.17857143
-103.72,18.75,CDOCM,COL,Cerro de Ortega Col.,33.66129032
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,32.28333333
-104.32,19.04,MNZCM,COL,Manzanillo Col.,31.49677419
-103.73,19.22,LPSCM,COL,La Posta Col.,33.20967742
-103.73,19.22,RDRCM,COL,Radar Col.,34.12903226
-103.61,19.25,BVSCM,COL,Buena Vista Col.,32.69354839
-99.2,19.3,DATDF,DF,Desviación Alta Cd. de Méx.,22.93548387
-99.17,19.45,CBIDF,DF,Escuela Nacional de Ciencias Biológicas IPN Cd. de Méx. SMN*,22.25483871
-99.07,19.47,SJADF,DF,San Juan de Aragón Cd. de Méx.,23.64516129
-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de Méx.,23.75806452
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,19.83870968
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,25.35483871
-104.67,24.03,DRGDR,DGO,Durango Dgo.,24.51612903
-104.75,24.5,CNTDR,DGO,Canatlán Dgo.,23.25806452
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,18.40322581
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,25.93548387
-105.44,25.22,SACDR,DGO,Salomé Acosta Dgo.,23.12903226
-104.07,25.26,AM2DR,DGO,Agustín Melgar Dgo. SMN*,25.46774194
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,21.5483871
-105.25,25.5,GESDR,DGO,General Escobedo Dgo.,19.41935484
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,21.16129032
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,22.41935484
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,21.61290323
-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,23.87096774
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,26.03225806
-99.75,16.76,ACUGR,GRO,Acapulco Gro. SMN*,33.2
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,33.29677419
-99.1,16.95,AYUGR,GRO,Ayutla Gro.,33.59677419
-100.47,17.14,SJEGR,GRO,San Jerónimo Gro.,32
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,33.22580645
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,30.58064516
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,29.01612903
-99.52,17.58,AERGR,GRO,Aeropuerto de Chilpancingo Gro.,29.74
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,28.22580645
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,27.38709677
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,31.61290323
-98.74,17.78,OLNGR,GRO,Olinala Gro.,37.12903226
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,19.64516129
-98.49,17.9,XXHGR,GRO,Xochihuehuetlán Gro.,33.67741935
-99.55,18.35,IGLGR,GRO,Iguala Gro.,32.18709677
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,34.37096774
-100.27,18.38,VGRGR,GRO,Vicente Guerrero Gro.,36.58064516
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,28.29032258
-100.72,20.03,ACNGJ,GTO,Acámbaro Gto.,24.61290323
-100.67,20.05,SLSGJ,GTO,Solís Gto.,24.77419355
-100.52,20.13,JCRGJ,GTO,Jerécuaro Gto.,24.46774194
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,25.40322581
-100.88,20.21,SLVGJ,GTO,Salvatierra Gto.,26.06451613
