Estado,Localidad,Edo,Clave,Lon,Lat,2018,2019,2020,Tmax,Tmin,Tmed
PUE,"Echeverría, Pue.",PUE,ECHPB,-98.28,18.97,0.0,193.0,0.0,25.41935484,5.35483871,15.38709677
PUE,"Huaquechula, Pue.",PUE,HQCPB,-98.54,18.77,0.0,144.1,0.0,27.70967742,9.774193548,18.74193548
PUE,"Huauchinango, Pue.",PUE,HUAPB,-98.05,20.18,77.6,268.6,77.6,20.0,8.517241379,14.25862069
PUE,"Huejotzingo, Pue.",PUE,HJTPB,-98.46,19.1,1.7,158.7,1.7,22.0,4.193548387,13.09677419
PUE,"Libres, Pue.",PUE,LIBPB,-97.69,19.46,7.0,122.0,7.0,23.29032258,3.935483871,13.61290323
PUE,"Oyameles, Pue.",PUE,OYAPB,-97.53,19.7,31.0,21.1,31.0,15.38709677,2.322580645,8.85483871
PUE,"Paso Carretas, Pue.",PUE,PCRPB,-97.25,18.92,24.0,76.0,24.0,19.548387100000003,3.258064516,11.40322581
PUE,"Piaxtla, Pue.",PUE,PIXPB,-98.26,18.2,0.0,130.3,0.0,32.77419355,9.935483871,21.35483871
PUE,"Quimixtlán, Pue.",PUE,QUIPB,-97.62,19.25,50.5,184.7,50.5,19.5,6.85,13.175
PUE,"Rancho Nuevo (Ayotoxco), Pue.",PUE,RNAPB,-97.4,20.12,344.0,70.5,344.0,23.86206897,16.0,19.93103448
PUE,"Tecamachalco, Pue.",PUE,TECPB,-97.75,18.88,0.0,61.7,0.0,23.22580645,4.64516129,13.93548387
PUE,"Tehuacán, Pue.",PUE,TEHPB,-97.4,18.48,0.0,25.5,0.0,23.83870968,6.322580645,15.08064516
PUE,"Tepango de Rodríguez, Pue.",PUE,TDRPB,-97.79,20.0,253.5,298.0,253.5,22.58064516,5.483870968,14.03225806
PUE,"Tepeyahualco, Pue.",PUE,TPYPB,-97.49,19.49,4.0,84.0,4.0,23.09677419,2.032258065,12.56451613
PUE,"Tetela de Ocampo, Pue.",PUE,TEOPB,-97.81,19.83,59.2,88.1,59.2,19.43333333,5.533333333,12.48333333
PUE,"Teziutlán, Pue.",PUE,TEZPB,-97.36,19.82,135.5,57.0,135.5,21.57692308,6.538461538,14.05769231
PUE,"Tlacotepec de Díaz, Pue.",PUE,TLPPB,-96.85,18.4,131.2,389.5,131.2,25.44827586,15.34482759,20.39655172
PUE,"Venustiano Carranza, Pue.",PUE,VENPB,-97.68,20.51,81.5,122.9,81.5,25.12903226,6.322580645,15.72580645
PUE,"Zacapoaxtla, Pue.",PUE,ZCPPB,-97.58,19.86,141.6,45.0,141.6,17.0,6.7241379310000005,11.86206897
PUE,"Zaragoza, Pue.",PUE,ZRGPB,-97.83,20.18,100.5,101.0,100.5,19.80645161,5.032258065,12.41935484
PUE,"Zoquitlán, Pue.",PUE,ZOQPB,-97.01,18.33,146.0,241.0,146.0,21.51612903,6.838709677000001,14.17741935
QROO,"Cancún, Q. Roo.",QROO,CANQR,-86.82,21.16,202.1,7.3,202.1,30.21785714,21.125,25.67142857
QROO,"Chetumal, Q. Roo.",QROO,CHOQR,-88.33,18.5,95.8,27.0,95.8,30.01290323,18.29354839,24.15322581
QROO,"Cozumel, Q. Roo.",QROO,COZQR,-86.95,20.51,80.5,22.9,80.5,31.34482759,20.31034483,25.82758621
QROO,"Playa del Carmen, Q. Roo.",QROO,PDCQR,-87.08,20.63,99.0,64.9,99.0,29.36,18.16666667,23.76333333
SIN,"Andrew Weiss, Sin.",SIN,AWSSI,-107.47,25.03,0.0,245.0,0.0,29.64516129,9.661290323,19.65322581
SIN,"Culiacán, Sin.",SIN,CLCSI,-107.4,24.82,0.0,108.8,0.0,27.93548387,12.11290323,20.02419355
SIN,"Estación Rancho Viejo, Sin.",SIN,RAVSI,-107.76,25.12,0.0,46.1,0.0,30.12903226,10.4516129,20.29032258
SIN,"Guamúchil, Sin.",SIN,GMCSI,-108.09,25.47,0.0,59.0,0.0,29.32258065,12.16129032,20.74193548
SIN,"Guasave, Sin.",SIN,GSVSI,-108.47,25.72,0.0,115.4,0.0,27.72580645,11.67741935,19.701612899999997
SIN,"Josefa Ortiz de Domínguez, Sin.",SIN,JORSI,-108.7,26.43,0.0,43.7,0.0,28.14516129,11.79032258,19.96774194
SIN,"José López Portillo, Sin.",SIN,JLPSI,-106.81,24.57,0.0,225.0,0.0,29.16129032,12.91935484,21.04032258
SIN,"La Cruz, Sin.",SIN,LCRSI,-106.9,23.92,0.0,70.0,0.0,30.38709677,11.93548387,21.16129032
SIN,"Las Tortugas, Sin.",SIN,TORSI,-105.85,23.09,2.5,111.5,2.5,32.83870968,12.32258065,22.58064516
SIN,"Los Mochis, Sin.",SIN,MCHSI,-109.0,25.8,0.0,20.2,0.0,26.16129032,12.72580645,19.44354839
SIN,"Mazatlán, Sin.",SIN,MZTSI,-106.4,23.23,0.0,101.7,0.0,27.68709677,16.49032258,22.08870968
SIN,"San Francisco, Sin.",SIN,TBRSI,-107.97,26.94,0.0,100.9,0.0,30.06451613,7.641935483999999,18.85322581
SIN,"San Juan, Sin.",SIN,SJNSI,-107.84,25.49,0.0,193.6,0.0,30.17741935,10.43548387,20.30645161
SIN,"San Lorenzo, Sin.",SIN,SLRSI,-107.1,24.45,0.0,35.5,0.0,31.14516129,13.72580645,22.43548387
SIN,"Siqueros, Sin.",SIN,SQRSI,-106.25,23.35,0.1,119.4,0.1,31.82258065,12.25806452,22.04032258
SLP,"Ballesmi, S.L.P.",SLP,BLMSL,-98.96,21.75,59.0,19.8,59.0,25.6,14.63571429,20.11785714
SLP,"El Pujal, S.L.P.",SLP,PUJSL,-98.94,21.85,47.6,22.4,47.6,26.17037037,14.42592593,20.29814815
SLP,"Gallinas, S.L.P.",SLP,GANSL,-99.24,21.91,16.6,9.0,16.6,25.68518519,13.19259259,19.43888889
SLP,"Micos, S.L.P.",SLP,MICSL,-99.16,22.12,11.4,63.0,11.4,23.67777778,14.25185185,18.96481481
SLP,"Requetemu, S.L.P.",SLP,RQTSL,-98.89,21.42,40.0,18.4,40.0,24.93214286,14.91785714,19.925
SLP,"San Vicente, S.L.P.",SLP,SVTSL,-98.62,21.69,62.4,19.8,62.4,24.81428571,14.96428571,19.88928571
SLP,"Tamuín, S.L.P.",SLP,TMISL,-98.77,22.0,29.0,78.6,29.0,26.63333333,15.21851852,20.92592593
SLP,"Temamatla, S.L.P.",SLP,TMTSL,-98.76,21.24,154.8,26.4,154.8,24.45,15.39285714,19.92142857
SLP,"Tierra Blanca, S.L.P.",SLP,TBLSL,-98.86,21.25,99.6,58.6,99.6,24.37241379,15.26206897,19.81724138
SON,"Altar, Son.",SON,ALTSO,-111.73,30.72,0.0,24.2,0.0,22.29032258,6.019354839,14.15483871
SON,"Arizpe, Son.",SON,ARZSO,-110.17,30.34,0.0,178.0,0.0,18.38709677,0.323225806,9.35516129
SON,"Bacanuchi, Son.",SON,BCNSO,-110.24,30.6,0.0,97.5,0.0,19.83870968,-0.35483871,9.741935483999999
SON,"Bacerac, Son.",SON,BCRSO,-108.93,30.36,1.5,123.0,1.5,18.74193548,-0.580645161,9.080645161
SON,"Cananea, Son.",SON,CNNSO,-110.29,30.98,1.8,54.3,1.8,19.21666667,3.333333333,11.275
SON,"El Cajón, Son.",SON,CJNSO,-110.74,29.47,0.0,103.9,0.0,24.74333333,3.916666667,14.33
SON,"El Oregano, Son.",SON,ORGSO,-110.71,29.23,0.0,69.7,0.0,26.548387100000003,7.64516129,17.09677419
SON,"Empalme, Son.",SON,EPLSO,-110.8,27.95,0.0,26.5,0.0,24.93225806,10.36774194,17.65
SON,"Guaymas, Son.",SON,GYMSO,-110.85,27.95,0.0,17.4,0.0,22.72580645,11.7516129,17.23870968
SON,"Hermosillo, Son.",SON,HMNSO,-110.93,29.07,0.0,95.9,0.0,25.19354839,10.27419355,17.73387097
SON,"Nogales, Son.",SON,NGLSO,-110.95,31.32,0.0,112.0,0.0,18.41034483,4.451724138,11.43103448
SON,"Sonoyta, Son.",SON,NYNSO,-112.85,31.87,9.4,31.8,9.4,19.451612899999997,3.548387097,11.5
SON,"Tesocoma, Son.",SON,TSOSO,-109.21,27.66,0.0,129.9,0.0,27.048387100000003,5.709677419,16.37903226
TAB,"Boca del Cerro, Tab.",TAB,BDCTB,-91.48,17.43,394.2,77.0,394.2,28.75,19.0,23.875
TAB,"Cárdenas, Tab.",TAB,CARTB,-93.38,18.0,218.0,104.0,218.0,27.14285714,19.05357143,23.09821429
TAB,"El Porvenir, Tab.",TAB,EPOTB,-92.81,18.04,299.7,103.5,299.7,27.94642857,18.46428571,23.20535714
TAB,"González, Tab.",TAB,GONTB,-93.0,17.98,345.3,94.6,345.3,28.03703704,18.59259259,23.31481481
TAB,"Macuspana, Tab.",TAB,MACTB,-92.6,17.77,317.8,122.6,317.8,27.75,18.89583333,23.32291667
TAB,"Pueblo Nuevo, Tab.",TAB,PNVTB,-92.88,17.85,329.0,64.3,329.0,27.64814815,17.98148148,22.81481481
TAB,"Puyacatengo, Tab.",TAB,PUYTB,-92.94,17.57,469.5,118.8,469.5,28.17857143,18.51785714,23.34821429
TAB,"Samaria, Tab.",TAB,SAMTB,-93.28,18.0,332.9,157.8,332.9,27.14,17.82,22.48
TAB,"San Pedro, Tab.",TAB,SPTTB,-91.16,17.79,175.8,110.3,175.8,29.40322581,17.58064516,23.49193548
TAB,"Tapijulapa, Tab.",TAB,TAPTB,-92.82,17.47,663.3,122.2,663.3,28.01666667,18.68333333,23.35
TAB,"Teapa, Tab.",TAB,TEATB,-92.97,17.57,411.8,121.9,411.8,29.91666667,18.95,24.43333333
TAB,"Villahermosa Muelle, Tab.",TAB,EMUTB,-92.92,17.98,371.0,65.6,371.0,28.29583333,20.47083333,24.38333333
TAMS,"Bombas Altamira, Tamps.",TAMS,BALTP,-97.93,22.39,30.2,12.0,30.2,25.45,15.24642857,20.34821429
TAMS,"La Encantada, Tamps.",TAMS,ENNTP,-99.08,23.38,9.2,23.8,9.2,22.18,10.52666667,16.35333333
TAMS,"La Servilleta, Tamps.",TAMS,LSRTP,-99.12,22.83,1.0,64.6,1.0,26.586206899999997,13.59310345,20.08965517
TAMS,"Madero, Tamps.",TAMS,MDRTP,-97.84,22.28,50.8,3.5,50.8,23.99090909,16.12272727,20.05681818
TAMS,"Matamoros, Tamps.",TAMS,MATTP,-97.52,25.83,18.5,61.0,18.5,21.86956522,10.82608696,16.34782609
TAMS,"Puerto de Valles, Tamps.",TAMS,PVLTP,-99.58,24.18,22.4,49.3,22.4,19.56296296,6.725925926,13.14444444
TAMS,"República Española, Tamps.",TAMS,RSPTP,-97.99,23.26,5.6,61.2,5.6,23.93846154,12.85,18.39423077
TAMS,"Río Frío, Tamps.",TAMS,RFRTP,-99.0,22.85,1.8,124.0,1.8,27.27931034,13.50344828,20.39137931
TAMS,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",TAMS,CDOTP,-98.6,26.24,5.0,5.1,5.0,20.72,9.16,14.94
TAMS,"S-J-3-42 Reynosa, Tamps.",TAMS,RYATP,-98.29,26.08,12.5,4.0,12.5,20.30769231,8.5,14.40384615
TAMS,"Sabinas, Tamps.",TAMS,SBNTP,-99.09,23.02,2.6,83.0,2.6,26.24482759,12.60689655,19.42586207
TAMS,"San Gabriel, Tamps.",TAMS,SGBTP,-98.79,23.08,1.4,51.0,1.4,25.11034483,12.24137931,18.67586207
TAMS,"Soto la Marina, Tamps.",TAMS,SLMTP,-98.21,23.77,73.6,9.4,73.6,25.39655172,10.63793103,18.01724138
TAMS,"Tamesí, Tamps.",TAMS,TMSTP,-98.42,22.42,21.2,28.0,21.2,26.15714286,14.30714286,20.23214286
TAMS,"Vicente Guerrero, Tamps.",TAMS,VGRTP,-98.67,23.96,48.1,38.1,48.1,24.2,11.01785714,17.60892857
TAMS,"Victoria-San Marcos, Tamps.",TAMS,VSMTP,-99.55,24.57,15.4,30.0,15.4,22.50740741,10.7037037,16.60555556
TLAX,"Cuapiaxtla, Tlax.",TLAX,CUATL,-97.77,19.3,0.0,96.0,0.0,22.0,1.967741935,11.98387097
TLAX,"Zitlaltepec, Tlax.",TLAX,ZITTL,-97.91,19.2,15.0,167.0,15.0,21.06666667,2.8,11.93333333
VER,"Acatlán, Ver.",VER,ACAVC,-96.84,19.7,90.6,80.5,90.6,16.55172414,6.448275862000001,11.5
VER,"Actopan, Ver.",VER,ACTVC,-96.59,19.5,4.8,91.6,4.8,27.32142857,19.25,23.28571429
VER,"Altotonga, Ver.",VER,ALTVC,-97.23,19.76,199.8,133.5,199.8,16.20689655,4.896551724,10.55172414
VER,"Banderillas, Ver.",VER,BANVC,-96.94,19.59,89.0,54.0,89.0,18.32258065,7.612903226,12.96774194
VER,"Briones, Ver.",VER,BRIVC,-96.93,19.48,46.0,221.9,46.0,18.09333333,7.516666667000001,12.805
VER,"Cardel, Ver.",VER,CRDVC,-96.37,19.36,13.0,75.7,13.0,28.11290323,17.58064516,22.84677419
VER,"Carrizal, Ver.",VER,CRRVC,-96.65,19.32,7.0,62.5,7.0,26.96774194,16.98387097,21.97580645
VER,"Coatotolapan, Ver.",VER,CTTVC,-95.3,18.14,41.8,186.5,41.8,26.41666667,16.46666667,21.44166667
VER,"El Higo, Ver.",VER,HGOVC,-98.44,21.78,41.8,108.6,41.8,25.71071429,14.63571429,20.17321429
VER,"El Naranjillo, Ver.",VER,ENRVC,-96.36,19.41,4.0,82.5,4.0,26.25,17.15,21.7
VER,"El Olivo, Ver.",VER,OLVVC,-98.51,21.84,31.4,54.4,31.4,25.16428571,14.63928571,19.90178571
VER,"El Tejar, Ver.",VER,ETEVC,-96.16,19.07,44.3,184.8,44.3,30.22580645,16.41935484,23.32258065
VER,"Huatusco, Ver.",VER,HTSVC,-96.95,19.18,48.0,269.9,48.0,19.18965517,6.379310345,12.78448276
VER,"Jesús Carranza, Ver.",VER,JCRVC,-95.03,17.43,38.9,106.0,38.9,26.64814815,17.36296296,22.00555556
VER,"La Joya, Ver.",VER,JOYVC,-97.02,19.6,78.6,357.0,78.6,15.71428571,3.142857143,9.428571429
VER,"Las Perlas, Ver.",VER,LPEVC,-94.92,17.42,108.5,159.2,108.5,27.03571429,16.53571429,21.78571429
VER,"Lauchapan, Ver.",VER,LAUVC,-95.35,18.25,96.0,428.1,96.0,25.80357143,15.69642857,20.75
VER,"Libertad, Ver.",VER,LIBVC,-96.98,20.05,280.4,18.4,280.4,26.14583333,17.0625,21.60416667
VER,"Loma Grande, Ver.",VER,LGRVC,-97.23,18.92,22.0,190.0,22.0,20.19354839,2.451612903,11.32258065
VER,"Los Hules, Ver.",VER,HLSVC,-98.27,21.16,78.4,20.0,78.4,25.12857143,14.08571429,19.60714286
VER,"Manlio Fabio Altamirano, Ver.",VER,MFAVC,-96.33,19.15,15.0,129.0,15.0,27.03793103,17.20689655,22.12241379
VER,"Minzapan, Ver.",VER,MNZVC,-94.77,18.14,83.7,92.0,83.7,25.05555556,17.42592593,21.24074074
VER,"Naolinco, Ver.",VER,NAOVC,-96.87,19.65,44.3,86.5,44.3,18.61111111,8.777777777999999,13.69444444
VER,"Naranjal, Lerdo de Tejada, Ver.",VER,NLTVC,-95.52,18.63,136.9,67.3,136.9,26.69230769,17.84615385,22.26923077
VER,"Orizaba, Ver.",VER,ORZVC,-97.1,18.85,87.1,167.1,87.1,21.73333333,11.38888889,16.56111111
VER,"Otilpan, Ver.",VER,OTIVC,-96.97,19.55,67.4,121.8,67.4,18.75,9.25,14.0
VER,"Pánuco, Ver.",VER,PNCVC,-98.17,22.05,50.6,12.8,50.6,25.54642857,15.48214286,20.51428571
VER,"San José del Carmen, Ver.",VER,JDCVC,-94.09,17.87,276.8,177.8,276.8,26.56896552,16.05172414,21.31034483
VER,"San Juan Evangelista, Ver.",VER,SJEVC,-95.13,17.88,27.1,186.7,27.1,27.68333333,18.68333333,23.18333333
VER,"Sontecomapan, Ver.",VER,SONVC,-95.03,18.52,400.1,253.0,400.1,25.27777778,14.74074074,20.00925926
VER,"Tamarindo, Ver.",VER,TAMVC,-96.49,19.34,20.0,10.0,20.0,25.76923077,19.46153846,22.61538462
VER,"Tempoal, Ver.",VER,TMPVC,-98.38,21.52,64.6,36.9,64.6,26.59642857,14.37857143,20.4875
VER,"Tierra Blanca, Ver.",VER,TBLVC,-96.35,18.45,44.7,169.4,44.7,26.6,17.26666667,21.93333333
VER,"Tierra Morada, Ver.",VER,TMOVC,-94.16,17.57,389.0,226.8,389.0,26.42857143,18.05357143,22.24107143
VER,"Totutla, Ver.",VER,TOTVC,-96.95,19.23,56.7,237.2,56.7,21.14814815,9.444444444,15.296296300000002
VER,"Tuxpan, Ver.",VER,TXPVC,-97.4,20.96,56.9,28.0,56.9,24.35172414,16.5,20.42586207
VER,"Veracruz, Ver.",VER,VERVC,-96.11,19.15,28.5,170.9,28.5,26.796296299999998,19.31481481,23.05555556
VER,"Villa Tejeda, Ver.",VER,VTEVC,-96.61,19.02,21.0,32.0,21.0,26.74193548,16.19354839,21.46774194
VER,"Xalapa CFE, Ver.",VER,XCFVC,-96.85,19.55,34.1,121.7,34.1,19.75925926,10.33333333,15.046296300000002
VER,"Álamo Temapache, Ver.",VER,ALAVC,-97.68,20.93,60.1,21.0,60.1,23.36206897,15.32758621,19.34482759
YUC,"Abala, Yuc.",YUC,ABAYC,-89.68,20.65,59.5,205.0,59.5,27.38709677,11.62903226,19.50806452
YUC,"Cantamayec, Yuc.",YUC,CANYC,-89.08,20.46,35.0,210.9,35.0,29.0,16.43333333,22.71666667
YUC,"Chocholá, Yuc.",YUC,CHOYC,-89.83,20.75,29.4,135.8,29.4,30.05,16.86666667,23.45833333
YUC,"Conkal, Yuc.",YUC,CONYC,-89.5,21.08,6.3,125.0,6.3,28.12903226,13.61290323,20.87096774
YUC,"El Cuyo, Yuc.",YUC,CYOYC,-87.68,21.51,29.6,18.5,29.6,28.56666667,19.86666667,24.21666667
YUC,"Emiliano Zapata, Yuc.",YUC,EZAYC,-89.58,20.98,73.0,218.0,73.0,28.8,18.03333333,23.41666667
YUC,"Fuerza Aérea, Yuc.",YUC,FAEYC,-89.64,20.94,51.3,53.8,51.3,30.69285714,18.33571429,24.51428571
YUC,"Mococha, Yuc.",YUC,MOCYC,-89.44,21.11,57.6,152.1,57.6,28.80645161,14.12903226,21.46774194
YUC,"Muna, Yuc.",YUC,MUNYC,-89.71,20.49,113.8,178.4,113.8,30.5,16.12068966,23.31034483
YUC,"Organismo de Cuenca Península de Yucatán, Yuc.",YUC,GARYC,-89.66,20.98,59.5,175.7,59.5,28.26666667,16.43333333,22.35
YUC,"Oxkutzcab, Yuc.",YUC,OXKYC,-89.39,20.29,54.5,71.0,54.5,28.72580645,11.64516129,20.18548387
YUC,"Peto, Yuc.",YUC,PETYC,-88.93,20.13,51.0,118.0,51.0,30.38709677,14.0483871,22.21774194
YUC,"Progreso, Yuc.",YUC,PROYC,-89.65,21.28,65.1,71.4,65.1,28.13461538,18.82692308,23.48076923
YUC,"Ticul, Yuc.",YUC,TICYC,-89.56,20.4,52.0,156.6,52.0,28.63793103,15.12068966,21.87931034
YUC,"Tizimín, Yuc.",YUC,TIZYC,-88.17,21.16,67.7,121.3,67.7,27.95,15.56666667,21.75833333
YUC,"Valladolid, Yuc.",YUC,VALYC,-88.2,20.69,55.4,107.9,55.4,29.69333333,17.68666667,23.69
ZAC,"Achimec, Zac.",ZAC,ACHZC,-103.23,22.33,35.9,96.6,35.9,24.20967742,2.741935484,13.47580645
ZAC,"Atolinga, Zac.",ZAC,ATGZC,-103.46,21.81,35.0,238.5,35.0,17.09677419,1.0,9.048387097
ZAC,"El Cazadero, Zac.",ZAC,ELCZC,-103.1,23.69,14.3,59.7,14.3,22.06451613,2.112903226,12.08870968
ZAC,"El Saladillo, Zac.",ZAC,ELSZC,-102.04,22.67,25.5,38.6,25.5,22.12903226,-0.516129032,10.80645161
ZAC,"Guadalupe, Zac.",ZAC,GPEZC,-102.51,22.75,48.5,68.2,48.5,20.77419355,5.167741935,12.97096774
ZAC,"La Bufa, Zac.",ZAC,LBUZC,-102.57,22.78,44.0,81.8,44.0,15.88709677,7.45483871,11.67096774
ZAC,"La Florida, Zac.",ZAC,LFLZC,-103.6,22.69,35.5,136.1,35.5,25.29032258,-0.9032258059999999,12.19354839
ZAC,"Moraleños, Zac.",ZAC,PMOZC,-102.9,21.71,40.5,175.4,40.5,27.09677419,7.2258064520000005,17.16129032
ZAC,"Nochistlán, Zac.",ZAC,NCTZC,-102.85,21.36,31.7,198.1,31.7,24.17741935,2.806451613,13.49193548
ZAC,"Palomas, Zac.",ZAC,PALZC,-102.8,22.35,43.3,156.9,43.3,21.62903226,2.177419355,11.90322581
ZAC,"Río Grande, Zac.",ZAC,RGRZC,-103.03,23.82,15.2,98.3,15.2,21.93548387,1.338709677,11.63709677
ZAC,"Santa Rosa, Zac.",ZAC,STRZC,-103.11,22.92,25.5,81.2,25.5,20.06451613,3.419354839,11.74193548
ZAC,"Santa Teresa (Independencia Nacional), Zac.",ZAC,STEZC,-103.5,22.33,27.9,162.1,27.9,22.22580645,5.112903226,13.66935484
ZAC,"Santiago, Zac.",ZAC,SGOZC,-103.51,24.29,0.0,52.6,0.0,16.38709677,3.758064516,10.07258065
ZAC,"Sombrerete, Zac.",ZAC,SOMZC,-103.64,23.64,8.2,73.2,8.2,22.12903226,5.012903226000001,13.57096774
ZAC,"Zacatecas, Zac.",ZAC,ZACZC,-102.58,22.76,43.3,59.0,43.3,19.87096774,7.693548387000001,13.78225806
