Lon,Lat,Clave,Edo,Est,Tmin
-99.07,19.47,SJADF,DF,San Juan de Aragón Cd. de Méx.,8.857142857
-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de Méx.,8.964285714
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,5.982142857
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,6.607142857
-104.7,24,CAGDR,DGO,Campo Agrícola Dgo.,5.057692308
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,5.214285714
-104.67,24.03,DRGDR,DGO,Durango Dgo.,7.146428571
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,5.321428571
-104.75,24.5,CNTDR,DGO,Canatlán Dgo.,3.75
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,3.410714286
-103.08,24.61,SELDR,DGO,Santa Elena Dgo.,6.5
-106.54,24.7,TDRDR,DGO,El Tule del Real Dgo.,15.83928571
-103.7,24.87,CNCDR,DGO,Cuencamé Dgo.,10.28571429
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,13.05357143
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,5.821428571
-105.44,25.22,SACDR,DGO,Salomé Acosta Dgo.,4.035714286
-104.11,25.23,NZSDR,DGO,Nazas Dgo.,8.75
-104.07,25.26,AM2DR,DGO,Agustín Melgar Dgo. SMN*,4.566666667
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,11.18518519
-105.25,25.5,GESDR,DGO,General Escobedo Dgo.,7.32
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,10.73214286
-105.02,25.59,LCRDR,DGO,Lázaro Cárdenas Dgo.,7.25
-103.85,25.82,MPMDR,DGO,Mapimí Dgo.,11.42857143
-105.96,25.93,GNCDR,DGO,Guanacevit Dgo.,-3.428571429
-105.37,25.95,SMODR,DGO,Santa María del Oro Dgo.,1.607142857
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,8.107142857
-106.37,26.13,ROSDR,DGO,La Rosilla Dgo.,-7.019230769
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,3.785714286
-105.56,26.44,SGBDR,DGO,San Gabriel Dgo.,2.619047619
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,2.62
-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,5.964285714
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,21
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,15.10714286
-99.24,16.76,LDGGR,GRO,Las Vigas Gro.,17.28
-99.75,16.76,ACUGR,GRO,Acapulco Gro. SMN*,18.48148148
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,20.88928571
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,22.53333333
-99.1,16.95,AYUGR,GRO,Ayutla Gro.,17.68421053
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,20.45
-99.78,16.97,K21GR,GRO,km 21 Gro.,18.66666667
-100.09,17.01,CDBGR,GRO,Coyuca de Benítez Gro.,19.18181818
-100.47,17.14,SJEGR,GRO,San Jerónimo Gro.,20.78571429
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,18.52380952
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,19.66666667
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,20.89473684
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,12.5625
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,15.32142857
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,11.53461538
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,12.66666667
-99.52,17.58,AERGR,GRO,Aeropuerto de Chilpancingo Gro.,15.70714286
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,15.07142857
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,11.775
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,11.10714286
-98.74,17.78,OLNGR,GRO,Olinala Gro.,14.17857143
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,9.071428571
-101.54,17.86,ZHTGR,GRO,Zihuatanejo Gro.,22
-98.49,17.9,XXHGR,GRO,Xochihuehuetlán Gro.,13.61538462
-99.55,18.35,IGLGR,GRO,Iguala Gro.,17.64642857
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,18.55357143
-100.27,18.38,VGRGR,GRO,Vicente Guerrero Gro.,15.18181818
-101,18.42,LCLGR,GRO,La Calera Gro.,13.88636364
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,14.14285714
-100.72,20.03,ACNGJ,GTO,Acámbaro Gto.,9.115384615
-100.67,20.05,SLSGJ,GTO,Solís Gto.,8.785714286
-100.52,20.13,JCRGJ,GTO,Jerécuaro Gto.,5.732142857
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,6.892857143
-100.88,20.21,SLVGJ,GTO,Salvatierra Gto.,9.035714286
-101.36,20.28,LJIGJ,GTO,Las Jícamas Gto.,9.142857143
-100.75,20.28,TARGJ,GTO,Tarimoro Gto.,8.803571429
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,7.785714286
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,7.482142857
-101.18,20.39,VDSGJ,GTO,Valle de Santiago Gto.,7.076923077
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,6.946428571
-101.52,20.43,ABSGJ,GTO,Abasolo Gto.,11.35714286
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,12.08
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,10.30357143
-100.95,20.48,CRTGJ,GTO,Cortázar Gto.,9.788461538
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,6.142857143
-101.13,20.52,PERGJ,GTO,Pericos Gto.,7.035714286
-100.82,20.53,CLYGJ,GTO,Celaya Gto.,9.232142857
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,9.038461538
