LON,LAT,EDO,CLAVE,ESTACION,JUL
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo",107.5
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",142.3
-104.751944,23.960278,DGO,GVHDR,"Guadalupe Victoria, Dgo. (hidro)",132.9
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",18
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",50.4
-103.283889,25.068056,DGO,LFLDR,"La Flor, Dgo.",16
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",132.2
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",109.6
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",35
-105.0475,23.899167,DGO,NAVDR,"NavÌos Viejos, Dgo.",84.9
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",12
-104.655556,24.237222,DGO,PA2DR,"PeÒa del ¡guila, Dgo. (hidro)",85.5
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",85.5
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",16.6
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",42.5
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",89.6
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",62.3
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",51.6
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",15.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",78.6
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",67
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",70
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",74.4
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",20
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",240.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",78
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",32.2
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",25.4
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",55.6
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",153.9
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",33
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",226.8
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",62.1
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",89
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",67
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",87
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",154.3
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",87
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",102.2
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",120.6
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",91.5
-100.5,18.154167,GRO,AJCGR,"Ajuchitl·n, Gro.",134.9
-99.799722,16.751111,GRO,AOMGR,"Observatorio de Aeropuerto de Acapulco, Gro.",65.5
-100.44,17.209444,GRO,ATOYAC,"Atoyac SMN, Gro.",53.8
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",95.8
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",186.6
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",254
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",201
-99.936667,16.728333,GRO,CBTGR,"CBTIS 14, Gro.",85.5
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",94
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",44
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",147.3
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",141
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",107.9
-99.914722,16.879722,GRO,CPRGR,"Colonia Progreso (Calle Durango), Gro.",109.4
-99.851944,16.903889,GRO,CSMGR,"Colonia SimÛn BolÌvar, Gro.",20.5
-99.831944,16.855556,GRO,CUHGR,"Coloso (Unidad Habitacional el Coloso), Gro.",128
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",38
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",243.2
-99.878889,16.874444,GRO,GTAGR,"La Garita (T˙nel Alto), Gro.",151.3
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",317.4
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",270.4
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",196.3
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",139.1
-99.925278,16.873611,GRO,JNAGR,"Juan N. ¡lvarez, Gro.",141.8
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",71.5
-99.845556,16.932222,GRO,LCIGR,"L·zaro C·rdenas (Col. Industrial), Gro.",63.1
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",83.6
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",76
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",146.2
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",270.4
-99.918889,16.855,GRO,LMRGR,"La Mira, Gro.",174
-99.887778,16.895833,GRO,MAGGR,Magallanes (4 Etapa FOVISSSTE) Gro.,54.9
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",403.2
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",85.5
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",113.5
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",307
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",389.1
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",204
-99.915556,16.885,GRO,PSCGR,"Palma Sola-CamarÛn, Gro.",240
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",265.8
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",145.5
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",51.5
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",258.5
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",190.7
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",84.8
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",214.7
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",108.6
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",208.4
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",200.8
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",250.1
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",141.4
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",112.3
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",191.4
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",203.5
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",165.1
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",129.2
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",100.3
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",111.6
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",186.1
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",170.2
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",149.4
-100.899722,20.280278,GTO,CBOGJ,"El Cubo, Gto. SGT*",27
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",158.6
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",243
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",154.6
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",172.5
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",241.3
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",120.8
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",110.2
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",162.1
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",70
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",130.9
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",195.1
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",186.3
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",179.2
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",165.2
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",228
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",190.7
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",80.2
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",200.5
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",150.1
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",209.3
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",190.1
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",188
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",211
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",114
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",71.5
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",137.5
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",88
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",51
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",152.3
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",105.5
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",41.7
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",244
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",82.9
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",185.6
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",193.6
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",44.9
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",126.1
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",120.7
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",134.3
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",102.3
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",138.5
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",162.1
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",243.9
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",154.5
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",183.5
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",19
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",46.4
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",110.5
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",69.5
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",72
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",33.2
-98.128889,20.136111,HGO,LAGUNASGT,"La Laguna, Hgo. SGT*",155.5
-99.348056,20.056667,HGO,LASROSAS,"Las Rosas, Hgo. OCAVM*",11.8
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",70
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",85.5
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",122.3
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",80.5
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",30.2
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",21
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",70.5
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",21
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",53.1
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",154
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",1.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",150.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",147.4
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",132.5
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",232.2
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",297.9
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",286.5
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",120.7
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",162.9
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",220.9
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",288.6
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",157.4
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",231.6
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",215.2
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",128
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",256.6
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",208.9
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",94.4
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",476
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",281.3
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",240.2
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",77.4
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",354.6
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",362
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",367.8
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",122.4
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",244.5
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",241
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",166.8
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",206.4
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",277.3
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",175.3
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",76.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",163.4
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",268.7
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",126.2
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",237.5
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",180.9
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",161.9
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",21
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",161.9
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",232
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",102.1
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",259.4
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",180.4
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",119.1
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",216.9
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",248.2
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",272.5
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",282
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",334.3
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",209.4
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",112.8
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",242.1
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",244.3
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",124.4
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",226.6
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",149.1
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",84.6
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",131.1
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",161.9
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",90.3
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",204.6
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",244.3
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",114.5
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",176.6
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",142
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",217
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",123.7
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",101.6
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",138.2
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",183.3
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",195.6
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",188.5
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",148.1
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",131.7
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",202.2
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",185.4
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",147.6
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",156.7
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",234
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",178.2
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",107.9
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",204.6
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",125
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",179.1
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",147.8
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",218.9
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",119.2
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",132.1
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",252
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",143.3
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",102
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",171.5
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",327
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",157.8
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",132.4
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",176.8
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",181.1
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",199.2
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",218.9
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",212.4
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",245.2
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",168.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",142.1
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",199.1
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",325.6
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",198.6
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",204.8
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",229.9
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",111.8
-102.371667,19.082778,MICH,APAMC,"Apatzing·n, Mich. SMN*",101
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",177.5
-101.669722,19.925556,MICH,ARMMC,"Aristeo Mercado SGT, Mich.",189.4
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",174
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",164.5
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",190
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",227.6
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",92
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",117.3
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",209.4
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",138.9
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",129.6
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",22
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",169.9
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",262.5
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",39.3
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",253.5
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",45.1
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",83
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",32.2
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",170
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",71.1
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",103.5
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",100.8
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",117.5
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",60.2
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",195
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",117.3
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",207.6
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",184
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",177.4
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",119.4
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",317.5
-100.618889,20.277778,MICH,P3MEZQUITES,"Presa Tres Mezquites, Mich. SGT*",54.8
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",84
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",33.2
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",158.3
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",181.6
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",164.4
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",193.8
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",147.2
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",246.1
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",288
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",78.7
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",184.7
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",186.7
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",200.6
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",158.4
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",157.6
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",204.1
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",107.5
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",104.4
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",236.4
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",158.1
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",261.5
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",234.2
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",121.7
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",171.2
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",246
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",111.3
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",164.9
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",182.5
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",191.4
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",404.8
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",133.2
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",205.3
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",186.5
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",148.2
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",128.9
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",137.3
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",174
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",76.8
