LON,LAT,EDO,CLAVE,ESTACION,JUL
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",84
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",140.3
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",143.1
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",182.1
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",231
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",213.6
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",247.3
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",155.5
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",110.2
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",154.7
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",160.9
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",154.2
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",187.8
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",178.5
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",179.7
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",269.5
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",103.2
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",71.9
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",131.4
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",93.3
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",197.1
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",107
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",177.9
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",148.7
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",170.4
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",161.4
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",90.3
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",113
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",370.1
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",210.8
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",345.1
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",238.4
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",150.4
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",305.7
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",134.8
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",251.7
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",301.9
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",259.9
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",5
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",5
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",61.3
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",38
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",27.9
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",71
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",37.5
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",32.3
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",99.3
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",15.8
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",27
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",16
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",19
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",40.3
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",83
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",0
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",7.6
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",65
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",58
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",57.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",94
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",66.5
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",66
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",44
-99.195833,26.023611,NL,LOSALDAMA,"Los Aldama, N.L. SMN*",20
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",8.3
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",31.3
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",12.7
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",19.5
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",38.6
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",19.5
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",47
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",21
-100.271667,26.509722,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",50.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",63.6
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",87
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",138
-102.184167,21.738611,OAX,AMTOX,San Antonino Monte Verde,70
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",121.1
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",61.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",66.1
-96.716667,17.066667,OAX,BAEOX,"Base AÈrea, Oax.",118.7
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",71.5
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",185.5
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",290.2
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",156
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",130.1
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",130
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",239.8
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",27.6
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",167.5
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",199.8
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",56.7
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",398
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",40
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",41.2
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",63.1
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",213.9
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",146.3
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",77.4
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",43.5
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",294.2
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",142.5
-96.779722,18.360278,OAX,NAROX,"Naranjastitla, Oax.",274.8
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",54.6
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",196.7
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",171
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",282.1
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",27.9
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",102.8
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",495.8
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",90.8
-102.197222,22.007222,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",187.9
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",114.2
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",250.3
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",89.5
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",102.3
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",290
-102.189167,21.826667,OAX,SLAOX,"Silacayo·pam, Oax.",166.2
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",93.3
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",181.8
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",222.6
-102,21.896389,OAX,STTOX,"Santiago Teotongo, Oax.",105.4
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",64
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",171.6
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",229.8
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",49.2
-102.356944,22.121667,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",128.5
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",499
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",293.4
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",81
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",303
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",102.5
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",210.6
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",106.2
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",179.9
-102.788333,21.8075,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",264.5
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",19.7
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",201.6
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",77.2
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",295.1
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",158
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",61.5
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",132.6
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",171.4
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",117
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue. CFE.",236.1
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",229.9
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",58
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",222
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",115.4
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",141.2
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",152.9
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",284.4
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",111.1
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",145.9
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",285.9
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",418
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",193
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",158.7
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",144.1
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",268.6
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",81.2
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",113
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",122
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",203.8
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",127.6
-98.002222,20.216389,PUE,NECAXASGT,"Necaxa, Pue. SGT*",236
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",385.6
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",21.1
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",149.3
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",76
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",130.3
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",176.6
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",230.8
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",184.7
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",70.5
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",181.9
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",285.1
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",258.5
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",148.1
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue. CFE.",176.6
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",298
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",61.7
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",25.5
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",109.7
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",88.1
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",354.1
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",7
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",183.8
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",57
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",389.5
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",50
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",84
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",456.9
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",122.9
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",363.4
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",45
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",241
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",101
-100.269444,20.704167,QRO,AMZQT,"Amazcala, Qro. SGT*",42.6
-100.354167,20.5025,QRO,BATQT,"El Bat·n, Qro.",109
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",73
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",42.4
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",76
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",65
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",48.7
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",104.3
-100.23,20.62,QRO,MARQT,"El MarquÈs, Qro.",57.3
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",100.2
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",24.2
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",47.5
-86.886944,21.142778,QROO,CANCUN_ESIME,"Canc˙n, Q. Roo. SMN* ESIME",5.8
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",7.3
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",27
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",22.9
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",64.9
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",143.9
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",15.5
-107.383333,25.090278,SIN,AL2SI,"El Varejonal (hidro), Sin.",189.6
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",155.5
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",245
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",287.5
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",176.1
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",108.8
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",44
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",48
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",136.5
-108.316667,26.083333,SIN,GB2SI,"El Sabinal (hidro), Sin.",18
-108.3275,28.95,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",18
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz Ord·z, Sin.",142.2
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",137
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",59
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",115.4
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",8.3
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",88.4
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",164
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",225
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",43.7
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",70
-108.35,26.904167,SIN,LD2SI,HUITES (HIDRO),76.8
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",150.3
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",20.2
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",101.7
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",36.8
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",147.9
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",111.1
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",46.1
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",83
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",93.1
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",193.6
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",35.5
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.",179
-107.158333,24.813889,SIN,SN2SI,"Sanalona (hidro), Sin.",184.2
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",110.3
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",119.4
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",100.9
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",111.5
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",218
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",76.5
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",19.8
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",1
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",9
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",16.7
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",34.1
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",63
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",49.2
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",74.4
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",16.7
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",3.2
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",22.4
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",18.4
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",7.3
-98.611667,21.68,SLP,SANVICENTE,"San Vicente, S.L.P. SGT*",19.8
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",6.8
-101.019167,22.148056,SLP,SLPSL,"San Luis PotosÌ, S.L.P.",14.5
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",19.4
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",19.8
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",58.6
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",78.6
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",26.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",157.5
-102.371667,21.78,SON,AGCSO,"Agua Caliente, Son.",71
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",236.1
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",24.2
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",53.6
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",163.2
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",148.3
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",87.1
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",178
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",97.5
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",123
-109.666667,26.95,SON,BSCSO,"Basconcobe, Son.",22
-109.968333,27.3,SON,C1CSO,"Calle Mil Doscientos y Canal Bajo, Son.",11.5
-110.013056,27.483889,SON,C2CSO,"Calle Doscientos y Canal Bajo, Son.",94.1
-109.979722,27.410278,SON,C6CSO,"Calle Seiscientos y Canal Bajo, Son.",33.1
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",156.4
-109.904444,27.776667,SON,CHCSO,"Chiculi, Son.",25.5
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",6.5
-109.495,27.011944,SON,CINSO,"Casa del Ciano, Son.",69
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",103.9
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",54.3
-109.938056,27.5,SON,COBSO,"Ciudad ObregÛn, Son.",118.8
-110.180278,27.300556,SON,CP1SO,"Calle Cuatro y ProlongaciÛn Doce, Son.",5.1
-110.248611,27.425556,SON,CP6SO,"Calle Cuatro y ProlongaciÛn Seis, Son.",22.6
-109.636944,27.244167,SON,CRCSO,"C·rcamo, Son.",67
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",109.5
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",114.6
-110.8,27.95,SON,EPLSO,"Empalme, Son.",26.5
-109.629167,26.906944,SON,ETCSO,"Etchojoa, Son.",44.5
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",17.4
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",87.1
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",95.9
-109.904167,27.713056,SON,HORSO,"Hornos, Son.",40
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",185
-109.630556,26.822778,SON,HTBSO,"Huatabampo, Son.",12.6
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",37.2
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",52.3
-109.701944,26.801944,SON,JPRSO,"J˙pare, Son.",3
-109.6,27.1,SON,K10SO,"km 108 de Canal Alto, Son.",50.5
-109.896389,27.706667,SON,K14SO,"km 14 de Canal Alto, Son.",60.5
-108.8725,27.642222,SON,K25SO,"km 25 de Canal Alto, Son.",28.1
-109.873889,27.560278,SON,K39SO,"km 39 de Canal Alto, Son.",117
-109.858611,27.354444,SON,K68SO,"km 68 de Canal Alto, Son.",31.5
-109.933333,27.483333,SON,K91SO,"km 91 de Canal Alto, Son.",68
-109.378889,30.437778,SON,LCDSO,"L·zaro C·rdenas, Son.",76.4
-109.710833,26.878611,SON,LNDSO,"Lindero, Son.",15
-109.402222,26.806667,SON,MMNSO,"Mumuncuera, Son.",10
-110.137778,29.003611,SON,MZTSO,"Mazat·n, Son.",126.5
-109.542778,27.076944,SON,NCHSO,"Nachuquis, Son.",52
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",112
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",78.1
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",31.8
-110.706111,29.229722,SON,ORGSO,"El Oregano, Son.",69.7
-109.083333,29.433333,SON,PDNSO,"Paso Nacori, Son.",139.7
-109.642222,28.976667,SON,PECSO,"Plutarco ElÌas Calles, Son.",130.3
-109.930278,27.598333,SON,PFDSO,"Porfirio DÌaz, Son.",27.1
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo FÈlix ValdÈs, Son.",44
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",108.7
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",35.5
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",85.7
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",140
-110.239167,28.713333,SON,SJPSO,"San JosÈ de Pimas, Son.",131.5
-114.783333,32.483333,SON,SLCSO,"San Luis RÌo Colorado, Son.",0
-109.453333,26.918333,SON,SNHSO,"Sinahuiza, Son.",40
-109.623611,27.025833,SON,SPESO,"San Pedro, Son.",51
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",38.9
-109.358333,27.171111,SON,TESSO,"Tesia, Son.",54.6
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",120.1
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",129.9
-110.289722,27.643611,SON,VCMSO,"VÌcam, Son.",42
-109.841944,27.125556,SON,VJZSO,"Villa Ju·rez, Son.",16
-108.927778,28.371389,SON,YCRSO,"YÈcora, Son.",194.7
-93.488333,17.546667,TAB,AMACONITE2ASEC,"Amacohite 2a SecciÛn P. Civil, Tab.",90
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",77
-93.413611,17.808889,TAB,CARTB,"C·rdenas, Tab.",104
-91.229167,17.289722,TAB,CUSUMACINTA,"CaÒÛn Usumacinta, Tab. SMN*",87.2
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",65.6
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",103.5
-93,17.975,TAB,GONTB,"Gonz·lez, Tab.",94.6
