Lon,Lat,Clave,Edo,Est,Tmin
-91.73,16.91,YAQUINTELA,CHIS,Yaquintela Chis. SGT*,19.9516129
-101.12,29.15,CBRCL,COAH,Cabeceras Coah.,21
-100.52,18.08,AFIGR,GRO,Andrés Figueroa Gro.,23.44117647
-98.13,20.14,LAGUNASGT,HGO,La Laguna Hgo. SGT*,13.74366667
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,16.11612903
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,18.75
-100.01,25.27,AL2NL,NL,Allende Dos N. L.,20.03703704
-96.72,15.81,COZOX,OAX,San Francisco Cozoaltepec Oax.,19.41666667
-95.48,16.59,RHOOX,OAX,Río Hondo Oax.,22.44444444
-96.85,18.4,TLPPB,PUE,Tlacotepec de Díaz Pue.,20.5483871
-98,20.22,NECAXASGT,PUE,Necaxa Pue. SGT*,18.14533333
-87.49,21.1,KANTUNILKIN,QROO,Kantunilkín Q. Roo. SMN*,23.46129032
-86.89,21.14,CANCUN_ESIME,QROO,Cancún Centro Q. Roo. SMN*,26.78
-109.97,27.61,TAJIMAROA,SON,Tajimaroa Son. SGT*,11.26774194
-110.3,27.64,VICAM,SON,Vícam Son. SGT*,14.57096774
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,15.90322581
-98.63,22.49,NVAAPOLONIA,TAMPS,Nueva Apolonia Tamps. SGT*,25.39677419
-99.15,22.99,AHUALULCOTP,TAMPS,Ahualulco Tamps. SGT*,24.86774194
-99.15,23.05,GOMEZFARIAS,TAMPS,Gomez Farias Tamps. SGT*,23.76111111
-98.37,24.05,ABASOLO,TAMPS,Abasolo Tamps. SGT*,24.32580645
-99.22,24.1,BARRETALI,TAMPS,Barretal Uno Tamps. SGT*,23.33870968
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,24.57741935
-99.61,18.55,TAXGR,GRO,Taxco Gro.,18.06896552
-102.37,21.78,NGRAG,AGS,El Niagara Ags.,10.09677419
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,9.903225806
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,11.72258065
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,13.52258065
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,15.46666667
-102,21.9,CNSAG,AGS,Los Conos Ags.,10.91935484
-102.68,22,CDRAG,AGS,La Codorniz Ags.,13.5
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,13.29032258
-102.42,22.14,PECAG,AGS,Plutarco Elías Calles Ags.,13.9516129
-102.29,22.16,PBLAG,AGS,Pabellón Ags.,13.06451613
-102.47,22.19,ANVAG,AGS,Cincuenta Aniversario Ags.,13.98518519
-102.14,22.2,PTOAG,AGS,Puerto de la Concepción Ags.,13.33870968
-102.44,22.24,PTRAG,AGS,Derivadora Pabellón Ags.,13.69354839
-102.3,22.36,CSOAG,AGS,Cosío Ags.,8.903225806
-114.72,29.73,CATAVINA,BC,Cataviña B.C. SMN*,10.38709677
-114.85,31.03,SFLBN,BC,San Felipe B.C.,18.72
-116.6,31.89,ELZBN,BC,Emilio López Zamora B.C.,11.88888889
-115.15,32.41,ENLBN,BC,Ejido Nuevo León B.C.,14.66956522
-116.91,32.44,ALRBN,BC,Abelardo L. Rodríguez B.C.,12.76470588
-116.83,32.47,EFLBN,BC,El Florido B.C.,11.96428571
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,11.59090909
-116.3,32.52,HNGBN,BC,El Hongo B.C.,4.210526316
-114.73,32.7,PDMBN,BC,Presa Derivadora Morelos B.C.,15
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,17.18275862
-109.71,23.07,SJCBS,BCS,San José del Cabo B.C.S.,15.74814815
-110.22,23.43,TSNBS,BCS,Todos Santos B.C.S.,14.50689655
-109.72,23.45,SNTBS,BCS,Santiago B.C.S.,13.34482759
-109.55,23.58,RBRBS,BCS,La Ribera B.C.S.,16.05517241
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,19.74074074
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,13.27586207
-110.05,23.8,SANBS,BCS,San Antonio B.C.S.,17.10344828
-109.98,24.07,PLNBS,BCS,Los Planes B.C.S.,16.24137931
-109.98,24.07,SARBS,BCS,El Sargento B.C.S.,16.75862069
-110.37,24.15,LPZBS,BCS,La Paz B.C.S.,16.49655172
-111.66,25,CCNBS,BCS,Ciudad Constitución B.C.S.,12.44482759
-111.34,26.02,LRTBS,BCS,Loreto B.C.S.,18.95517241
-112.28,27.3,SRLBS,BCS,Santa Rosalía B.C.S.,16.75172414
-113.42,27.78,DORBS,BCS,Díaz Ordaz B.C.S.,9.637931034
-114.05,27.97,GNGBS,BCS,Guerrero Negro B.C.S.,14.12
-89.89,18.09,CALAKMUL,CAMP,Calakmul Camp. SMN*,23.4
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,23.92258065
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,23.41935484
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,23.51724138
-90.74,18.6,ESCCA,CAMP,Escárcega Camp.,25.16129032
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,26.70967742
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,23.67741935
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,24.4516129
-90.72,19.36,CHMCA,CAMP,Champotón Camp.,24.96774194
-90.22,19.61,NYXCA,CAMP,Noh-Yaxché Camp.,26.24137931
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,22.84
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,23.4137931
-90.5,19.83,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,27.65483871
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,24.70967742
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,25.0516129
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,24.78
-106.38,26.47,RVGCH,CHIH,El Vergel Chih.,2.038461538
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,10.68
-107.07,26.81,GRCCH,CHIH,Guerachi Chih.,19.19230769
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,17.04166667
-105.68,26.92,PRRCH,CHIH,Parral Chih.,13.99354839
-107.97,26.94,TBRSI,CHIH,San Francisco Chih.,19.5826087
-107.72,27.03,BTPCH,CHIH,Batopilas Chih.,20.4
-104.91,27.13,JMNCH,CHIH,Jiménez Chih.,12.0037037
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,20.67741935
-107.91,27.22,URECH,CHIH,Urique Chih.,19.86451613
-108.54,27.42,CNDCH,CHIH,Chínipas Chih.,15.94516129
-105.81,27.45,VZRCH,CHIH,Valle de Zaragoza Chih.,13.64516129
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,16.89655172
-105.63,28.17,FIMCH,CHIH,Francisco I. Madero Chih.,15.10344828
-108.21,28.21,BSSCH,CHIH,Basaseachi Chih.,2.7244
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,14.96551724
-107.48,28.48,AGZCH,CHIH,Abraham González Chih.,4.161290323
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,16.17419355
-107.85,28.95,TMCCH,CHIH,Temósachic Chih.,4.822580645
-105.28,28.98,LLNCH,CHIH,Ing. Luis L. León Chih.,20.66129032
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,6.683870968
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,10.25925926
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,16.75862069
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,9.612903226
-107.93,30.38,CAGCH,CHIH,Casas Grandes Chih.,9.680645161
-106.4,31.74,CJZCH,CHIH,Ciudad Juárez Chih.,18.76923077
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,23.67741935
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,22.84516129
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,23.75483871
-92.72,15.35,CACCP,CHIS,Cacaluta Chis.,21.4516129
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,23.61290323
-92.95,15.5,ELNCP,CHIS,El Novillero Chis.,23.5483871
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,25.14516129
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,19.35806452
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,19.44444444
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,22.01612903
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,20.43548387
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,18.67741935
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,23.4516129
-92.67,15.92,REFCP,CHIS,Reforma Chis.,19.29032258
-93.08,16.16,REVCP,CHIS,Revolución Mexicana Chis.,21.30645161
-92.1,16.2,COOCP,CHIS,Observatorio de Comitán Chis.,16.41612903
-93.9,16.24,AROCP,CHIS,Arriaga Chis.,22.9516129
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,20.80645161
-92.78,16.4,ANGCP,CHIS,Doctor Belisario Domínguez Chis.,21.75806452
-92.8,16.55,ACACP,CHIS,Acala Chis.,23.25806452
-90.7,16.58,LACCP,CHIS,Lacantún Chis.,23.5
-93.15,16.64,BOQCP,CHIS,Boquerón Chis.,22.48387097
-92.63,16.73,SCOCP,CHIS,Observatorio de San Cristóbal Chis.,12.33870968
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla Gutiérrez Chis.,22.0483871
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,22.88709677
-93.15,16.76,TUXTLAGTZob,CHIS,Observatorio de Tuxtla Gutiérrez Chis. SMN*,23.62580645
-92.82,16.94,SNACP,CHIS,Santa María Chis.,22.34482759
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,24.16129032
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,22.62903226
-93.33,17.12,YAMCP,CHIS,Yamonhó Chis.,21.59677419
-93.6,17.18,MALCP,CHIS,Nezahualcóyotl Chis.,26.41935484
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,23.70967742
-93.01,17.25,TAPILULA,CHIS,Tapilula Chis. SGT*,22.11935484
-93.46,17.45,PENCP,CHIS,Ángel Albino Corzo Chis.,26.25806452
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,23.91935484
-101.02,25.38,STOCL,COAH,Saltillo Coah.,16.4137931
-103.45,25.53,TORREONob,COAH,Observatorio de Torreón Coah. SMN*,21.61612903
-103.45,25.54,TORCL,COAH,Observatorio de Torreón Coah.,21.09677419
-103.47,25.54,CYTCL,COAH,Coyote Coah.,20.64285714
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,17.87096774
-100.66,26.84,CDLCL,COAH,Candela Coah.,23.03333333
-101.42,26.91,MCVCL,COAH,Monclova Coah.,22.27857143
-102.06,26.98,CCGCL,COAH,Cuatro Ciénegas Coah.,21.5
-101,27.42,PRSCL,COAH,Progreso Coah.,20.75862069
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,21.68333333
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,22.83928571
-100.53,28.71,PNGCL,COAH,Piedras Negras Coah.,21.61785714
-100.9,29.03,ZPTCL,COAH,Zapata Coah.,19.39285714
-100.95,29.03,SMGCL,COAH,San Miguel Coah.,20.73913043
-100.95,29.21,CNTCL,COAH,El Centenario Coah.,19.26923077
-100.95,29.33,CDACL,COAH,Ciudad Acuña Coah.,19.28965517
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,19.2
-103.72,18.75,CDOCM,COL,Cerro de Ortega Col.,20.30645161
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,20.46774194
-103.63,18.83,CLLCM,COL,Callejones Col.,20.57407407
-103.87,18.91,TCMCM,COL,Tecomán Col.,20.7
-104.32,19.04,MNZCM,COL,Manzanillo Col.,22.54827586
-103.8,19.21,CQMCM,COL,Coquimatlán Col.,19.26666667
-103.73,19.22,LPSCM,COL,La Posta Col.,18.93703704
-103.73,19.22,RDRCM,COL,Radar Col.,20.21935484
-103.61,19.25,BVSCM,COL,Buena Vista Col.,17.62903226
-103.81,19.32,PNTCM,COL,Peñitas Col.,19.28695652
-103.6,19.32,CUACM,COL,Cuauhtémoc Col.,19.39130435
-99.2,19.3,DATDF,DF,Desviación Alta Cd. de Méx.,9.677419355
-99.17,19.45,CBIDF,DF,Escuela Nacional de Ciencias Biológicas IPN Cd. de Méx. SMN*,15.53548387
-99.07,19.47,SJADF,DF,San Juan de Aragón Cd. de Méx.,13.37096774
-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de Méx.,13.12903226
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,8.080645161
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,12.03225806
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,8.758064516
-104.67,24.03,DRGDR,DGO,Durango Dgo.,12.84193548
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,10.22580645
-104.75,24.5,CNTDR,DGO,Canatlán Dgo.,5.193548387
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,9.177419355
-103.08,24.61,SELDR,DGO,Santa Elena Dgo.,12.65517241
-103.7,24.87,CNCDR,DGO,Cuencamé Dgo.,15.71428571
-105.44,25.22,SACDR,DGO,Salomé Acosta Dgo.,8.419354839
-104.07,25.26,AM2DR,DGO,Agustín Melgar Dgo. SMN*,11.15806452
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,19.38709677
-105.25,25.5,GESDR,DGO,General Escobedo Dgo.,14.52631579
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,19.41935484
-105.02,25.59,LCRDR,DGO,Lázaro Cárdenas Dgo.,16.79032258
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,10.20967742
-105.56,26.44,SGBDR,DGO,San Gabriel Dgo.,10.33333333
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,10.13888889
-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,12.30769231
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,24.98387097
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,15.12903226
-99.24,16.76,LDGGR,GRO,Las Vigas Gro.,18.16129032
-99.75,16.76,ACUGR,GRO,Acapulco Gro. SMN*,21.7516129
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,23.09666667
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,23.12903226
-99.1,16.95,AYUGR,GRO,Ayutla Gro.,19.31666667
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,20.83870968
-99.78,16.97,K21GR,GRO,km 21 Gro.,21.36538462
-100.47,17.14,SJEGR,GRO,San Jerónimo Gro.,22.43548387
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,20.45
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,20.25
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,21.63333333
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,15.93333333
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,19.58064516
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,16.41935484
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,15
-99.52,17.58,AERGR,GRO,Aeropuerto de Chilpancingo Gro.,18.75483871
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,16.90322581
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,15.36666667
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,14.86206897
-98.74,17.78,OLNGR,GRO,Olinala Gro.,19.03225806
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,12.32258065
-101.54,17.86,ZHTGR,GRO,Zihuatanejo Gro.,23.48387097
-98.49,17.9,XXHGR,GRO,Xochihuehuetlán Gro.,19.06896552
-99.55,18.35,IGLGR,GRO,Iguala Gro.,22.06774194
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,24.22580645
-100.27,18.38,VGRGR,GRO,Vicente Guerrero Gro.,19.38461538
-101,18.42,LCLGR,GRO,La Calera Gro.,18.89285714
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,17.61290323
-100.72,20.03,ACNGJ,GTO,Acámbaro Gto.,15.12903226
-100.67,20.05,SLSGJ,GTO,Solís Gto.,14.29032258
-100.52,20.13,JCRGJ,GTO,Jerécuaro Gto.,10.75806452
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,12.66129032
-100.88,20.21,SLVGJ,GTO,Salvatierra Gto.,12.87096774
-101.36,20.28,LJIGJ,GTO,Las Jícamas Gto.,14.70967742
-100.75,20.28,TARGJ,GTO,Tarimoro Gto.,14.33870968
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,12.62903226
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,13.56451613
-101.18,20.39,VDSGJ,GTO,Valle de Santiago Gto.,13.41935484
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,13.30645161
-101.52,20.43,ABSGJ,GTO,Abasolo Gto.,17.9516129
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,15.96774194
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,16.41935484
-100.95,20.48,CRTGJ,GTO,Cortázar Gto.,17.06451613
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,11.91935484
-101.13,20.52,PERGJ,GTO,Pericos Gto.,12.72580645
-100.82,20.53,CLYGJ,GTO,Celaya Gto.,16.79032258
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,15.82258065
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,13.91935484
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,15.9516129
-101.3,20.6,TEMGJ,GTO,Temascatío Gto.,16.20967742
-101.67,20.62,CRMGJ,GTO,Cuerámaro Gto.,17.67741935
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,13.51612903
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,11.87096774
-101.37,20.73,ECNGJ,GTO,El Conejo Gto.,13.90322581
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,15.03225806
-101.29,20.87,PRSGJ,GTO,La Purísima Gto.,14.82258065
-100.9,20.95,CSRGJ,GTO,Cinco Señores Gto.,12.17741935
-101.26,21.01,GTOGJ,GTO,Guanajuato Gto.,15.18709677
-101.83,21.05,BRRGJ,GTO,El Barrial Gto.,13.87096774
-101.67,21.1,LENGJ,GTO,León Gto.,18.16129032
-100.93,21.15,DHGGJ,GTO,Dolores Hidalgo Gto.,10.88709677
-101.69,21.17,EPLGJ,GTO,El Palote Gto.,15.80645161
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,14.82258065
-101.63,21.29,BARBOSA,GTO,Barbosa Gto. Protección Civil*,12.13225806
-100.09,21.3,XICGJ,GTO,Xichú Gto.,18.61290323
-100.52,21.3,SLPGJ,GTO,San Luis de la Paz Gto.,9.5
