LON,LAT,EDO,CLAVE,ESTACION,AGO
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de MÈx. UNAM*",161.31
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",92.32
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, MÈx. UNAM*",74.46
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",70.46
-99.105,19.323333,DF,CULHUACAN,"Culhuac·n, Cd. de MÈx. UNAM*",75.41
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",91.95
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",55
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",112.008
-99.131389,19.431111,DF,DDFDF,"Gobierno del D.F., Cd. de MÈx.",63.48
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",38.08
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de MÈx. UNAM*",103.25
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",114.57
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",40.11
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",117.36
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de MÈx. SACMEX*",114.562
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de MÈx. SACMEX*",158.776
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx. SACMEX*",92.952
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de MÈx. SACMEX*",182.616
-99.352778,19.295278,DF,ELZARCO,"El Zarco, MÈx. SACMEX*",263.146
-99.099722,19.39,DF,ENP2,"Escuela Nacional Preparatoria 2, Cd. de MÈx. UNAM*",14
-99.09,19.48,DF,ENP3,"Escuela Nacional Preparatoria 3, Cd. de MÈx. UNAM*",19
-99.196111,19.403611,DF,ENP4,"Escuela Nacional Preparatoria 4, Cd. de MÈx. UNAM*",66.4
-99.159722,19.35,DF,ENP6,"Escuela Nacional Preparatoria 6, Cd. de MÈx. UNAM*",6.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",186.94
-99.352222,19.295,DF,EZCDF,"El Zarco, Cd. de MÈx.",273.29
-99.091667,19.478056,DF,GCNDF,"km 6+250 (Gran Canal), Cd. de MÈx.",118.5
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx. SACMEX*",61.454
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de MÈx. SACMEX*",85.35
-99.264722,19.304722,DF,HUAYATLA,"Huayatla, Cd. de MÈx. SACMEX*",53.336
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",53.33
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",112.4
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",84.75
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",98.42
-98.975,19.339167,DF,LACALDERA,"La Caldera (SubestaciÛn elÈctrica Santa LucÌa), MÈx. SACMEX*",122.672
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",108.86
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx. SACMEX*",78.476
-99.310833,19.333333,DF,LAVENTA,"La Venta, Cd. de MÈx. SACMEX*",226.804
-99.120833,19.489722,DF,LINDAVISTA,"Planta de bombeo Lindavista, Cd. de MÈx. SACMEX*",82.034
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de bombeo LÛpez Mateos, Cd. de MÈx. SACMEX*",81.278
-99.066667,19.377778,DF,LU4DF,"Lumbrera 4 RÌos, Cd. de MÈx.",92.95
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",231.38
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",246.88
-99.279722,19.229722,DF,MALEGRE,"Monte Alegre, Cd. de MÈx. SACMEX*",305.038
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de MÈx. SACMEX*,69.834
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",73.39
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",105.64
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",96.52
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",43.54
-99.1275,19.365556,DF,MLIBRE,"Planta de bombeo Municipio Libre, Cd. de MÈx. SACMEX*",104.634
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",7.11
-99.233056,19.187778,DF,MZTDF,"Calle Mezontepec (Abasolo), Cd. de MÈx.",137.4
-99.093889,19.246944,DF,NATIVITAS,"Nativitas, Cd. de MÈx. SACMEX*",49.524
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",58.6
-99.165278,19.469167,DF,NSMARIA,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx. SACMEX*",74.684
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca AVM Sur, Cd. de MÈx.",81.26
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx. SACMEX*",77.966
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",141.84
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo (Mezontepec), Cd. de MÈx. SACMEX*",132.072
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",83.58
-99.100278,19.379167,DF,PBADF,"Planta de Bombeo Aculco, Cd. de MÈx.",41.4
-99.057778,19.433333,DF,PBCDF,"Planta de Bombeo Churubusco L., Cd. de MÈx.",87.11
-99.119444,19.486667,DF,PBLDF,"Planta de Bombeo Lindavista, Cd. de MÈx.",90.88
-99.037778,19.38,DF,PBODF,"Planta de Bombeo U. E. de Oriente, Cd. de MÈx.",104.1
-99.170556,19.435556,DF,PBTDF,"Planta de Bombeo Tizoc, Cd. de MÈx.",70.86
-99.201944,19.423889,DF,PCHAPULTEPEC,"Puerta Chapultepec, Cd. de MÈx. SACMEX*",85.078
-99.2,19.413056,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",102.1
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",86.87
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",198.63
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento La Estrella, Cd. de MÈx.",92.94
-99.068333,19.420278,DF,PLMDF,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx.",81.53
-99.126389,19.365278,DF,PMLDF,"Planta de Bombeo Municipio Libre, Cd. de MÈx.",114.81
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",49.67
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",96.76
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",98.37
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",72.6
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",96.24
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de MÈx. UNAM*",101.19
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",65.13
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",219.96
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",132.34
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",50.29
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",58.69
-99.163889,19.468889,DF,PSNDF,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx.",80.06
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",100.6
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",127.23
-99.126111,19.285833,DF,PVCDF,"Planta de Bombeo Villa Coapa, Cd. de MÈx.",109.74
-99.143056,19.331944,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",101.85
-99.167778,19.399167,DF,RADIOCOMDF,"Radio comunicaciÛn, Cd. de MÈx. SACMEX*",66.05
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",176.54
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",80.27
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx. SACMEX*",236.48
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de MÈx. SACMEX*",119.862
-99.155278,19.515,DF,RREMEDIOS,"RÌo de los Remedios, Cd. de MÈx.SACMEX*",129.548
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",60.95
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",144.07
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",186.53
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de MÈx. SACMEX*",147.072
-99.228056,19.436667,DF,SANJOAQUINDF,"Tanque San JoaquÌn, Cd. de MÈx. SACMEX*",133.354
-99.028889,19.259722,DF,SANLUISDF,"San Luis, Cd. de MÈx. SACMEX*",55.128
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe (Santa LucÌa), Cd. de MÈx. SACMEX*",166.87
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",152.39
-99.274167,19.33,DF,SBAMEYALCO,"San Bartolo Ameyalco, Cd. de MÈx. SACMEX*",147.556
-99.026111,19.301667,DF,SCATARINADF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx. SACMEX*",53.598
-99.028889,19.338333,DF,SCMDF,"Santa Cruz Meyehualco, Cd. de MÈx.",92.69
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",21.34
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",43.24
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",93.03
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M·rtir, Cd. de MÈx. SACMEX*",98.82
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",68.07
-98.960556,19.320833,DF,SSCDF,"SubestaciÛn ElÈctrica Santa Catarina, Cd. de MÈx.",127.25
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de MÈx. SACMEX*",110.006
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",73.54
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de MÈx. SACMEX*",84.092
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",108.73
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de MÈx. SACMEX*",102.368
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",104.4
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",167.38
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",108.18
-98.971111,19.210833,DF,TETELCO,"Tetelco, Cd. de MÈx. SACMEX*",75.166
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",56.89
-99.170556,19.439444,DF,TIZOC,"Planta de bombeo Tizoc, Cd. de MÈx. SACMEX*",63.498
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tl·huac, Cd. de MÈx. SACMEX*",66.028
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de MÈx. SACMEX*",101.076
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",105.41
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",116.23
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de MÈx. SACMEX*",111.746
-99.082222,19.441111,DF,TPENON,"Tanque PeÒÛn, Cd. de MÈx. SACMEX*",74.162
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",112.76
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",74.96
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",92.73
-99.218056,19.397222,DF,TRIANGULO,"Tri·ngulo, Cd. de MÈx. SACMEX*",77.224
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",156.2
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",143
-99.264444,19.359722,DF,TSLDF,"Trif. Santa LucÌa, Cd. de MÈx.",154.41
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",79.41
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",46.14
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",83.01
-99.036944,19.379444,DF,UEDEO,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx. SACMEX*",103.106
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de MÈx. SACMEX*",74.148
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",87.64
-99.276111,19.372222,DF,VHERMOSA,"Vista Hermosa, Cd. de MÈx. UNAM*",119.84
-99.126389,19.286667,DF,VILLACOAPA,"Planta de bombeo Villa Coapa, Cd. de MÈx. SACMEX*",107.45
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",79.33
-99.144444,19.332778,DF,XOTEPINGO,"Planta de bombeo Xotepingo, Cd. de MÈx. SACMEX*",88.4
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",71.54
-104.066111,25.263333,DGO,AM2DR,"AgustÌn Melgar, Dgo. SMN*",2.25
-104.7,24,DGO,CAGDR,"Campo AgrÌcola, Dgo.",75.61
-104.8,24.516667,DGO,CB2DR,"Caboraca (hidro), Dgo.",55.35
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",55.32
-104.768611,24.978611,DGO,CDCDR,"Coneto de Comonfort, Dgo.",22
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",41.87
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",21.51
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",23.22
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",46
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",56.9
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",90.6
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",63.6
-103.960278,24.001667,DGO,FV2DR,"Francisco Villa (hidro), Dgo.",79.52
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",79.52
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",23.34
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",71.05
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",73.55
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo",90.53
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",163.12
-104.751944,23.960278,DGO,GVHDR,"Guadalupe Victoria, Dgo. (hidro)",163.73
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",43.6
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",14.99
-103.283889,25.068056,DGO,LFLDR,"La Flor, Dgo.",15.69
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",66.57
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",1.6
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",120
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",19.52
-105.0475,23.899167,DGO,NAVDR,"NavÌos Viejos, Dgo.",205.6
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",9.03
-104.655556,24.237222,DGO,PA2DR,"PeÒa del ¡guila, Dgo. (hidro)",117.64
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",117.62
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",54.84
-105.561667,26.436944,DGO,PSANGABRIEL,"Presa San Gabriel, Dgo. SGT*",37.2
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",19.51
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",90
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",18.07
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",61
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",8
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",121.94
-104.9,23.8,DGO,SBBDR,"Santa B·rbara, Dgo.",110.52
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",23.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",121.91
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",33.5
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",70.03
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",66.52
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",13.02
-104.499444,24.789722,DGO,SJNDR,"San Juan del RÌo, Dgo.",31.5
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",220.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",33.53
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",47.5
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",62.94
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",40.54
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",52.42
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",84.02
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",226.06
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",72.55
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",60.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",44.8
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",66.53
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",290.1
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",112
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",210
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",182
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",73.2
-99.799722,16.751111,GRO,AOMGR,"Observatorio de Aeropuerto de Acapulco, Gro.",197.5
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",258.3
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",302
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",128
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",136.6
-99.936667,16.728333,GRO,CBTGR,"CBTIS 14, Gro.",157.75
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",105
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",188.5
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",190
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",83.4
-99.914722,16.879722,GRO,CPRGR,"Colonia Progreso (Calle Durango), Gro.",235.75
-99.851944,16.903889,GRO,CSMGR,"Colonia SimÛn BolÌvar, Gro.",272.25
-99.831944,16.855556,GRO,CUHGR,"Coloso (Unidad Habitacional el Coloso), Gro.",310.5
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",158
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",130
-99.878889,16.874444,GRO,GTAGR,"La Garita (T˙nel Alto), Gro.",311.25
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",278.8
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",192.8
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",102.2
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",173.2
-99.925278,16.873611,GRO,JNAGR,"Juan N. ¡lvarez, Gro.",239
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",253.5
-99.845556,16.932222,GRO,LCIGR,"L·zaro C·rdenas (Col. Industrial), Gro.",334
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",45
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",194
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",254.6
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",192.1
-99.918889,16.855,GRO,LMRGR,"La Mira, Gro.",350
-99.887778,16.895833,GRO,MAGGR,Magallanes (4 Etapa FOVISSSTE) Gro.,78.5
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",153.7
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",142
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",123.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",107.7
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",138.5
-99.915556,16.885,GRO,PSCGR,"Palma Sola-CamarÛn, Gro.",403.25
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",246.1
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",245.5
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",306.5
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",382
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",261
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",122.9
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",130.61
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",126
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",179.6
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",153.8
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",107.3
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",108
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",218.8
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",256.8
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",243
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",116.8
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",119.03
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",135.5
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",128.52
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",194.81
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",99.02
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",201.03
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",146.84
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",219.53
-100.899722,20.280278,GTO,CBOGJ,"El Cubo, Gto. SGT*",103.8
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",171.42
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",142
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",98.32
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",174.08
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",177.8
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",195.8
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",107.42
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",178.23
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",101.01
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",219.51
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",135.05
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",117.33
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",194.81
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",133.76
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",155.03
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",150.02
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",164.23
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",145.71
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",76.85
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",196.2
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",149.15
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",196.02
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",141
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",267
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",118.1
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",95.2
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",77.33
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",95
-101.061111,20.521944,GTO,PCSGJ,"Pericos, Gto. SGT*",10.4
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",89.56
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",102.23
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",125.3
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",118.19
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",158
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",98.8
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",232.3
