LON,LAT,EDO,CLAVE,ESTACION,AGO
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",143.65
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",48
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",142.06
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",144.86
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",204.02
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",195
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",144.52
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",255.04
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",119.34
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",132.8
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",131.01
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",89.93
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",58.5
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",9.5
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",104.01
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",2.01
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",56
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",25.3
-99.348056,20.056667,HGO,LASROSAS,"Las Rosas, Hgo. OCAVM*",3.5
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",40
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",72.52
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",8.72
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",64
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",92.11
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",73.79
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",201.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",75.02
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",136.03
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",79.24
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",106
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",11.2
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",23
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",101.8
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",84
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",248.31
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",227.11
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",113.53
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",158.5
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",86.92
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",159.3
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",138.69
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",56.2
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",243.76
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",132.64
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",95.7
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",223.09
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",217.12
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",131.15
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",549.82
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",170.7
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",211.61
-102.7075,21.043611,JAL,ELSALTO,"El Salto, Jal. SGT*",133.3
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",126.72
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",227.01
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",242
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",58.01
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",111.03
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",187.53
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",143.8
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",84.2
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",222.2
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",169.32
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",77.94
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",89.8
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",139.4
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",91.1
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",125.24
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",53.82
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",187.53
-105.221944,20.656667,JAL,PTOVALLARTAob,"Puerto Vallarta, Jal. SMN*",67.2
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",97.52
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",132.09
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",140.2
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",130.41
-103.733333,20.916667,JAL,SANTAROSACFE,"Santa Rosa, Jal. CFE*",171.2
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",97.75
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",134.21
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",63.1
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",183.9
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",97.01
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",92.61
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",141.22
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",156.14
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",97.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",89
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",121.6
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",269.4
-99.440556,18.861389,MEX,ALAMEDA1,"Alameda 1, MÈx. FENIX*",149.3
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",128.71
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",80.3
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",206.3
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, MÈx. SACMEX*",70.098
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",196.9
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",125.7
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",102.24
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",179.83
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",167.382
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",128.09
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",43.54
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",137.41
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",43.69
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",66.796
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",131.4
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",73.9
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",162.9
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",125.7
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",185.74
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",173.72
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",72.52
-99.344167,19.37,MEX,DOSRIOS,"Dos RÌos, MÈx. UNAM*",231.26
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",259.576
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",186.9
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",55.6
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",106.05
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",81.03
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",59.43
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",62.71
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",174.31
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",87.54
-99.267222,19.5225,MEX,MADIN,"Presa MadÌn, MÈx. UNAM*",206.76
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",95.41
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",137.68
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",139.95
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",90.1
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",157.54
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",166.63
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",69.85
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",71.13
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",65.5
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",43.68
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",81.02
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",118
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",179.07
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",162.9
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",51.04
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",78.12
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",119.6
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",261.86
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",187.73
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",117.62
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",192
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",89.8
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",129.01
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",71
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",160.01
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",104
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",182.12
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",145.53
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",101.02
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",98.82
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",50.8
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",136.6
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",281.86
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",120.5
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",110.1
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",150.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",90.05
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",83.322
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",143.01
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",271.01
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",184.81
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",192.91
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",185
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",155.1
-102.371667,19.082778,MICH,APAMC,"Apatzing·n, Mich. SMN*",104.8
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",115.51
-101.669722,19.925556,MICH,ARMMC,"Aristeo Mercado SGT, Mich.",101.8
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",111.01
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",201.01
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",195.21
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",110.51
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",123.81
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",156.9
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",165.76
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",271.7
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",9
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",147.91
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",228.4
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",65.91
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",217.06
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",152.1
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",90.7
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",78.55
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",134.5
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",76.6
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",95.12
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",78.89
-101.461389,20.323333,MICH,MKZMC,"Markazuza, Mich. SGT*",45.6
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",132
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",88.61
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",112.63
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",112.21
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",93.54
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",135.7
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",194.9
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",93.91
-100.618889,20.277778,MICH,P3MEZQUITES,"Presa Tres Mezquites, Mich. SGT*",0
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",154.52
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",8.8
-100.401111,19.835833,MICH,PLAGUNAFRESNO,"Presa Laguna del Fresno, Mich. SGT*",5
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",145.82
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",219.4
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",135.4
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",132.61
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",139
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",177
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",172.3
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",87
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",59.1
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",187.09
-102.2,19.4,MICH,URUMC,"Uruapan, Mich.",217.4
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",126.9
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",167.8
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",106.21
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",135.82
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",167.8
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",66.11
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",167.5
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",91.93
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",296.91
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",182.1
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",174
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",177.22
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",148.7
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",266.56
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",108.62
-99.233333,18.933333,MOR,CUERNAVACAob,"Observatorio de Cuernavaca, Mor. SMN*",117.4
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",170.03
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",128.9
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",250
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",224.77
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",285.26
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",100.34
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",195.23
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",120.48
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",195
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",81.6
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",143.83
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",91.5
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",147.07
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",98.94
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",96.61
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",123.1
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",128.23
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",167.01
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",106.31
-99.156944,18.771111,MOR,PROMR,"Progreso (IMTA), Mor.",122.8
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",191.4
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",62
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",195.71
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",145.1
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",154.5
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",160.9
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",170.01
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",155.3
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",92.49
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",223.7
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",209
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",111.7
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",189.6
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",138.9
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",155.6
-99.248611,19.050556,MOR,TRESMARIAS,"Tres MarÌas, Mor. SMN*",222
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",115
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",102.9
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",174.2
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",120.01
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",469.51
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",372
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",105
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",599.63
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",235.2
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",283.07
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",177.4
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",437.83
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",438.32
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",280.5
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",565.15
-104.893056,21.489167,NAY,TEPICob,"Observatorio de Tepic, Nay. SMN*",199.4
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",225.11
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",39
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",5.25
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",32.3
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",11.52
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",23.9
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",34
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",103.2
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",1.25
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",31.5
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",50.25
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N. L.",37
-99.276944,25.711667,NL,CCHNL,"Cuchillo-Solidaridad, N.L.",7.5
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",25.04
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",47.51
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",16.51
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",42.5
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",54.72
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",75
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",63
-100.308333,25.576944,NL,ELDIENTE,"El Diente SMN, N. L.",7.6
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",70.2
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",48.5
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",67.8
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",25
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",53
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",23.7
-99.836389,25.188889,NL,MONTEMORob,"Montemorelos, N.L. SMN*",20.2
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",24.62
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",48.4
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",23.45
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",48.4
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",39.01
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",9
-100.271667,26.509722,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",5.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",32.08
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",7.5
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",21.5
-100.271667,25.682778,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",9.96
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",48
-96.716944,17.001389,OAX,AEROPUERTOOX,"Aeropuerto, Oax. SGT*",67.6
-102.184167,21.738611,OAX,AMTOX,San Antonino Monte Verde,70
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",206.7
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",43
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",164.7
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",196.51
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",71.51
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",147.62
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",195.81
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",112.61
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",67.82
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",123.22
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",161.12
-102.676944,21.9975,OAX,FOYOX,"San Francisco Yosocuta, Oax.",119.42
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",225.61
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",199.61
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",137.6
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",193.52
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",454.61
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",179
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",144.3
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",192.61
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",240.1
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",102.7
