,Lon,Lat,Clave,Edo,Est,Tmed_1,Tmed_2,Tmed_3,Tmed_4,Tmed_5,Tmed_6,Tmed_7,Tmed_8,Tmed_9,Tmed_10,Tmed_11,Tmin_1,Tmin_2,Tmin_3,Tmin_4,Tmin_5,Tmin_6,Tmin_7,Tmin_8,Tmin_9,Tmin_10,Tmin_11,Tmax_1,Tmax_2,Tmax_3,Tmax_4,Tmax_5,Tmax_6,Tmax_7,Tmax_8,Tmax_9,Tmax_10,Tmax_11
62,-108.21,28.21,BSSCH,CHIH,Basaseachi Chih.,7.362903226,6.9480769229999995,9.690333333,11.10689655,13.3782,18.22,20.07333333,20.26666667,18.0,14.7,11.1,-2.312903226,-0.9730769229999999,-0.672666667,0.08965517199999999,2.7244,6.9066666670000005,12.16666667,13.14333333,11.0,6.1,4.0,17.41666667,14.86923077,20.05333333,22.12413793,24.031999999999996,29.53333333,27.98,27.39,24.9,23.3,18.2
63,-107.48,28.48,AGZCH,CHIH,Abraham González Chih.,6.833333333,7.392857143,11.155,12.29166667,14.61290323,20.075,20.85806452,20.68548387,18.3,14.0,11.0,-3.333333333,-0.7857142859999999,1.516451613,2.483333333,4.161290323,10.2,13.151612900000002,14.24193548,11.6,7.3,4.4,16.11612903,15.57142857,20.79354839,22.1,25.06451613,29.95,28.56451613,27.12903226,25.1,20.7,17.7
64,-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,11.93225806,14.76607143,17.80645161,20.77333333,24.97258065,28.05689655,27.71935484,28.08709677,24.9,20.0,15.1,3.438709677,6.853571429,9.938709677,12.31666667,16.17419355,19.84482759,20.24193548,21.02903226,18.5,12.7,8.6,19.32258065,22.67857143,25.67419355,29.23,33.77096774,36.26896552,35.19677419,35.14516129,31.3,27.4,21.7
65,-107.85,28.95,TMCCH,CHIH,Temósachic Chih.,7.009677419,8.428571429,11.6483871,13.63333333,15.85645161,21.28983333,22.62580645,22.93571429,19.9,15.4,12.0,-4.032258065,-1.021428571,0.7354838709999999,2.58,4.822580645,9.82,14.01290323,15.74285714,12.7,6.3,3.7,18.251612899999998,17.87857143,22.56129032,24.68666667,26.89032258,32.75966667,31.23870968,30.12857143,27.2,24.5,20.3
66,-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,8.709677419,10.96428571,14.96774194,17.55,20.25925926,25.23333333,26.5,26.05,22.6,17.1,12.7,-0.322580645,2.1785714290000002,5.387096774,7.466666667,10.25925926,15.0,18.25806452,18.23333333,15.3,10.1,5.9,17.23793103,19.75,24.548387100000003,27.63333333,30.25925926,35.46666667,34.74193548,33.86666667,29.8,24.2,19.6
67,-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,10.81451613,14.79464286,18.25862069,22.21666667,27.06034483,30.65,31.87931034,32.97580645,29.5,22.0,16.8,2.016129032,5.321428571,8.620689655,10.9,16.75862069,20.96666667,23.06896552,24.16129032,22.1,13.4,8.7,20.24666667,24.26785714,27.89655172,33.53333333,37.36206897,40.33333333,40.68965517,41.79032258,36.9,30.7,24.8
68,-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,6.7741935479999995,9.464285713999999,13.98387097,17.25,20.33870968,24.68333333,26.36206897,25.03225806,21.4,15.6,10.6,-0.9032258059999999,1.642857143,4.903225806,7.0,9.612903226,13.83333333,17.65517241,17.35483871,15.0,8.6,3.6,14.56666667,17.28571429,23.06451613,27.5,31.06451613,35.53333333,35.06896552,32.70967742,27.8,22.5,17.6
69,-107.93,30.38,CAGCH,CHIH,Casas Grandes Chih.,8.079032258,10.97678571,14.70806452,17.47,20.05,24.80833333,26.45396552,26.13965517,22.3,17.5,13.2,-0.380645161,3.0,5.64516129,7.5766666670000005,9.680645161000001,14.27666667,17.156206899999997,17.76551724,14.3,9.7,6.3,17.04482759,18.95357143,23.77096774,27.36333333,30.41935484,35.34,35.75172414,34.5137931,30.3,25.3,20.2
70,-92.24,15.78,SMICP,CHIS,San Miguel Chis.,23.61290323,25.63392857,26.32258065,27.56666667,28.64814815,27.79545455,26.85344828,27.05833333,26.3,25.7,23.9,13.83870968,14.69642857,15.46774194,16.38333333,19.44444444,20.68181818,18.77586207,19.28333333,19.5,19.4,16.5,31.81666667,36.57142857,37.17741935,38.75,37.85185185,34.90909091,34.93103448,34.83333333,33.1,31.9,31.3
71,-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,23.45,25.99107143,26.99193548,28.29166667,29.66129032,27.49166667,27.37096774,27.56896552,27.0,25.8,24.5,16.08333333,16.78571429,18.46774194,19.43333333,22.01612903,21.4,20.69354839,20.74137931,20.7,20.2,18.1,31.37931034,35.19642857,35.51612903,37.15,37.30645161,33.58333333,34.04838710000001,34.39655172,33.2,31.4,30.8
72,-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,21.81451613,24.05357143,24.58870968,26.40833333,27.83870968,26.25833333,25.66935484,25.47258065,25.1,24.6,22.6,13.90322581,15.17857143,16.33870968,18.1,20.43548387,20.18333333,18.77419355,18.82258065,18.9,19.0,16.0,29.3,32.92857143,32.83870968,34.71666667,35.24193548,32.33333333,32.56451613,32.12258065,31.4,30.3,29.2
73,-92.67,15.92,REFCP,CHIS,Reforma Chis.,22.43548387,23.53571429,24.42741935,25.425,27.00806452,26.16666667,25.33064516,25.56451613,25.2,24.3,22.6,13.87096774,13.39285714,15.32258065,16.0,19.29032258,19.73333333,18.14516129,18.46774194,18.8,18.5,16.2,29.32258065,33.67857143,33.53225806,34.85,34.72580645,32.6,32.51612903,32.66129032,31.6,30.1,28.9
74,-93.08,16.16,REVCP,CHIS,Revolución Mexicana Chis.,21.97580645,24.71428571,25.798387100000003,26.73333333,28.00806452,25.75,25.09677419,25.37096774,25.5,25.1,23.5,14.74193548,15.78571429,17.29032258,18.0,21.30645161,20.75,19.90322581,20.25806452,20.7,20.4,18.1,28.29677419,33.64285714,34.30645161,35.46666667,34.70967742,30.75,30.29032258,30.48387097,30.3,29.8,28.9
75,-93.9,16.24,AROCP,CHIS,Arriaga Chis.,28.11612903,29.05714286,29.14677419,29.41166667,30.13387097,28.35,30.07903226,29.14677419,29.1,28.0,28.0,21.71290323,21.925,21.52580645,21.03666667,22.951612899999997,21.71666667,23.18064516,21.82903226,22.3,21.7,21.6,34.12666667,36.18928571,36.76774194,37.78666667,37.31612903,34.98333333,36.97741935,36.46451613,36.0,34.4,34.3
76,-92.78,16.4,ANGCP,CHIS,Doctor Belisario Domínguez Chis.,24.48387097,26.09821429,26.29032258,27.68333333,28.55645161,27.86666667,28.0,27.75806452,26.9,26.9,25.5,16.70967742,18.46428571,18.29032258,20.16666667,21.75806452,21.43333333,21.59677419,21.06451613,21.0,21.1,18.8,31.451612899999997,33.73214286,34.29032258,35.2,35.35483871,34.3,34.40322581,34.45161289999999,32.7,32.6,32.1
77,-92.8,16.55,ACACP,CHIS,Acala Chis.,23.02419355,26.20535714,26.91129032,28.63333333,30.451612899999997,28.51666667,28.27419355,28.09677419,28.2,27.0,24.9,15.58064516,17.55357143,18.43548387,20.06666667,23.25806452,22.68333333,21.82258065,22.09677419,22.3,22.0,18.9,29.98064516,34.85714286,35.38709677,37.2,37.64516129,34.35,34.72580645,34.09677419,34.1,32.0,30.9
78,-93.15,16.64,BOQCP,CHIS,Boquerón Chis.,24.03225806,26.75892857,26.64516129,28.5,29.91129032,27.97413793,27.83064516,27.58064516,27.1,26.6,25.6,16.58064516,18.44642857,19.35483871,20.21666667,22.48387097,21.72413793,21.11290323,20.79032258,20.8,20.1,18.1,32.79032258,35.07142857,33.93548387,36.78333333,37.33870968,34.22413793,34.54838710000001,34.37096774,33.3,33.1,33.2
79,-92.63,16.73,SCOCP,CHIS,Observatorio de San Cristóbal Chis.,14.58333333,16.09259259,16.57741935,17.415,19.24193548,19.275,18.17419355,18.91774194,18.7,18.0,15.9,7.493333333,7.9592592589999995,9.180645161000001,8.816666667,12.33870968,12.98666667,11.52258065,12.02258065,12.4,12.3,9.3,22.52413793,24.22592593,23.97419355,26.01333333,26.14516129,25.56333333,24.82580645,25.81290323,25.0,23.8,22.4
80,-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla Gutiérrez Chis.,23.71935484,26.4,25.98666667,28.04333333,29.798387100000003,27.795,27.78709677,27.33103448,26.9,26.2,24.2,17.55806452,18.23928571,18.70666667,19.70333333,22.048387100000003,21.48666667,20.85483871,20.68965517,20.8,20.1,18.2,30.37419355,34.56071429,33.26666667,36.38333333,37.54838710000001,34.10333333,34.71935484,33.97241379,33.0,32.2,30.2
81,-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,23.48333333,27.22115385,26.663793100000003,28.65833333,30.58870968,28.30172414,27.58064516,27.67741935,27.3,26.7,24.7,17.96666667,20.46153846,20.62068966,22.31666667,24.16129032,22.81034483,21.85483871,22.20967742,22.0,21.7,19.8,29.52068966,33.98076923,32.70689655,35.0,37.01612903,33.79310345,33.30645161,33.14516129,32.6,31.8,29.5
82,-93.12,16.98,GRICP,CHIS,Grijalva Chis.,23.19354839,26.17307692,26.4,28.3,30.33870968,28.11666667,27.60483871,28.26612903,27.5,27.0,25.0,16.01612903,17.63461538,18.96666667,20.0,22.62903226,21.5,20.87096774,21.27419355,21.0,21.0,18.9,30.48214286,34.71153846,33.83333333,36.6,38.04838710000001,34.73333333,34.33870968,35.25806452,34.1,33.0,31.2
83,-93.33,17.12,YAMCP,CHIS,Yamonhó Chis.,21.57142857,24.72115385,24.64423077,26.31896552,29.34677419,27.57758621,26.24193548,27.49193548,26.4,26.1,23.3,15.92857143,17.05769231,17.82692308,18.13793103,21.59677419,22.01724138,21.09677419,21.43548387,21.1,21.3,18.4,27.04444444,32.38461538,31.46153846,34.5,37.09677419,33.13793103,31.38709677,33.54838710000001,31.8,30.9,28.2
84,-93.46,17.45,PENCP,CHIS,Ángel Albino Corzo Chis.,23.33695652,26.77083333,26.28409091,28.39814815,32.29838710000001,30.1,28.68548387,29.301612899999995,28.1,28.0,25.4,19.26086957,21.875,21.43181818,22.59259259,26.25806452,25.08333333,23.951612899999997,24.46774194,23.8,23.9,21.5,28.17391304,31.66666667,31.13636364,34.2037037,38.33870968,35.11666667,33.41935484,34.13548387,32.4,32.1,29.3
85,-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,22.88392857,25.30357143,25.75925926,27.37068966,30.12903226,28.42666667,27.72580645,28.58064516,28.0,26.9,24.8,18.26785714,19.64285714,19.85185185,21.0,23.91935484,23.33666667,22.41935484,23.01612903,23.0,22.5,20.5,28.28333333,30.96428571,31.66666667,33.74137931,36.33870968,33.51666667,33.03225806,34.14516129,33.0,31.3,29.0
86,-101.02,25.38,STOCL,COAH,Saltillo Coah.,13.44827586,16.65384615,17.28571429,20.9,23.12068966,23.85714286,23.56896552,24.63888889,21.3,20.0,17.2,7.551724137999999,10.23076923,11.04761905,14.36666667,16.4137931,17.5,17.96551724,18.44444444,15.9,13.5,10.1,21.03448276,23.07692308,23.52380952,27.43333333,29.82758621,30.21428571,29.17241379,30.83333333,26.7,26.5,24.3
87,-101.42,26.91,MCVCL,COAH,Monclova Coah.,14.75,18.6375,19.97580645,25.66166667,29.49464286,31.275,31.08548387,32.87413793,28.4,23.9,18.8,8.313793103,11.41785714,13.54516129,17.27,22.27857143,24.07666667,24.45483871,25.9862069,23.0,17.2,12.7,23.59310345,25.85714286,26.40645161,34.05333333,36.71071429,38.47333333,37.71612903,39.76206897,33.8,30.7,24.8
88,-102.06,26.98,CCGCL,COAH,Cuatro Ciénegas Coah.,14.17241379,17.62962963,19.31034483,23.68333333,27.81666667,29.35,29.59677419,31.64354839,27.7,23.3,17.7,5.620689655,8.481481481,12.5862069,15.23333333,21.5,23.13333333,23.74193548,25.83870968,22.3,16.3,10.0,24.27333333,26.77777778,26.03448276,32.13333333,34.13333333,35.56666667,35.45161289999999,37.448387100000005,33.1,30.3,25.5
89,-101.0,27.42,PRSCL,COAH,Progreso Coah.,12.20689655,16.78,18.82692308,23.06,27.79310345,30.95,31.19230769,33.09482759,29.5,23.3,17.1,4.310344828,8.52,11.96153846,12.96,20.75862069,23.13333333,23.23076923,25.13793103,22.0,14.5,8.8,23.96551724,25.04,25.69230769,33.16,34.82758621,38.76666667,39.15384615,41.05172414,37.0,32.1,25.3
90,-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,12.80357143,16.99814815,18.44354839,23.20833333,27.89166667,31.025,31.39516129,33.06666667,29.7,24.2,17.0,5.964285714,9.888888889,12.43548387,14.6,21.68333333,24.2,24.40322581,25.8,23.4,16.9,10.0,23.59666667,24.10740741,24.451612899999997,31.81666667,34.1,37.85,38.38709677,40.33333333,36.0,31.5,24.0
91,-100.53,28.71,PNGCL,COAH,Piedras Negras Coah.,13.42222222,16.72083333,18.32142857,23.90344828,27.46964286,30.18,32.38870968,34.02,31.3,25.2,16.6,6.911111111,10.64166667,12.78571429,15.82758621,21.61785714,23.50666667,24.91290323,26.4,24.5,17.8,10.4,22.71034483,22.8,23.85714286,31.97931034,33.32142857,36.85333333,39.86451613,41.64,38.0,32.7,22.8
92,-100.9,29.03,ZPTCL,COAH,Zapata Coah.,11.01666667,14.38,15.70689655,20.37931034,24.53571429,27.31666667,29.74193548,31.81034483,29.2,22.6,15.5,4.633333333,6.96,9.793103448,12.06896552,19.39285714,21.36666667,22.67741935,24.68965517,22.7,14.8,8.0,21.87857143,21.8,21.62068966,28.68965517,29.67857143,33.26666667,36.80645161,38.93103448,35.7,30.4,23.0
93,-100.95,29.21,CNTCL,COAH,El Centenario Coah.,11.27777778,15.20833333,16.05357143,21.16666667,24.82692308,26.8,29.56451613,31.28333333,28.9,23.2,16.1,4.666666667,8.333333332999999,10.21428571,12.96296296,19.26923077,20.9,22.09677419,24.06666667,22.9,15.6,9.1,22.32,22.08333333,21.89285714,29.37037037,30.38461538,32.7,37.03225806,38.5,34.8,30.8,23.0
94,-100.95,29.33,CDACL,COAH,Ciudad Acuña Coah.,12.14814815,14.77777778,16.5862069,21.42592593,25.58793103,27.58333333,30.22413793,32.36290323,30.5,23.6,15.7,4.814814815,7.851851852,10.24137931,12.74074074,19.28965517,21.0,22.72413793,24.25806452,23.7,15.3,8.3,23.25517241,21.7037037,22.93103448,30.11111111,31.886206899999998,34.16666667,37.72413793,40.46774194,37.3,31.9,23.1
95,-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,11.89285714,13.92307692,16.58928571,21.5,25.01666667,28.26666667,30.98275862,32.06451613,30.1,22.0,14.7,5.607142857,7.615384615,10.71428571,13.66666667,19.2,22.56666667,23.75862069,24.70967742,24.0,14.9,8.0,21.03333333,20.23076923,22.46428571,29.33333333,30.83333333,33.96666667,38.20689655,39.41935484,36.2,29.1,21.3
96,-103.72,18.75,CDOCM,COL,Cerro de Ortega Col.,25.99193548,25.30357143,25.951612899999997,25.29166667,26.93548387,29.63461538,29.67741935,29.75833333,29.2,28.6,28.6,18.32258065,17.625,17.98387097,17.51666667,20.30645161,24.15384615,24.03225806,24.15,24.0,23.3,22.9,33.45,32.98214286,33.91935484,33.06666667,33.56451613,35.11538462,35.32258065,35.36666667,34.5,33.8,34.3
97,-103.77,18.81,LDACM,COL,Laguna de Amela Col.,25.35833333,24.83928571,25.42741935,24.84166667,26.54032258,29.36607143,28.82258065,29.43225806,28.9,28.1,28.0,18.43333333,17.51785714,18.0,17.5,20.46774194,24.08928571,23.048387100000003,23.90322581,23.9,23.2,22.7,32.625,32.16071429,32.85483871,32.18333333,32.61290323,34.64285714,34.59677419,34.96129032,33.9,33.1,33.3
98,-104.32,19.04,MNZCM,COL,Manzanillo Col.,27.11774194,26.00892857,26.09677419,24.90166667,26.48275862,29.74,30.59482759,30.6125,30.0,29.5,29.4,22.73870968,21.475,21.21935484,20.20666667,22.54827586,26.14,26.71034483,26.56428571,26.1,25.7,25.5,32.84333333,30.54285714,30.97419355,29.59666667,30.41724138,33.34,34.47931034,34.66071429,34.0,33.2,33.2
99,-103.73,19.22,LPSCM,COL,La Posta Col.,25.29032258,25.71071429,26.83103448,25.91730769,27.11481481,29.22333333,28.51774194,28.495,27.5,26.8,27.2,17.37096774,17.22857143,17.90344828,16.73076923,18.93703704,22.87333333,21.85483871,22.35333333,22.1,21.4,20.8,33.34516129,34.19285714,35.75862069,35.10384615,35.29259259,35.57333333,35.18064516,34.63666667,33.0,32.1,33.6
100,-103.73,19.22,RDRCM,COL,Radar Col.,27.048387100000003,26.0,25.95967742,24.225,26.29516129,29.48333333,28.86290323,29.06451613,29.3,28.8,28.5,19.96774194,18.89285714,19.20967742,17.51666667,20.21935484,24.31666667,24.27419355,24.56451613,24.3,23.9,23.8,31.21428571,33.10714286,32.70967742,30.93333333,32.37096774,34.65,33.45161289999999,33.56451613,34.3,33.8,33.1
101,-103.61,19.25,BVSCM,COL,Buena Vista Col.,24.12096774,24.24107143,25.55645161,25.65,26.44354839,28.025,26.83333333,26.85185185,26.8,25.6,25.4,15.5483871,15.375,16.88709677,15.7,17.62903226,21.03333333,20.55555556,20.44444444,20.8,19.9,19.0,32.4862069,33.10714286,34.22580645,35.6,35.25806452,35.01666667,33.11111111,33.25925926,32.7,31.3,31.9
102,-99.2,19.3,DATDF,DF,Desviación Alta Cd. de Méx.,15.87096774,16.55357143,17.17741935,17.05,17.25806452,15.65,15.72580645,15.77419355,15.5,15.0,16.7,8.806451613,9.142857142999999,9.806451613,9.566666667,9.677419355,8.666666667000001,8.516129032,8.709677419,8.7,8.2,9.4,24.67741935,23.96428571,24.548387100000003,24.53333333,24.83870968,22.63333333,22.93548387,22.83870968,22.3,21.9,24.1
103,-99.17,19.45,CBIDF,DF,Escuela Nacional de Ciencias Biológicas IPN Cd. de Méx. SMN*,15.68709677,18.29444444,19.276,20.45833333,21.90322581,20.20714286,18.74032258,19.93064516,19.4,19.3,18.0,9.119354839,11.41851852,12.292,14.19333333,15.53548387,15.04285714,13.648387099999999,14.20645161,14.3,14.0,12.2,22.45357143,25.17037037,26.26,26.72333333,28.27096774,25.37142857,23.83225806,25.65483871,24.5,24.5,23.8
104,-99.07,19.47,SJADF,DF,San Juan de Aragón Cd. de Méx.,15.15322581,17.96428571,19.04032258,20.15833333,21.45967742,20.74166667,19.201612899999997,20.16935484,19.8,19.5,17.9,6.661290322999999,8.857142857000001,9.790322581,11.53333333,13.37096774,14.5,13.11290323,13.37096774,13.8,13.5,10.6,24.22580645,27.07142857,28.29032258,28.78333333,29.548387100000003,26.98333333,25.29032258,26.96774194,25.8,25.5,25.1
105,-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de Méx.,15.16129032,18.125,19.67741935,20.96666667,22.58870968,20.7,19.09677419,19.97580645,19.3,18.8,17.6,6.564516128999999,8.964285713999999,10.09677419,11.61666667,13.12903226,13.33333333,11.91935484,12.17741935,12.6,12.3,10.3,23.85483871,27.28571429,29.25806452,30.31666667,32.04838710000001,28.06666667,26.27419355,27.77419355,26.0,25.3,24.8
106,-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,12.23387097,15.13392857,18.23225806,18.21666667,21.22580645,23.81666667,22.31451613,22.85645161,20.7,19.5,15.9,4.6290322580000005,6.607142857,9.093548387,9.016666667,12.03225806,16.56666667,16.09677419,16.62903226,15.1,12.4,9.4,22.27419355,23.66071429,27.37096774,27.41666667,30.41935484,31.06666667,28.53225806,29.08387097,26.3,26.7,22.4
107,-103.96,24.0,FVLDR,DGO,Francisco Villa Dgo.,14.38709677,16.25892857,17.81896552,17.82291667,20.24193548,24.08035714,21.68548387,22.98275862,20.6,19.9,16.2,3.419354839,5.214285714,6.5,6.1875,8.758064516000001,15.07142857,13.69354839,14.98275862,12.9,10.6,6.8,24.80769231,27.30357143,29.13793103,29.45833333,31.72580645,33.08928571,29.67741935,30.98275862,28.3,29.2,25.6
108,-104.67,24.03,DRGDR,DGO,Durango Dgo.,14.56774194,17.25178571,19.02580645,20.13666667,23.25967742,25.83214286,23.83709677,24.27096774,22.2,21.0,17.4,4.619354839,7.146428571,8.167741935,9.733333333,12.84193548,16.91785714,15.62258065,15.80967742,14.6,12.3,9.0,24.46451613,27.35714286,29.88387097,30.54,33.67741935,34.74642857,32.051612899999995,32.73225806,29.9,29.7,25.8
109,-104.75,24.5,CNTDR,DGO,Canatlán Dgo.,12.69354839,13.69642857,15.06451613,15.8,17.59677419,21.4,21.048387100000003,21.85483871,20.5,20.0,16.6,2.129032258,3.75,4.741935484,4.566666667,5.193548387,11.08,12.12903226,12.48387097,12.6,11.1,7.4,23.35185185,23.64285714,25.38709677,27.03333333,30.0,31.72,29.96774194,31.22580645,28.5,28.9,25.8
110,-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,9.669354839,12.5,14.81451613,15.125,18.298387100000003,20.91666667,19.25,20.21774194,17.6,16.5,13.2,0.935483871,3.410714286,5.661290322999999,6.1333333329999995,9.177419355,13.38333333,12.14516129,13.33870968,11.8,9.5,6.1,19.29310345,21.58928571,23.96774194,24.11666667,27.41935484,28.45,26.35483871,27.09677419,23.4,23.5,20.4
111,-105.44,25.22,SACDR,DGO,Salomé Acosta Dgo.,12.47580645,14.64285714,17.08064516,17.78333333,20.67741935,24.4,23.46774194,24.74193548,21.9,19.9,16.0,1.822580645,4.035714286,5.0,6.0,8.419354839,14.43333333,15.38709677,16.51612903,15.1,11.7,7.2,22.748387100000002,25.25,29.16129032,29.56666667,32.93548387,34.36666667,31.548387100000003,32.96774194,28.7,28.2,24.8
112,-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,14.70967742,18.84259259,20.58870968,23.36666667,26.66935484,28.18333333,27.951612899999997,29.48333333,25.6,23.8,19.2,7.870967742,11.18518519,12.87096774,14.78333333,19.38709677,22.36666667,21.85483871,23.76666667,20.2,17.0,13.2,24.03333333,26.5,28.30645161,31.95,33.95161289999999,34.0,34.04838710000001,35.2,30.9,30.6,25.2
113,-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,14.12903226,18.94642857,20.78846154,23.40833333,27.44354839,28.5,27.75,29.201612899999997,26.3,23.3,19.8,7.096774194,10.73214286,13.09615385,15.3,19.41935484,22.06666667,21.548387100000003,23.03225806,20.4,16.6,13.6,22.451612899999997,27.16071429,28.48076923,31.51666667,35.46774194,34.93333333,33.95161289999999,35.37096774,32.1,30.0,25.9
114,-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,11.34677419,13.91071429,16.43548387,17.90833333,21.57258065,22.8125,21.91129032,24.09677419,20.0,18.8,13.5,1.0806451609999999,3.785714286,5.951612902999999,6.416666667,10.20967742,13.46428571,12.83870968,15.35483871,13.3,12.1,5.0,21.81612903,24.03571429,26.91935484,29.4,32.93548387,32.16071429,30.98387097,32.83870968,26.7,25.5,22.0
115,-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,12.43548387,17.10714286,18.88709677,20.35,23.80769231,26.08928571,26.451612899999997,28.39516129,25.5,21.2,15.6,1.0,5.964285714,7.290322581,8.8,12.30769231,16.0,16.35483871,18.12903226,16.1,13.2,8.0,22.41935484,28.25,30.48387097,31.9,35.30769231,36.17857143,36.54838710000001,38.66129032,34.9,29.2,23.2
116,-98.43,16.68,OMEGR,GRO,Ometepec Gro.,20.51612903,20.46428571,21.11290323,20.90740741,21.43548387,21.8,21.26785714,21.42,21.2,21.0,21.2,15.0,15.10714286,15.06451613,15.0,15.12903226,15.06666667,15.0,15.0,15.0,15.0,15.0,26.15789474,25.82142857,27.16129032,26.81481481,27.74193548,28.53333333,27.53571429,27.84,27.4,26.9,27.4
117,-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,27.46935484,26.73928571,27.68448276,27.16,28.25333333,30.39833333,30.04032258,30.09137931,29.7,29.2,29.0,21.64193548,20.88928571,21.84482759,21.32666667,23.09666667,25.90333333,25.00645161,25.32068966,24.9,24.6,23.9,34.19642857,32.58928571,33.52413793,32.99333333,33.41,34.89333333,35.07419355,34.86206897,34.6,33.8,34.0
118,-99.1,16.95,AYUGR,GRO,Ayutla Gro.,25.21774194,26.26315789,26.84677419,26.66346154,26.78333333,26.60344828,26.35483871,26.10185185,25.7,25.1,26.3,16.83870968,17.68421053,18.24193548,17.82692308,19.31666667,21.10344828,20.08064516,20.18518519,19.7,19.5,18.9,33.68421053,34.84210526,35.45161289999999,35.5,34.25,32.10344828,32.62903226,32.01851852,31.8,30.6,33.7
119,-100.47,17.14,SJEGR,GRO,San Jerónimo Gro.,26.74193548,26.51785714,27.56451613,26.65833333,27.82258065,30.05833333,29.90322581,29.25,28.9,27.8,28.2,21.48387097,20.78571429,21.66129032,20.13333333,22.43548387,25.63333333,24.91935484,24.43548387,24.6,23.7,23.7,32.31666667,32.25,33.46774194,33.18333333,33.20967742,34.48333333,34.88709677,34.06451613,33.2,31.8,32.8
120,-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,25.96774194,26.45238095,27.5,27.6,28.125,28.6,28.03225806,27.57407407,26.9,26.4,26.6,18.70967742,18.52380952,19.32258065,19.85,20.45,22.96666667,22.22580645,22.18518519,22.0,21.8,21.7,32.36,34.38095238,35.67741935,35.35,35.8,34.23333333,33.83870968,32.96296296,31.9,31.0,31.6
121,-98.6,17.5,TLPGR,GRO,Tlapa Gro.,21.56451613,24.35714286,26.19354839,26.23809524,27.91935484,26.1,25.16129032,24.96551724,25.2,24.4,23.9,12.5483871,15.32142857,17.58064516,18.14285714,19.58064516,19.83333333,18.58064516,18.31034483,18.7,18.3,16.3,31.39285714,33.39285714,34.80645161,34.33333333,36.25806452,32.36666667,31.74193548,31.62068966,31.6,30.6,31.6
122,-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,20.38709677,21.04807692,23.10483871,22.84166667,24.16129032,25.24166667,24.16129032,24.04032258,23.7,23.0,23.6,11.75806452,11.53461538,14.82903226,13.93333333,16.41935484,18.73333333,16.79032258,17.451612899999997,17.3,16.5,17.1,29.5,30.56153846,31.38064516,31.75,31.90322581,31.75,31.53225806,30.62903226,30.1,29.5,30.1
123,-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,21.37096774,23.48214286,24.72580645,24.96,26.20967742,26.18333333,25.56451613,24.91129032,23.9,23.1,22.9,14.51612903,15.07142857,16.12903226,16.04,16.90322581,16.96666667,16.87096774,16.96774194,16.7,16.9,16.8,28.60714286,31.89285714,33.32258065,33.88,35.51612903,35.4,34.25806452,32.85483871,31.1,29.3,29.0
124,-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,21.20967742,22.07142857,24.451612899999997,24.41071429,25.10344828,23.73333333,23.06451613,23.41935484,22.5,22.2,21.9,10.80645161,11.10714286,14.19354839,13.57142857,14.86206897,15.03333333,15.12903226,15.64516129,15.4,15.4,14.4,29.56666667,33.03571429,34.70967742,35.25,35.34482759,32.43333333,31.0,31.19354839,29.6,29.0,29.4
125,-98.74,17.78,OLNGR,GRO,Olinala Gro.,24.12903226,26.07142857,26.72580645,27.85714286,28.951612899999997,28.6,27.79032258,27.53225806,27.7,27.4,26.1,11.12903226,14.17857143,15.59677419,17.67857143,19.03225806,18.63333333,17.58064516,17.32258065,17.3,16.9,14.5,37.29677419,37.96428571,37.85483871,38.03571429,38.87096774,38.56666667,38.0,37.74193548,38.0,37.9,37.7
126,-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,13.96774194,15.08928571,15.75806452,16.66666667,18.37096774,15.43333333,15.12903226,15.59130435,14.9,15.0,14.9,8.290322581,9.071428571,9.612903226,10.66666667,12.32258065,10.03333333,9.870967742000001,9.434782608999999,9.3,9.1,9.2,20.11290323,21.10714286,21.90322581,22.66666667,24.41935484,20.83333333,20.38709677,21.74782609,20.5,20.9,20.6
